token_id,t_in_ns,t_out_ns,latency_ns
128,100000000000000.000000000,100000000000000.000000000,0.000000000
129,100000000000000.000000000,100000000000000.000000000,0.000000000
130,100000000000000.000000000,100000000000000.000000000,0.000000000
131,100000000000000.000000000,100000000000000.000000000,0.000000000
132,100000000000000.000000000,100000000000000.000000000,0.000000000
133,100000000000000.000000000,100000000000000.000000000,0.000000000
134,100000000000000.000000000,100000000000000.000000000,0.000000000
135,100000000000000.000000000,100000000000000.000000000,0.000000000
136,100000000000000.000000000,100000000000000.000000000,0.000000000
137,100000000000000.000000000,100000000000000.000000000,0.000000000
138,100000000000000.000000000,100000000000000.000000000,0.000000000
139,100000000000000.000000000,100000000000000.000000000,0.000000000
140,100000000000000.000000000,100000000000000.000000000,0.000000000
141,100000000000000.000000000,100000000000000.000000000,0.000000000
142,100000000000000.000000000,100000000000000.000000000,0.000000000
143,100000000000000.000000000,100000000000000.000000000,0.000000000
144,100000000000000.000000000,100000000000000.000000000,0.000000000
145,100000000000000.000000000,100000000000000.000000000,0.000000000
146,100000000000000.000000000,100000000000000.000000000,0.000000000
147,100000000000000.000000000,100000000000000.000000000,0.000000000
148,100000000000000.000000000,100000000000000.000000000,0.000000000
149,100000000000000.000000000,100000000000000.000000000,0.000000000
150,100000000000000.000000000,100000000000000.000000000,0.000000000
151,100000000000000.000000000,100000000000000.000000000,0.000000000
152,100000000000000.000000000,100000000000000.000000000,0.000000000
153,100000000000000.000000000,100000000000000.000000000,0.000000000
154,100000000000000.000000000,100000000000000.000000000,0.000000000
155,100000000000000.000000000,100000000000000.000000000,0.000000000
156,100000000000000.000000000,100000000000000.000000000,0.000000000
157,100000000000000.000000000,100000000000000.000000000,0.000000000
158,100000000000000.000000000,100000000000000.000000000,0.000000000
159,100000000000000.000000000,100000000000000.000000000,0.000000000
160,100000000000000.000000000,100000000000000.000000000,0.000000000
161,100000000000000.000000000,100000000000000.000000000,0.000000000
162,100000000000000.000000000,100000000000000.000000000,0.000000000
163,100000000000000.000000000,100000000000000.000000000,0.000000000
164,100000000000000.000000000,100000000000000.000000000,0.000000000
165,100000000000000.000000000,100000000000000.000000000,0.000000000
166,100000000000000.000000000,100000000000000.000000000,0.000000000
167,100000000000000.000000000,100000000000000.000000000,0.000000000
168,100000000000000.000000000,100000000000000.000000000,0.000000000
169,100000000000000.000000000,100000000000000.000000000,0.000000000
170,100000000000000.000000000,100000000000000.000000000,0.000000000
171,100000000000000.000000000,100000000000000.000000000,0.000000000
172,100000000000000.000000000,100000000000000.000000000,0.000000000
173,100000000000000.000000000,100000000000000.000000000,0.000000000
174,100000000000000.000000000,100000000000000.000000000,0.000000000
175,100000000000000.000000000,100000000000000.000000000,0.000000000
176,100000000000000.000000000,100000000000000.000000000,0.000000000
177,100000000000000.000000000,100000000000000.000000000,0.000000000
178,100000000000000.000000000,100000000000000.000000000,0.000000000
179,100000000000000.000000000,100000000000000.000000000,0.000000000
180,100000000000000.000000000,100000000000000.000000000,0.000000000
181,100000000000000.000000000,100000000000000.000000000,0.000000000
182,100000000000000.000000000,100000000000000.000000000,0.000000000
183,100000000000000.000000000,100000000000000.000000000,0.000000000
184,100000000000000.000000000,100000000000000.000000000,0.000000000
185,100000000000000.000000000,100000000000000.000000000,0.000000000
186,100000000000000.000000000,100000000000000.000000000,0.000000000
187,100000000000000.000000000,100000000000000.000000000,0.000000000
188,100000000000000.000000000,100000000000000.000000000,0.000000000
189,100000000000000.000000000,100000000000000.000000000,0.000000000
190,100000000000000.000000000,100000000000000.000000000,0.000000000
191,100000000000000.000000000,100000000000000.000000000,0.000000000
192,100000000000000.000000000,100000000000000.000000000,0.000000000
193,100000000000000.000000000,100000000000000.000000000,0.000000000
194,100000000000000.000000000,100000000000000.000000000,0.000000000
195,100000000000000.000000000,100000000000000.000000000,0.000000000
196,100000000000000.000000000,100000000000000.000000000,0.000000000
197,100000000000000.000000000,100000000000000.000000000,0.000000000
198,100000000000000.000000000,100000000000000.000000000,0.000000000
199,100000000000000.000000000,100000000000000.000000000,0.000000000
200,100000000000000.000000000,100000000000000.000000000,0.000000000
201,100000000000000.000000000,100000000000000.000000000,0.000000000
202,100000000000000.000000000,100000000000000.000000000,0.000000000
203,100000000000000.000000000,100000000000000.000000000,0.000000000
204,100000000000000.000000000,100000000000000.000000000,0.000000000
205,100000000000000.000000000,100000000000000.000000000,0.000000000
206,100000000000000.000000000,100000000000000.000000000,0.000000000
207,100000000000000.000000000,100000000000000.000000000,0.000000000
208,100000000000000.000000000,100000000000000.000000000,0.000000000
209,100000000000000.000000000,100000000000000.000000000,0.000000000
210,100000000000000.000000000,100000000000000.000000000,0.000000000
211,100000000000000.000000000,100000000000000.000000000,0.000000000
212,100000000000000.000000000,100000000000000.000000000,0.000000000
213,100000000000000.000000000,100000000000000.000000000,0.000000000
214,100000000000000.000000000,100000000000000.000000000,0.000000000
215,100000000000000.000000000,100000000000000.000000000,0.000000000
216,100000000000000.000000000,100000000000000.000000000,0.000000000
217,100000000000000.000000000,100000000000000.000000000,0.000000000
218,100000000000000.000000000,100000000000000.000000000,0.000000000
219,100000000000000.000000000,100000000000000.000000000,0.000000000
220,100000000000000.000000000,100000000000000.000000000,0.000000000
221,100000000000000.000000000,100000000000000.000000000,0.000000000
222,100000000000000.000000000,100000000000000.000000000,0.000000000
223,100000000000000.000000000,100000000000000.000000000,0.000000000
224,100000000000000.000000000,100000000000000.000000000,0.000000000
225,100000000000000.000000000,100000000000000.000000000,0.000000000
226,100000000000000.000000000,100000000000000.000000000,0.000000000
227,100000000000000.000000000,100000000000000.000000000,0.000000000
228,100000000000000.000000000,100000000000000.000000000,0.000000000
229,100000000000000.000000000,100000000000000.000000000,0.000000000
230,100000000000000.000000000,100000000000000.000000000,0.000000000
231,100000000000000.000000000,100000000000000.000000000,0.000000000
232,100000000000000.000000000,100000000000000.000000000,0.000000000
233,100000000000000.000000000,100000000000000.000000000,0.000000000
234,100000000000000.000000000,100000000000000.000000000,0.000000000
235,100000000000000.000000000,100000000000000.000000000,0.000000000
236,100000000000000.000000000,100000000000000.000000000,0.000000000
237,100000000000000.000000000,100000000000000.000000000,0.000000000
238,100000000000000.000000000,100000000000000.000000000,0.000000000
239,100000000000000.000000000,100000000000000.000000000,0.000000000
240,100000000000000.000000000,100000000000000.000000000,0.000000000
241,100000000000000.000000000,100000000000000.000000000,0.000000000
242,100000000000000.000000000,100000000000000.000000000,0.000000000
243,100000000000000.000000000,100000000000000.000000000,0.000000000
244,100000000000000.000000000,100000000000000.000000000,0.000000000
245,100000000000000.000000000,100000000000000.000000000,0.000000000
246,100000000000000.000000000,100000000000000.000000000,0.000000000
247,100000000000000.000000000,100000000000000.000000000,0.000000000
248,100000000000000.000000000,100000000000000.000000000,0.000000000
249,100000000000000.000000000,100000000000000.000000000,0.000000000
250,100000000000000.000000000,100000000000000.000000000,0.000000000
251,100000000000000.000000000,100000000000000.000000000,0.000000000
252,100000000000000.000000000,100000000000000.000000000,0.000000000
253,100000000000000.000000000,100000000000000.000000000,0.000000000
254,100000000000000.000000000,100000000000000.000000000,0.000000000
255,100000000000000.000000000,100000000000000.000000000,0.000000000
256,100000000000000.000000000,100000000000000.000000000,0.000000000
257,100000000000000.000000000,100000000000000.000000000,0.000000000
258,100000000000000.000000000,100000000000000.000000000,0.000000000
259,100000000000000.000000000,100000000000000.000000000,0.000000000
260,100000000000000.000000000,100000000000000.000000000,0.000000000
261,100000000000000.000000000,100000000000000.000000000,0.000000000
262,100000000000000.000000000,100000000000000.000000000,0.000000000
263,100000000000000.000000000,100000000000000.000000000,0.000000000
264,100000000000000.000000000,100000000000000.000000000,0.000000000
265,100000000000000.000000000,100000000000000.000000000,0.000000000
266,100000000000000.000000000,100000000000000.000000000,0.000000000
267,100000000000000.000000000,100000000000000.000000000,0.000000000
268,100000000000000.000000000,100000000000000.000000000,0.000000000
269,100000000000000.000000000,100000000000000.000000000,0.000000000
270,100000000000000.000000000,100000000000000.000000000,0.000000000
271,100000000000000.000000000,100000000000000.000000000,0.000000000
272,100000000000000.000000000,100000000000000.000000000,0.000000000
273,100000000000000.000000000,100000000000000.000000000,0.000000000
274,100000000000000.000000000,100000000000000.000000000,0.000000000
275,100000000000000.000000000,100000000000000.000000000,0.000000000
276,100000000000000.000000000,100000000000000.000000000,0.000000000
277,100000000000000.000000000,100000000000000.000000000,0.000000000
278,100000000000000.000000000,100000000000000.000000000,0.000000000
279,100000000000000.000000000,100000000000000.000000000,0.000000000
280,100000000000000.000000000,100000000000000.000000000,0.000000000
281,100000000000000.000000000,100000000000000.000000000,0.000000000
282,100000000000000.000000000,100000000000000.000000000,0.000000000
283,100000000000000.000000000,100000000000000.000000000,0.000000000
284,100000000000000.000000000,100000000000000.000000000,0.000000000
285,100000000000000.000000000,100000000000000.000000000,0.000000000
286,100000000000000.000000000,100000000000000.000000000,0.000000000
287,100000000000000.000000000,100000000000000.000000000,0.000000000
288,100000000000000.000000000,100000000000000.000000000,0.000000000
289,100000000000000.000000000,100000000000000.000000000,0.000000000
290,100000000000000.000000000,100000000000000.000000000,0.000000000
291,100000000000000.000000000,100000000000000.000000000,0.000000000
292,100000000000000.000000000,100000000000000.000000000,0.000000000
293,100000000000000.000000000,100000000000000.000000000,0.000000000
294,100000000000000.000000000,100000000000000.000000000,0.000000000
295,100000000000000.000000000,100000000000000.000000000,0.000000000
296,100000000000000.000000000,100000000000000.000000000,0.000000000
297,100000000000000.000000000,100000000000000.000000000,0.000000000
298,100000000000000.000000000,100000000000000.000000000,0.000000000
299,100000000000000.000000000,100000000000000.000000000,0.000000000
300,100000000000000.000000000,100000000000000.000000000,0.000000000
301,100000000000000.000000000,100000000000000.000000000,0.000000000
302,100000000000000.000000000,100000000000000.000000000,0.000000000
303,100000000000000.000000000,100000000000000.000000000,0.000000000
304,100000000000000.000000000,100000000000000.000000000,0.000000000
305,100000000000000.000000000,100000000000000.000000000,0.000000000
306,100000000000000.000000000,100000000000000.000000000,0.000000000
307,100000000000000.000000000,100000000000000.000000000,0.000000000
308,100000000000000.000000000,100000000000000.000000000,0.000000000
309,100000000000000.000000000,100000000000000.000000000,0.000000000
310,100000000000000.000000000,100000000000000.000000000,0.000000000
311,100000000000000.000000000,100000000000000.000000000,0.000000000
312,100000000000000.000000000,100000000000000.000000000,0.000000000
313,100000000000000.000000000,100000000000000.000000000,0.000000000
314,100000000000000.000000000,100000000000000.000000000,0.000000000
315,100000000000000.000000000,100000000000000.000000000,0.000000000
316,100000000000000.000000000,100000000000000.000000000,0.000000000
317,100000000000000.000000000,100000000000000.000000000,0.000000000
318,100000000000000.000000000,100000000000000.000000000,0.000000000
319,100000000000000.000000000,100000000000000.000000000,0.000000000
320,100000000000000.000000000,100000000000000.000000000,0.000000000
321,100000000000000.000000000,100000000000000.000000000,0.000000000
322,100000000000000.000000000,100000000000000.000000000,0.000000000
323,100000000000000.000000000,100000000000000.000000000,0.000000000
324,100000000000000.000000000,100000000000000.000000000,0.000000000
325,100000000000000.000000000,100000000000000.000000000,0.000000000
326,100000000000000.000000000,100000000000000.000000000,0.000000000
327,100000000000000.000000000,100000000000000.000000000,0.000000000
328,100000000000000.000000000,100000000000000.000000000,0.000000000
329,100000000000000.000000000,100000000000000.000000000,0.000000000
330,100000000000000.000000000,100000000000000.000000000,0.000000000
331,100000000000000.000000000,100000000000000.000000000,0.000000000
332,100000000000000.000000000,100000000000000.000000000,0.000000000
333,100000000000000.000000000,100000000000000.000000000,0.000000000
334,100000000000000.000000000,100000000000000.000000000,0.000000000
335,100000000000000.000000000,100000000000000.000000000,0.000000000
336,100000000000000.000000000,100000000000000.000000000,0.000000000
337,100000000000000.000000000,100000000000000.000000000,0.000000000
338,100000000000000.000000000,100000000000000.000000000,0.000000000
339,100000000000000.000000000,100000000000000.000000000,0.000000000
340,100000000000000.000000000,100000000000000.000000000,0.000000000
341,100000000000000.000000000,100000000000000.000000000,0.000000000
342,100000000000000.000000000,100000000000000.000000000,0.000000000
343,100000000000000.000000000,100000000000000.000000000,0.000000000
344,100000000000000.000000000,100000000000000.000000000,0.000000000
345,100000000000000.000000000,100000000000000.000000000,0.000000000
346,100000000000000.000000000,100000000000000.000000000,0.000000000
347,100000000000000.000000000,100000000000000.000000000,0.000000000
348,100000000000000.000000000,100000000000000.000000000,0.000000000
349,100000000000000.000000000,100000000000000.000000000,0.000000000
350,100000000000000.000000000,100000000000000.000000000,0.000000000
351,100000000000000.000000000,100000000000000.000000000,0.000000000
352,100000000000000.000000000,100000000000000.000000000,0.000000000
353,100000000000000.000000000,100000000000000.000000000,0.000000000
354,100000000000000.000000000,100000000000000.000000000,0.000000000
355,100000000000000.000000000,100000000000000.000000000,0.000000000
356,100000000000000.000000000,100000000000000.000000000,0.000000000
357,100000000000000.000000000,100000000000000.000000000,0.000000000
358,100000000000000.000000000,100000000000000.000000000,0.000000000
359,100000000000000.000000000,100000000000000.000000000,0.000000000
360,100000000000000.000000000,100000000000000.000000000,0.000000000
361,100000000000000.000000000,100000000000000.000000000,0.000000000
362,100000000000000.000000000,100000000000000.000000000,0.000000000
363,100000000000000.000000000,100000000000000.000000000,0.000000000
364,100000000000000.000000000,100000000000000.000000000,0.000000000
365,100000000000000.000000000,100000000000000.000000000,0.000000000
366,100000000000000.000000000,100000000000000.000000000,0.000000000
367,100000000000000.000000000,100000000000000.000000000,0.000000000
368,100000000000000.000000000,100000000000000.000000000,0.000000000
369,100000000000000.000000000,100000000000000.000000000,0.000000000
370,100000000000000.000000000,100000000000000.000000000,0.000000000
371,100000000000000.000000000,100000000000000.000000000,0.000000000
372,100000000000000.000000000,100000000000000.000000000,0.000000000
373,100000000000000.000000000,100000000000000.000000000,0.000000000
374,100000000000000.000000000,100000000000000.000000000,0.000000000
375,100000000000000.000000000,100000000000000.000000000,0.000000000
376,100000000000000.000000000,100000000000000.000000000,0.000000000
377,100000000000000.000000000,100000000000000.000000000,0.000000000
378,100000000000000.000000000,100000000000000.000000000,0.000000000
379,100000000000000.000000000,100000000000000.000000000,0.000000000
380,100000000000000.000000000,100000000000000.000000000,0.000000000
381,100000000000000.000000000,100000000000000.000000000,0.000000000
382,100000000000000.000000000,100000000000000.000000000,0.000000000
383,100000000000000.000000000,100000000000000.000000000,0.000000000
384,100000000000000.000000000,100000000000000.000000000,0.000000000
385,100000000000000.000000000,100000000000000.000000000,0.000000000
386,100000000000000.000000000,100000000000000.000000000,0.000000000
387,100000000000000.000000000,100000000000000.000000000,0.000000000
388,100000000000000.000000000,100000000000000.000000000,0.000000000
389,100000000000000.000000000,100000000000000.000000000,0.000000000
390,100000000000000.000000000,100000000000000.000000000,0.000000000
391,100000000000000.000000000,100000000000000.000000000,0.000000000
392,100000000000000.000000000,100000000000000.000000000,0.000000000
393,100000000000000.000000000,100000000000000.000000000,0.000000000
394,100000000000000.000000000,100000000000000.000000000,0.000000000
395,100000000000000.000000000,100000000000000.000000000,0.000000000
396,100000000000000.000000000,100000000000000.000000000,0.000000000
397,100000000000000.000000000,100000000000000.000000000,0.000000000
398,100000000000000.000000000,100000000000000.000000000,0.000000000
399,100000000000000.000000000,100000000000000.000000000,0.000000000
400,100000000000000.000000000,100000000000000.000000000,0.000000000
401,100000000000000.000000000,100000000000000.000000000,0.000000000
402,100000000000000.000000000,100000000000000.000000000,0.000000000
403,100000000000000.000000000,100000000000000.000000000,0.000000000
404,100000000000000.000000000,100000000000000.000000000,0.000000000
405,100000000000000.000000000,100000000000000.000000000,0.000000000
406,100000000000000.000000000,100000000000000.000000000,0.000000000
407,100000000000000.000000000,100000000000000.000000000,0.000000000
408,100000000000000.000000000,100000000000000.000000000,0.000000000
409,100000000000000.000000000,100000000000000.000000000,0.000000000
410,100000000000000.000000000,100000000000000.000000000,0.000000000
411,100000000000000.000000000,100000000000000.000000000,0.000000000
412,100000000000000.000000000,100000000000000.000000000,0.000000000
413,100000000000000.000000000,100000000000000.000000000,0.000000000
414,100000000000000.000000000,100000000000000.000000000,0.000000000
415,100000000000000.000000000,100000000000000.000000000,0.000000000
416,100000000000000.000000000,100000000000000.000000000,0.000000000
417,100000000000000.000000000,100000000000000.000000000,0.000000000
418,100000000000000.000000000,100000000000000.000000000,0.000000000
419,100000000000000.000000000,100000000000000.000000000,0.000000000
420,100000000000000.000000000,100000000000000.000000000,0.000000000
421,100000000000000.000000000,100000000000000.000000000,0.000000000
422,100000000000000.000000000,100000000000000.000000000,0.000000000
423,100000000000000.000000000,100000000000000.000000000,0.000000000
424,100000000000000.000000000,100000000000000.000000000,0.000000000
425,100000000000000.000000000,100000000000000.000000000,0.000000000
426,100000000000000.000000000,100000000000000.000000000,0.000000000
427,100000000000000.000000000,100000000000000.000000000,0.000000000
428,100000000000000.000000000,100000000000000.000000000,0.000000000
429,100000000000000.000000000,100000000000000.000000000,0.000000000
430,100000000000000.000000000,100000000000000.000000000,0.000000000
431,100000000000000.000000000,100000000000000.000000000,0.000000000
432,100000000000000.000000000,100000000000000.000000000,0.000000000
433,100000000000000.000000000,100000000000000.000000000,0.000000000
434,100000000000000.000000000,100000000000000.000000000,0.000000000
435,100000000000000.000000000,100000000000000.000000000,0.000000000
436,100000000000000.000000000,100000000000000.000000000,0.000000000
437,100000000000000.000000000,100000000000000.000000000,0.000000000
438,100000000000000.000000000,100000000000000.000000000,0.000000000
439,100000000000000.000000000,100000000000000.000000000,0.000000000
440,100000000000000.000000000,100000000000000.000000000,0.000000000
441,100000000000000.000000000,100000000000000.000000000,0.000000000
442,100000000000000.000000000,100000000000000.000000000,0.000000000
443,100000000000000.000000000,100000000000000.000000000,0.000000000
444,100000000000000.000000000,100000000000000.000000000,0.000000000
445,100000000000000.000000000,100000000000000.000000000,0.000000000
446,100000000000000.000000000,100000000000000.000000000,0.000000000
447,100000000000000.000000000,100000000000000.000000000,0.000000000
448,100000000000000.000000000,100000000000000.000000000,0.000000000
449,100000000000000.000000000,100000000000000.000000000,0.000000000
450,100000000000000.000000000,100000000000000.000000000,0.000000000
451,100000000000000.000000000,100000000000000.000000000,0.000000000
452,100000000000000.000000000,100000000000000.000000000,0.000000000
453,100000000000000.000000000,100000000000000.000000000,0.000000000
454,100000000000000.000000000,100000000000000.000000000,0.000000000
455,100000000000000.000000000,100000000000000.000000000,0.000000000
456,100000000000000.000000000,100000000000000.000000000,0.000000000
457,100000000000000.000000000,100000000000000.000000000,0.000000000
458,100000000000000.000000000,100000000000000.000000000,0.000000000
459,100000000000000.000000000,100000000000000.000000000,0.000000000
460,100000000000000.000000000,100000000000000.000000000,0.000000000
461,100000000000000.000000000,100000000000000.000000000,0.000000000
462,100000000000000.000000000,100000000000000.000000000,0.000000000
463,100000000000000.000000000,100000000000000.000000000,0.000000000
464,100000000000000.000000000,100000000000000.000000000,0.000000000
465,100000000000000.000000000,100000000000000.000000000,0.000000000
466,100000000000000.000000000,100000000000000.000000000,0.000000000
467,100000000000000.000000000,100000000000000.000000000,0.000000000
468,100000000000000.000000000,100000000000000.000000000,0.000000000
469,100000000000000.000000000,100000000000000.000000000,0.000000000
470,100000000000000.000000000,100000000000000.000000000,0.000000000
471,100000000000000.000000000,100000000000000.000000000,0.000000000
472,100000000000000.000000000,100000000000000.000000000,0.000000000
473,100000000000000.000000000,100000000000000.000000000,0.000000000
474,100000000000000.000000000,100000000000000.000000000,0.000000000
475,100000000000000.000000000,100000000000000.000000000,0.000000000
476,100000000000000.000000000,100000000000000.000000000,0.000000000
477,100000000000000.000000000,100000000000000.000000000,0.000000000
478,100000000000000.000000000,100000000000000.000000000,0.000000000
479,100000000000000.000000000,100000000000000.000000000,0.000000000
480,100000000000000.000000000,100000000000000.000000000,0.000000000
481,100000000000000.000000000,100000000000000.000000000,0.000000000
482,100000000000000.000000000,100000000000000.000000000,0.000000000
483,100000000000000.000000000,100000000000000.000000000,0.000000000
484,100000000000000.000000000,100000000000000.000000000,0.000000000
485,100000000000000.000000000,100000000000000.000000000,0.000000000
486,100000000000000.000000000,100000000000000.000000000,0.000000000
487,100000000000000.000000000,100000000000000.000000000,0.000000000
488,100000000000000.000000000,100000000000000.000000000,0.000000000
489,100000000000000.000000000,100000000000000.000000000,0.000000000
490,100000000000000.000000000,100000000000000.000000000,0.000000000
491,100000000000000.000000000,100000000000000.000000000,0.000000000
492,100000000000000.000000000,100000000000000.000000000,0.000000000
493,100000000000000.000000000,100000000000000.000000000,0.000000000
494,100000000000000.000000000,100000000000000.000000000,0.000000000
495,100000000000000.000000000,100000000000000.000000000,0.000000000
496,100000000000000.000000000,100000000000000.000000000,0.000000000
497,100000000000000.000000000,100000000000000.000000000,0.000000000
