count,context,act0,act1,act2,act3,act4,act5,act6,act7,act8,act9,act10,act11,act12,act13,act14,act15,act16,act17,act18,act19,act20,act21,act22,act23,act24,act25,act26,act27,act28,act29,act30,act31,wei0,wei1,wei2,wei3,wei4,wei5,wei6,wei7,wei8,wei9,wei10,wei11,wei12,wei13,wei14,wei15,wei16,wei17,wei18,wei19,wei20,wei21,wei22,wei23,wei24,wei25,wei26,wei27,wei28,wei29,wei30,wei31
22,0,-23540,7040,7322,-695,-26101,28283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21775,5743,22359,7590,-22713,-16657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,-23540,7040,7322,-695,-26101,28283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21775,5743,22359,7590,-22713,-16657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,-5881,-15937,-29363,26841,18410,-30631,-29792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12710,26943,17743,-32244,-2906,-20913,-16657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,-5881,-15937,-29363,26841,18410,-30631,-29792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12710,26943,17743,-32244,-2906,-20913,-16657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,-5881,-15937,-29363,26841,18410,-30631,-29792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12710,26943,17743,-32244,-2906,-20913,-16657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,-23562,-17586,26604,-6453,-23017,-5524,16556,17020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8334,15009,24936,-23022,13895,-9384,-18021,-16657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,-23562,-17586,26604,-6453,-23017,-5524,16556,17020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8334,15009,24936,-23022,13895,-9384,-18021,-16657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,-23562,-17586,26604,-6453,-23017,-5524,16556,17020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8334,15009,24936,-23022,13895,-9384,-18021,-16657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,-12471,4238,-14737,-23897,9911,15854,6938,-8894,-27013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012,-32405,-10296,-7672,-9454,22948,-32157,-31833,-16657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,-12471,4238,-14737,-23897,9911,15854,6938,-8894,-27013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012,-32405,-10296,-7672,-9454,22948,-32157,-31833,-16657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0,-12471,4238,-14737,-23897,9911,15854,6938,-8894,-27013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012,-32405,-10296,-7672,-9454,22948,-32157,-31833,-16657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0,-8897,-30125,-19991,25846,15004,23268,-16772,10613,-28897,-23544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30338,-9049,-18195,7966,-24803,4851,-18463,-6244,-23262,-16657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0,-8897,-30125,-19991,25846,15004,23268,-16772,10613,-28897,-23544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30338,-9049,-18195,7966,-24803,4851,-18463,-6244,-23262,-16657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,-8897,-30125,-19991,25846,15004,23268,-16772,10613,-28897,-23544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30338,-9049,-18195,7966,-24803,4851,-18463,-6244,-23262,-16657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0,14085,-11024,10973,-8505,3669,3954,26054,-13357,14999,-11731,11524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12217,32427,27452,-18032,31186,2054,-10850,-23537,24368,20789,-16657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0,14085,-11024,10973,-8505,3669,3954,26054,-13357,14999,-11731,11524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12217,32427,27452,-18032,31186,2054,-10850,-23537,24368,20789,-16657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0,14085,-11024,10973,-8505,3669,3954,26054,-13357,14999,-11731,11524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12217,32427,27452,-18032,31186,2054,-10850,-23537,24368,20789,-16657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,-16722,13793,-8180,28825,-22948,-14797,816,29245,-11730,-23235,12797,30570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29247,-2482,9831,9873,-16880,-13809,5172,-15435,-16080,-16928,6698,-16657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0,-16722,13793,-8180,28825,-22948,-14797,816,29245,-11730,-23235,12797,30570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29247,-2482,9831,9873,-16880,-13809,5172,-15435,-16080,-16928,6698,-16657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0,-16722,13793,-8180,28825,-22948,-14797,816,29245,-11730,-23235,12797,30570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29247,-2482,9831,9873,-16880,-13809,5172,-15435,-16080,-16928,6698,-16657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0,-27165,32127,3783,-22467,5832,-16521,23019,1665,11072,-8592,22148,23416,20844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17830,24398,582,32662,-4244,-30067,-11810,-4793,-15042,9135,18674,-31261,-16657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0,-27165,32127,3783,-22467,5832,-16521,23019,1665,11072,-8592,22148,23416,20844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17830,24398,582,32662,-4244,-30067,-11810,-4793,-15042,9135,18674,-31261,-16657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,0,-27165,32127,3783,-22467,5832,-16521,23019,1665,11072,-8592,22148,23416,20844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17830,24398,582,32662,-4244,-30067,-11810,-4793,-15042,9135,18674,-31261,-16657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,1883,6750,31969,-21519,16524,3161,21463,-18336,-20541,23666,19990,-766,-28130,26124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16643,-10529,17635,8336,30361,-18616,5432,-22226,4353,27041,4633,10405,-15779,-16657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0,1883,6750,31969,-21519,16524,3161,21463,-18336,-20541,23666,19990,-766,-28130,26124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16643,-10529,17635,8336,30361,-18616,5432,-22226,4353,27041,4633,10405,-15779,-16657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0,1883,6750,31969,-21519,16524,3161,21463,-18336,-20541,23666,19990,-766,-28130,26124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16643,-10529,17635,8336,30361,-18616,5432,-22226,4353,27041,4633,10405,-15779,-16657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0,25374,25407,-4926,29882,5216,12417,30834,3551,20486,21313,13252,26210,31285,-4325,16002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20832,-15565,-3953,-28007,23616,-24434,14686,31240,-3134,-19420,9895,21854,24266,-1679,-16657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0,25374,25407,-4926,29882,5216,12417,30834,3551,20486,21313,13252,26210,31285,-4325,16002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20832,-15565,-3953,-28007,23616,-24434,14686,31240,-3134,-19420,9895,21854,24266,-1679,-16657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0,25374,25407,-4926,29882,5216,12417,30834,3551,20486,21313,13252,26210,31285,-4325,16002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20832,-15565,-3953,-28007,23616,-24434,14686,31240,-3134,-19420,9895,21854,24266,-1679,-16657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0,-25268,-30821,14593,10717,13494,5230,-2704,-17629,-31749,24730,28213,385,-5068,-5709,12712,14866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13048,-21820,-7278,-31393,9694,-7234,20392,30429,-4782,-26101,25423,-29795,20024,-11157,-10634,-16657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0,-25268,-30821,14593,10717,13494,5230,-2704,-17629,-31749,24730,28213,385,-5068,-5709,12712,14866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13048,-21820,-7278,-31393,9694,-7234,20392,30429,-4782,-26101,25423,-29795,20024,-11157,-10634,-16657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0,-25268,-30821,14593,10717,13494,5230,-2704,-17629,-31749,24730,28213,385,-5068,-5709,12712,14866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13048,-21820,-7278,-31393,9694,-7234,20392,30429,-4782,-26101,25423,-29795,20024,-11157,-10634,-16657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0,18307,-18305,27520,7580,12447,15024,-144,-19517,-26701,-28127,-2051,18148,10928,-1162,20621,20652,-22879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7226,16075,-18102,20213,28848,-23368,17099,-30793,11534,-29127,18296,1094,13849,26922,-542,11621,-16657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0,18307,-18305,27520,7580,12447,15024,-144,-19517,-26701,-28127,-2051,18148,10928,-1162,20621,20652,-22879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7226,16075,-18102,20213,28848,-23368,17099,-30793,11534,-29127,18296,1094,13849,26922,-542,11621,-16657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,0,18307,-18305,27520,7580,12447,15024,-144,-19517,-26701,-28127,-2051,18148,10928,-1162,20621,20652,-22879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7226,16075,-18102,20213,28848,-23368,17099,-30793,11534,-29127,18296,1094,13849,26922,-542,11621,-16657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0,-19598,17094,-20569,606,18059,11857,8912,17073,26064,24033,-31543,5216,-25937,-32222,-21853,-26059,23017,15163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4320,9717,11077,2546,27510,23357,24729,11375,-7101,-14501,-30734,32240,4577,10216,-17625,5459,21806,-16657,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,0,-19598,17094,-20569,606,18059,11857,8912,17073,26064,24033,-31543,5216,-25937,-32222,-21853,-26059,23017,15163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4320,9717,11077,2546,27510,23357,24729,11375,-7101,-14501,-30734,32240,4577,10216,-17625,5459,21806,-16657,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,0,-19598,17094,-20569,606,18059,11857,8912,17073,26064,24033,-31543,5216,-25937,-32222,-21853,-26059,23017,15163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4320,9717,11077,2546,27510,23357,24729,11375,-7101,-14501,-30734,32240,4577,10216,-17625,5459,21806,-16657,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0,-809,-2531,-6216,4499,-16754,29178,-25774,18006,21697,7828,-11658,-16487,-25457,6962,-206,9860,27554,-21087,-14303,0,0,0,0,0,0,0,0,0,0,0,0,0,-5765,27234,-21505,-2738,-6723,28566,16439,-22518,9968,-22831,25072,3647,16310,5978,4101,-13036,-14416,-30854,-16657,0,0,0,0,0,0,0,0,0,0,0,0,0
61,0,-809,-2531,-6216,4499,-16754,29178,-25774,18006,21697,7828,-11658,-16487,-25457,6962,-206,9860,27554,-21087,-14303,0,0,0,0,0,0,0,0,0,0,0,0,0,-5765,27234,-21505,-2738,-6723,28566,16439,-22518,9968,-22831,25072,3647,16310,5978,4101,-13036,-14416,-30854,-16657,0,0,0,0,0,0,0,0,0,0,0,0,0
62,0,-809,-2531,-6216,4499,-16754,29178,-25774,18006,21697,7828,-11658,-16487,-25457,6962,-206,9860,27554,-21087,-14303,0,0,0,0,0,0,0,0,0,0,0,0,0,-5765,27234,-21505,-2738,-6723,28566,16439,-22518,9968,-22831,25072,3647,16310,5978,4101,-13036,-14416,-30854,-16657,0,0,0,0,0,0,0,0,0,0,0,0,0
63,0,-28081,18272,11966,-19240,-18134,18627,9457,4205,-4516,622,-24086,275,-9408,-19470,6974,20656,-2121,13676,12879,5488,0,0,0,0,0,0,0,0,0,0,0,0,4883,19293,4475,17335,-21424,17531,14268,-22820,-1404,27152,3157,13321,3269,-9980,28454,-3956,-7372,-10801,30301,-16657,0,0,0,0,0,0,0,0,0,0,0,0
64,0,-28081,18272,11966,-19240,-18134,18627,9457,4205,-4516,622,-24086,275,-9408,-19470,6974,20656,-2121,13676,12879,5488,0,0,0,0,0,0,0,0,0,0,0,0,4883,19293,4475,17335,-21424,17531,14268,-22820,-1404,27152,3157,13321,3269,-9980,28454,-3956,-7372,-10801,30301,-16657,0,0,0,0,0,0,0,0,0,0,0,0
65,0,-28081,18272,11966,-19240,-18134,18627,9457,4205,-4516,622,-24086,275,-9408,-19470,6974,20656,-2121,13676,12879,5488,0,0,0,0,0,0,0,0,0,0,0,0,4883,19293,4475,17335,-21424,17531,14268,-22820,-1404,27152,3157,13321,3269,-9980,28454,-3956,-7372,-10801,30301,-16657,0,0,0,0,0,0,0,0,0,0,0,0
66,0,4107,6861,16126,-20138,24849,-25637,576,25203,-31072,-1726,5989,-22662,28324,11390,-32523,27277,-10995,-18943,-29930,17,-30972,0,0,0,0,0,0,0,0,0,0,0,22395,-29646,26582,-29001,-10285,-17622,6120,-4900,-257,-20689,31963,-12384,-14900,16465,21217,14953,32452,11539,9828,20205,-16657,0,0,0,0,0,0,0,0,0,0,0
67,0,4107,6861,16126,-20138,24849,-25637,576,25203,-31072,-1726,5989,-22662,28324,11390,-32523,27277,-10995,-18943,-29930,17,-30972,0,0,0,0,0,0,0,0,0,0,0,22395,-29646,26582,-29001,-10285,-17622,6120,-4900,-257,-20689,31963,-12384,-14900,16465,21217,14953,32452,11539,9828,20205,-16657,0,0,0,0,0,0,0,0,0,0,0
68,0,4107,6861,16126,-20138,24849,-25637,576,25203,-31072,-1726,5989,-22662,28324,11390,-32523,27277,-10995,-18943,-29930,17,-30972,0,0,0,0,0,0,0,0,0,0,0,22395,-29646,26582,-29001,-10285,-17622,6120,-4900,-257,-20689,31963,-12384,-14900,16465,21217,14953,32452,11539,9828,20205,-16657,0,0,0,0,0,0,0,0,0,0,0
69,0,11824,5031,-22212,10712,15540,-18769,14343,-19245,26481,7444,-17416,-1404,6871,-12251,12881,11246,-30833,-26513,32287,-2903,14985,-30781,0,0,0,0,0,0,0,0,0,0,2982,-11439,21524,27577,21182,-29482,30833,4996,-16178,-15898,-9456,-15,-31749,-5457,12017,21397,-13634,20829,31266,1505,-7666,-16657,0,0,0,0,0,0,0,0,0,0
70,0,11824,5031,-22212,10712,15540,-18769,14343,-19245,26481,7444,-17416,-1404,6871,-12251,12881,11246,-30833,-26513,32287,-2903,14985,-30781,0,0,0,0,0,0,0,0,0,0,2982,-11439,21524,27577,21182,-29482,30833,4996,-16178,-15898,-9456,-15,-31749,-5457,12017,21397,-13634,20829,31266,1505,-7666,-16657,0,0,0,0,0,0,0,0,0,0
71,0,11824,5031,-22212,10712,15540,-18769,14343,-19245,26481,7444,-17416,-1404,6871,-12251,12881,11246,-30833,-26513,32287,-2903,14985,-30781,0,0,0,0,0,0,0,0,0,0,2982,-11439,21524,27577,21182,-29482,30833,4996,-16178,-15898,-9456,-15,-31749,-5457,12017,21397,-13634,20829,31266,1505,-7666,-16657,0,0,0,0,0,0,0,0,0,0
72,0,23585,-8165,4735,-6651,26160,-26038,22385,20244,3801,-7484,12566,4526,-4158,-29779,3358,-28157,19698,-20238,9367,11907,9860,14169,-31335,0,0,0,0,0,0,0,0,0,-337,-25080,21854,-15924,17436,-21675,-12560,-2507,27557,-16913,32533,-22157,-30654,-2815,21290,31467,13840,-7046,17184,7089,29832,19559,-16657,0,0,0,0,0,0,0,0,0
73,0,23585,-8165,4735,-6651,26160,-26038,22385,20244,3801,-7484,12566,4526,-4158,-29779,3358,-28157,19698,-20238,9367,11907,9860,14169,-31335,0,0,0,0,0,0,0,0,0,-337,-25080,21854,-15924,17436,-21675,-12560,-2507,27557,-16913,32533,-22157,-30654,-2815,21290,31467,13840,-7046,17184,7089,29832,19559,-16657,0,0,0,0,0,0,0,0,0
74,0,23585,-8165,4735,-6651,26160,-26038,22385,20244,3801,-7484,12566,4526,-4158,-29779,3358,-28157,19698,-20238,9367,11907,9860,14169,-31335,0,0,0,0,0,0,0,0,0,-337,-25080,21854,-15924,17436,-21675,-12560,-2507,27557,-16913,32533,-22157,-30654,-2815,21290,31467,13840,-7046,17184,7089,29832,19559,-16657,0,0,0,0,0,0,0,0,0
75,0,10835,-27552,20909,20330,29832,11940,-9890,736,-13405,-20911,-12996,-30523,-16916,-14172,20179,-32224,9450,16526,29591,-15153,23515,26950,-20476,2555,0,0,0,0,0,0,0,0,19626,19631,-32246,9105,12976,26968,-22034,-21180,-3559,20017,28568,-3942,24503,-10899,-24294,-20809,-14240,22870,-3519,-16787,-22569,18006,-6004,-16657,0,0,0,0,0,0,0,0
76,0,10835,-27552,20909,20330,29832,11940,-9890,736,-13405,-20911,-12996,-30523,-16916,-14172,20179,-32224,9450,16526,29591,-15153,23515,26950,-20476,2555,0,0,0,0,0,0,0,0,19626,19631,-32246,9105,12976,26968,-22034,-21180,-3559,20017,28568,-3942,24503,-10899,-24294,-20809,-14240,22870,-3519,-16787,-22569,18006,-6004,-16657,0,0,0,0,0,0,0,0
77,0,10835,-27552,20909,20330,29832,11940,-9890,736,-13405,-20911,-12996,-30523,-16916,-14172,20179,-32224,9450,16526,29591,-15153,23515,26950,-20476,2555,0,0,0,0,0,0,0,0,19626,19631,-32246,9105,12976,26968,-22034,-21180,-3559,20017,28568,-3942,24503,-10899,-24294,-20809,-14240,22870,-3519,-16787,-22569,18006,-6004,-16657,0,0,0,0,0,0,0,0
78,0,28374,19805,10970,-28304,-21531,-23731,4761,19303,-27287,-31748,7955,-11448,-15729,15113,-11523,-21320,17903,-13253,11732,1030,31725,-27450,-31346,7265,-27687,0,0,0,0,0,0,0,24556,-20036,32699,25641,4886,24560,-24639,-16851,-79,24664,27631,-10956,-28883,-13455,23825,-17137,-12529,11233,20536,-23928,-4442,-8584,27006,14981,-16657,0,0,0,0,0,0,0
79,0,28374,19805,10970,-28304,-21531,-23731,4761,19303,-27287,-31748,7955,-11448,-15729,15113,-11523,-21320,17903,-13253,11732,1030,31725,-27450,-31346,7265,-27687,0,0,0,0,0,0,0,24556,-20036,32699,25641,4886,24560,-24639,-16851,-79,24664,27631,-10956,-28883,-13455,23825,-17137,-12529,11233,20536,-23928,-4442,-8584,27006,14981,-16657,0,0,0,0,0,0,0
80,0,28374,19805,10970,-28304,-21531,-23731,4761,19303,-27287,-31748,7955,-11448,-15729,15113,-11523,-21320,17903,-13253,11732,1030,31725,-27450,-31346,7265,-27687,0,0,0,0,0,0,0,24556,-20036,32699,25641,4886,24560,-24639,-16851,-79,24664,27631,-10956,-28883,-13455,23825,-17137,-12529,11233,20536,-23928,-4442,-8584,27006,14981,-16657,0,0,0,0,0,0,0
