idx,word_addr,lane,value
149,9,5,-19630
150,9,6,-2693
151,9,7,-25544
152,9,8,919
153,9,9,-10967
154,9,10,-2047
155,9,11,-1203
156,9,12,-9909
157,9,13,11762
158,9,14,4289
159,9,15,29558
160,10,0,-23059
161,10,1,21717
162,10,2,-11831
163,10,3,24081
164,10,4,-3231
165,10,5,12929
166,10,6,17810
167,10,7,13477
168,10,8,-8567
169,10,9,11859
170,10,10,-13732
171,10,11,-26132
172,10,12,-1715
173,10,13,24664
174,10,14,-17376
175,10,15,17512
176,11,0,20000
177,11,1,3686
178,11,2,16610
179,11,3,-25835
180,11,4,20880
181,11,5,-4419
182,11,6,-3446
183,11,7,-26586
184,11,8,15667
185,11,9,-19776
186,11,10,-1754
187,11,11,7393
188,11,12,32515
189,11,13,-26230
190,11,14,27146
191,11,15,-534
192,12,0,18332
193,12,1,19219
194,12,2,2067
195,12,3,-2194
196,12,4,25706
197,12,5,11529
198,12,6,-17020
199,12,7,10153
200,12,8,-8062
201,12,9,9878
202,12,10,-31305
203,12,11,-29356
204,12,12,-2677
205,12,13,1645
206,12,14,-16458
207,12,15,-18761
208,13,0,-28870
209,13,1,1884
210,13,2,-7229
211,13,3,30644
212,13,4,-13094
213,13,5,22944
214,13,6,27430
215,13,7,3851
216,13,8,-3858
217,13,9,25044
218,13,10,20661
219,13,11,-5949
220,13,12,-5441
221,13,13,9218
222,13,14,22826
223,13,15,21964
224,14,0,-31271
225,14,1,19987
226,14,2,-21484
227,14,3,-13844
228,14,4,-27643
229,14,5,30537
230,14,6,-25337
231,14,7,30300
232,14,8,10790
233,14,9,23743
234,14,10,-1434
235,14,11,1909
236,14,12,-16734
237,14,13,-21477
238,14,14,-933
239,14,15,-2061
240,15,0,-12579
241,15,1,-29614
242,15,2,22873
243,15,3,-1430
244,15,4,10213
245,15,5,4913
246,15,6,-24384
247,15,7,-1392
248,15,8,9518
249,15,9,26360
250,15,10,11861
251,15,11,-2023
252,15,12,11493
253,15,13,370
254,15,14,-22049
255,15,15,29062
256,16,0,26480
257,16,1,-31206
258,16,2,-27789
259,16,3,31101
260,16,4,23273
261,16,5,-32734
262,16,6,11107
263,16,7,20231
264,16,8,5346
265,16,9,15637
266,16,10,18032
267,16,11,26842
268,16,12,15925
269,16,13,31210
270,16,14,-26595
271,16,15,11293
272,17,0,-22848
273,17,1,-1736
274,17,2,31541
275,17,3,-25843
276,17,4,17792
277,17,5,-28700
278,17,6,28243
279,17,7,5414
280,17,8,3611
281,17,9,25793
282,17,10,3372
283,17,11,-9862
284,17,12,-18142
285,17,13,-12371
286,17,14,-24880
287,17,15,25928
288,18,0,18325
289,18,1,19755
290,18,2,-17687
291,18,3,-3123
292,18,4,-15660
293,18,5,21668
294,18,6,-31551
295,18,7,10584
296,18,8,24621
297,18,9,15224
298,18,10,2778
299,18,11,26537
300,18,12,-16297
301,18,13,-23099
302,18,14,-25652
303,18,15,9318
304,19,0,-3918
305,19,1,20287
306,19,2,12289
307,19,3,1750
308,19,4,25501
309,19,5,17072
310,19,6,-9230
311,19,7,14503
312,19,8,3701
313,19,9,24223
314,19,10,-18015
315,19,11,25270
316,19,12,22873
317,19,13,25785
318,19,14,5510
319,19,15,30963
320,20,0,-16190
321,20,1,-14857
322,20,2,-11050
323,20,3,-29012
324,20,4,-3881
325,20,5,-25447
326,20,6,26721
327,20,7,-29606
328,20,8,-8062
329,20,9,32073
330,20,10,-2457
331,20,11,191
332,20,12,28634
333,20,13,-16061
334,20,14,-28466
335,20,15,24606
336,21,0,-26688
337,21,1,-4674
338,21,2,16378
339,21,3,-9368
340,21,4,-27016
341,21,5,16686
342,21,6,-11760
343,21,7,-27752
344,21,8,-399
345,21,9,-7918
346,21,10,-30580
347,21,11,-30699
348,21,12,-17700
349,21,13,12555
350,21,14,32382
351,21,15,-18108
352,22,0,-16610
353,22,1,10265
354,22,2,14864
355,22,3,-31904
356,22,4,13236
357,22,5,635
358,22,6,-27123
359,22,7,-4035
360,22,8,29547
361,22,9,-9639
362,22,10,-24395
363,22,11,8448
364,22,12,-19200
365,22,13,29685
366,22,14,16203
367,22,15,-17033
368,23,0,30899
369,23,1,-29297
370,23,2,10401
371,23,3,-3350
372,23,4,25648
373,23,5,11879
374,23,6,23900
375,23,7,-20923
376,23,8,28239
377,23,9,-5500
378,23,10,-16118
379,23,11,-5793
380,23,12,25747
381,23,13,-29015
382,23,14,-18989
383,23,15,6302
384,24,0,-3954
385,24,1,31023
386,24,2,18559
387,24,3,9520
388,24,4,15987
389,24,5,12663
390,24,6,2177
391,24,7,-26326
392,24,8,-4381
393,24,9,10394
394,24,10,17064
395,24,11,20014
396,24,12,-31868
397,24,13,18755
398,24,14,27043
399,24,15,13178
400,25,0,25248
401,25,1,-7849
402,25,2,-5574
403,25,3,1413
404,25,4,25900
405,25,5,-3860
406,25,6,-18023
407,25,7,-8644
408,25,8,1963
409,25,9,2932
410,25,10,8126
411,25,11,-10516
412,25,12,-2543
413,25,13,5900
414,25,14,-10829
415,25,15,-14033
416,26,0,14029
417,26,1,-2038
418,26,2,30649
419,26,3,28062
420,26,4,20979
421,26,5,-1048
422,26,6,7339
423,26,7,-13355
424,26,8,21634
425,26,9,-7485
426,26,10,8509
427,26,11,-5632
428,26,12,-1194
429,26,13,24367
430,26,14,-2736
431,26,15,-19762
432,27,0,-12886
433,27,1,-16576
434,27,2,-27462
435,27,3,-12864
436,27,4,-3031
437,27,5,7393
438,27,6,-15151
439,27,7,-11630
440,27,8,-13539
441,27,9,23719
442,27,10,10048
443,27,11,-32001
444,27,12,19487
445,27,13,9495
446,27,14,-13630
447,27,15,24082
448,28,0,8673
449,28,1,-18964
450,28,2,7
451,28,3,12360
452,28,4,27400
453,28,5,-26275
454,28,6,8095
455,28,7,22804
456,28,8,-10538
457,28,9,-13683
458,28,10,21140
459,28,11,8652
460,28,12,-1687
461,28,13,14429
462,28,14,-24873
463,28,15,-31497
464,29,0,23142
465,29,1,23532
466,29,2,10768
467,29,3,-23856
468,29,4,-12883
469,29,5,11088
470,29,6,27628
471,29,7,23315
472,29,8,21891
473,29,9,5996
474,29,10,19876
475,29,11,15831
476,29,12,9146
477,29,13,23625
478,29,14,19237
479,29,15,15392
480,30,0,-24433
481,30,1,31547
482,30,2,-3937
483,30,3,30983
484,30,4,-26005
485,30,5,-12535
486,30,6,-9147
487,30,7,11647
488,30,8,-263
489,30,9,-1186
490,30,10,18925
491,30,11,-10961
492,30,12,20102
493,30,13,-30599
494,30,14,11165
495,30,15,-14967
496,31,0,12165
497,31,1,-2806
498,31,2,10600
499,31,3,-16820
500,31,4,-28643
501,31,5,-2159
502,31,6,-5063
503,31,7,-789
504,31,8,-23311
505,31,9,1789
506,31,10,-29298
507,31,11,-2217
508,31,12,-21222
509,31,13,9927
510,31,14,-7386
511,31,15,-24227
512,32,0,4518
513,32,1,18305
514,32,2,-19980
515,32,3,-4065
516,32,4,-7191
517,32,5,27190
518,32,6,25041
519,32,7,25843
520,32,8,-20996
521,32,9,13507
522,32,10,-24186
523,32,11,-6349
524,32,12,21260
525,32,13,17854
526,32,14,-4189
527,32,15,15754
528,33,0,28397
529,33,1,-18508
530,33,2,-11878
531,33,3,-3939
532,33,4,2571
533,33,5,-5446
534,33,6,6945
535,33,7,-16475
536,33,8,1703
537,33,9,20287
538,33,10,-21044
539,33,11,-31215
540,33,12,-27563
541,33,13,27027
542,33,14,-7275
543,33,15,30443
544,34,0,17921
545,34,1,18387
546,34,2,-12812
547,34,3,12490
548,34,4,-19256
549,34,5,-6714
550,34,6,13245
551,34,7,-4175
552,34,8,-12215
553,34,9,5579
554,34,10,23500
555,34,11,-31625
556,34,12,-18504
557,34,13,-31443
558,34,14,-2917
559,34,15,30677
560,35,0,9643
561,35,1,25261
562,35,2,1431
563,35,3,-25487
564,35,4,28565
565,35,5,20577
566,35,6,3599
567,35,7,-7737
568,35,8,28138
569,35,9,20684
570,35,10,-12190
571,35,11,27551
572,35,12,-26256
573,35,13,-7187
574,35,14,-26089
575,35,15,-8135
576,36,0,-30134
577,36,1,-15136
578,36,2,7682
579,36,3,-11666
580,36,4,10722
581,36,5,-10731
582,36,6,12358
583,36,7,-31808
584,36,8,-32435
585,36,9,-30479
586,36,10,8154
587,36,11,32164
588,36,12,13071
589,36,13,33
590,36,14,-8945
591,36,15,18595
592,37,0,-4843
593,37,1,-24565
594,37,2,6186
595,37,3,-17448
596,37,4,3140
597,37,5,-27199
598,37,6,11193
599,37,7,-16870
600,37,8,14304
601,37,9,-23081
602,37,10,11944
603,37,11,-12557
604,37,12,-18244
605,37,13,-32311
606,37,14,21166
607,37,15,25543
608,38,0,-12215
609,38,1,-11952
610,38,2,254
611,38,3,-28629
612,38,4,20669
613,38,5,-23887
614,38,6,22445
615,38,7,15126
616,38,8,9634
617,38,9,-32288
618,38,10,26025
619,38,11,1026
620,38,12,-22137
621,38,13,20792
622,38,14,25983
623,38,15,4160
624,39,0,-7613
625,39,1,22972
626,39,2,7303
627,39,3,28168
628,39,4,32643
629,39,5,4669
630,39,6,1032
631,39,7,-19198
632,39,8,25589
633,39,9,18207
634,39,10,-24524
635,39,11,18737
636,39,12,-27396
637,39,13,-17032
638,39,14,-21351
639,39,15,-30359
640,40,0,1514
641,40,1,24832
642,40,2,19273
643,40,3,-21300
644,40,4,3728
645,40,5,-18308
646,40,6,-9385
647,40,7,1381
648,40,8,-16800
649,40,9,-21537
650,40,10,-30217
651,40,11,-3144
652,40,12,-15299
653,40,13,9059
654,40,14,28878
655,40,15,32756
656,41,0,15391
657,41,1,-3911
658,41,2,2763
659,41,3,-21400
660,41,4,29694
661,41,5,-28354
662,41,6,23562
663,41,7,1931
664,41,8,-20690
665,41,9,-6816
666,41,10,4655
667,41,11,-3792
668,41,12,-5741
669,41,13,900
670,41,14,1624
671,41,15,27645
672,42,0,19526
673,42,1,27041
674,42,2,4020
675,42,3,18808
676,42,4,-32688
677,42,5,-1338
678,42,6,22316
679,42,7,17224
680,42,8,-8246
681,42,9,8667
682,42,10,5503
683,42,11,-21542
684,42,12,-7092
685,42,13,17116
686,42,14,14957
687,42,15,25388
688,43,0,22757
689,43,1,-2223
690,43,2,-30955
691,43,3,-6747
692,43,4,25242
693,43,5,8134
694,43,6,-24906
695,43,7,30740
696,43,8,10808
697,43,9,-16542
698,43,10,-13513
699,43,11,-2165
700,43,12,30570
701,43,13,19533
702,43,14,30991
703,43,15,72
704,44,0,14381
705,44,1,17569
706,44,2,32766
707,44,3,15282
708,44,4,2396
709,44,5,25112
710,44,6,-15766
711,44,7,-18274
712,44,8,-10210
713,44,9,8197
714,44,10,-21
715,44,11,5528
716,44,12,22276
717,44,13,14230
718,44,14,7501
719,44,15,32199
720,45,0,16941
721,45,1,-32467
722,45,2,-3458
723,45,3,-18812
724,45,4,10115
725,45,5,-21466
726,45,6,-18196
727,45,7,-9564
728,45,8,-15231
729,45,9,-21452
730,45,10,9096
731,45,11,14469
732,45,12,-11926
733,45,13,7060
734,45,14,16095
735,45,15,20047
736,46,0,32021
737,46,1,31688
738,46,2,-24227
739,46,3,-5640
740,46,4,20756
741,46,5,23169
742,46,6,-9664
743,46,7,10847
744,46,8,20391
745,46,9,17646
746,46,10,17411
747,46,11,-21116
748,46,12,-21228
749,46,13,-31004
750,46,14,-5825
751,46,15,13103
752,47,0,14260
753,47,1,24172
754,47,2,-12149
755,47,3,-2014
756,47,4,-23476
757,47,5,28526
758,47,6,-26110
759,47,7,29885
760,47,8,-7907
761,47,9,-4087
762,47,10,-25252
763,47,11,-5057
764,47,12,5976
765,47,13,-532
766,47,14,19966
767,47,15,31849
768,48,0,-32075
769,48,1,3021
770,48,2,-20840
771,48,3,-31990
772,48,4,5632
773,48,5,-10668
774,48,6,31049
775,48,7,-5755
776,48,8,13192
777,48,9,-12728
778,48,10,-17179
779,48,11,14782
780,48,12,25362
781,48,13,18828
782,48,14,-3034
783,48,15,1467
784,49,0,6241
785,49,1,10301
786,49,2,-30038
787,49,3,-31021
788,49,4,-17403
789,49,5,-32649
790,49,6,27054
791,49,7,18578
792,49,8,-3797
793,49,9,-32552
794,49,10,15573
795,49,11,-30128
796,49,12,24767
797,49,13,-20535
798,49,14,4699
799,49,15,-17338
800,50,0,503
801,50,1,4673
802,50,2,-14298
803,50,3,8963
804,50,4,5984
805,50,5,24567
806,50,6,-27404
807,50,7,-1198
808,50,8,-4020
809,50,9,-12648
810,50,10,-32478
811,50,11,12050
812,50,12,30301
813,50,13,-24192
814,50,14,7100
815,50,15,-8295
816,51,0,-15630
817,51,1,-24633
818,51,2,-562
819,51,3,28091
820,51,4,32648
821,51,5,6275
822,51,6,7473
823,51,7,-3508
824,51,8,-23846
825,51,9,1580
826,51,10,15442
827,51,11,8739
828,51,12,18601
829,51,13,1578
830,51,14,-694
831,51,15,-32277
832,52,0,21487
833,52,1,-9817
834,52,2,-9679
835,52,3,1504
836,52,4,28067
837,52,5,2125
838,52,6,-17475
839,52,7,-18880
840,52,8,2797
841,52,9,-5665
842,52,10,-14132
843,52,11,-8464
844,52,12,6725
845,52,13,5272
846,52,14,26864
847,52,15,12947
848,53,0,25747
849,53,1,-30832
850,53,2,17602
851,53,3,-7320
852,53,4,-447
853,53,5,3764
854,53,6,4754
855,53,7,-12585
856,53,8,-15262
857,53,9,-18518
858,53,10,8649
859,53,11,14015
860,53,12,21762
861,53,13,-14828
862,53,14,28370
863,53,15,17576
864,54,0,-30192
865,54,1,4650
866,54,2,-5884
867,54,3,27740
868,54,4,-4218
869,54,5,17768
870,54,6,1003
871,54,7,-1109
872,54,8,-4408
873,54,9,8842
874,54,10,18721
875,54,11,24221
876,54,12,-8162
877,54,13,-24186
878,54,14,19036
879,54,15,-15540
880,55,0,-29961
881,55,1,24403
882,55,2,-2175
883,55,3,-24879
884,55,4,17018
885,55,5,-28598
886,55,6,27042
887,55,7,-1552
888,55,8,-1741
889,55,9,-31386
890,55,10,-22935
891,55,11,5263
892,55,12,-31076
893,55,13,28048
894,55,14,15570
895,55,15,19290
896,56,0,27961
897,56,1,-19495
898,56,2,-9534
899,56,3,27054
900,56,4,-8657
901,56,5,-26049
902,56,6,11858
903,56,7,14234
904,56,8,9202
905,56,9,-20994
906,56,10,-23851
907,56,11,-30976
908,56,12,-28550
909,56,13,-8798
910,56,14,-14951
911,56,15,30818
912,57,0,-2283
913,57,1,12783
914,57,2,16080
915,57,3,-8584
916,57,4,-19293
917,57,5,28031
918,57,6,-30456
919,57,7,-7313
920,57,8,27001
921,57,9,-18946
922,57,10,26038
923,57,11,27702
924,57,12,27358
925,57,13,-21568
926,57,14,-9943
927,57,15,-8667
928,58,0,-30591
929,58,1,-11555
930,58,2,13563
931,58,3,1205
932,58,4,10294
933,58,5,-12143
934,58,6,23093
935,58,7,-20957
936,58,8,-18904
937,58,9,15321
938,58,10,-28450
939,58,11,-12193
940,58,12,29465
941,58,13,-21731
942,58,14,-6099
943,58,15,-21634
944,59,0,21674
945,59,1,32488
946,59,2,-3531
947,59,3,6345
948,59,4,14799
949,59,5,-29386
950,59,6,-29994
951,59,7,31285
952,59,8,-18728
953,59,9,2007
954,59,10,-5466
955,59,11,3303
956,59,12,-59
957,59,13,-2434
958,59,14,-15356
959,59,15,23816
960,60,0,1377
961,60,1,29415
962,60,2,4760
963,60,3,-14944
964,60,4,3513
965,60,5,30116
966,60,6,25648
967,60,7,7756
968,60,8,18432
969,60,9,-229
970,60,10,24060
971,60,11,-20630
972,60,12,-31109
973,60,13,-24315
974,60,14,28442
975,60,15,29004
976,61,0,-18590
977,61,1,23625
978,61,2,-27233
979,61,3,-9046
980,61,4,4523
981,61,5,-31721
982,61,6,-2429
983,61,7,2547
984,61,8,-20282
985,61,9,4543
986,61,10,12178
987,61,11,-14976
988,61,12,17135
989,61,13,-21335
990,61,14,-9568
991,61,15,11321
992,62,0,17684
993,62,1,22099
994,62,2,2570
995,62,3,-9836
996,62,4,28760
997,62,5,22801
998,62,6,-12012
999,62,7,13877
1000,62,8,22485
1001,62,9,7848
1002,62,10,32619
1003,62,11,26908
1004,62,12,-15423
1005,62,13,-23890
1006,62,14,-20206
1007,62,15,-12887
1008,63,0,-16657
1009,63,1,-16657
1010,63,2,-16657
1011,63,3,-16657
1012,63,4,-16657
1013,63,5,-16657
1014,63,6,-16657
1015,63,7,-16657
1016,63,8,-16657
1017,63,9,-16657
1018,63,10,-16657
1019,63,11,-16657
1020,63,12,-16657
1021,63,13,-16657
1022,63,14,-16657
1023,63,15,-16657
