count,context,act0,act1,act2,act3,act4,act5,act6,act7,wei0,wei1,wei2,wei3,wei4,wei5,wei6,wei7,wei8,wei9,wei10,wei11,wei12,wei13,wei14,wei15
67,0,0.632812,0.512695,-1.43066,-0.587402,0.754883,1.67188,-1.64746,-0.278809,2.10938,-0.403564,1.26953,1.50977,0.0983276,-0.572754,-0.134521,-0.419434,0.639648,0.635254,-0.189087,0.84668,-0.945801,1.31738,-0.458008,0.37915
68,0,0.632812,0.512695,-1.43066,-0.587402,0.754883,1.67188,-1.64746,-0.278809,2.10938,-0.403564,1.26953,1.50977,0.0983276,-0.572754,-0.134521,-0.419434,0.639648,0.635254,-0.189087,0.84668,-0.945801,1.31738,-0.458008,0.37915
69,0,0.563965,0.754395,0.218872,-0.478516,-0.171143,0.192993,3.04297,-2.21875,0.00134754,-0.474854,0.882812,0.207764,0.0961914,1.49121,0.0379028,0.347168,-0.455811,0.756348,0.562012,-0.867676,-0.0491333,1.90039,0.958008,0.866699
70,0,0.563965,0.754395,0.218872,-0.478516,-0.171143,0.192993,3.04297,-2.21875,0.00134754,-0.474854,0.882812,0.207764,0.0961914,1.49121,0.0379028,0.347168,-0.455811,0.756348,0.562012,-0.867676,-0.0491333,1.90039,0.958008,0.866699
71,0,0.563965,0.754395,0.218872,-0.478516,-0.171143,0.192993,3.04297,-2.21875,0.00134754,-0.474854,0.882812,0.207764,0.0961914,1.49121,0.0379028,0.347168,-0.455811,0.756348,0.562012,-0.867676,-0.0491333,1.90039,0.958008,0.866699
72,0,0.198364,0.816406,1.17383,0.181274,0.539551,-0.900879,0.0221405,1.49219,1.93359,1.32422,2.08594,-0.128906,-0.137329,-1.1377,-0.51416,0.696289,0.226929,1.52441,-1.37207,-1.26855,1.13965,-0.666504,0.291748,0.73584
73,0,0.198364,0.816406,1.17383,0.181274,0.539551,-0.900879,0.0221405,1.49219,1.93359,1.32422,2.08594,-0.128906,-0.137329,-1.1377,-0.51416,0.696289,0.226929,1.52441,-1.37207,-1.26855,1.13965,-0.666504,0.291748,0.73584
74,0,0.198364,0.816406,1.17383,0.181274,0.539551,-0.900879,0.0221405,1.49219,1.93359,1.32422,2.08594,-0.128906,-0.137329,-1.1377,-0.51416,0.696289,0.226929,1.52441,-1.37207,-1.26855,1.13965,-0.666504,0.291748,0.73584
75,0,1.37598,-1.10254,2.31836,1.01074,2.47266,-0.307861,0.741699,0.63623,-0.718262,-0.852539,1.62012,0.515625,2.02734,-1.26562,-0.569824,-0.0634766,-0.169189,-0.00804901,0.887207,-0.00481796,-1.2959,1.52539,0.300049,-0.209106
76,0,1.37598,-1.10254,2.31836,1.01074,2.47266,-0.307861,0.741699,0.63623,-0.718262,-0.852539,1.62012,0.515625,2.02734,-1.26562,-0.569824,-0.0634766,-0.169189,-0.00804901,0.887207,-0.00481796,-1.2959,1.52539,0.300049,-0.209106
77,0,1.37598,-1.10254,2.31836,1.01074,2.47266,-0.307861,0.741699,0.63623,-0.718262,-0.852539,1.62012,0.515625,2.02734,-1.26562,-0.569824,-0.0634766,-0.169189,-0.00804901,0.887207,-0.00481796,-1.2959,1.52539,0.300049,-0.209106
78,0,0.980957,-1.13672,-0.501953,0.933594,0.710449,-0.972656,-1.69824,1.31055,-0.599121,0.692383,-0.999512,0.202637,-0.278076,-0.848633,0.22522,-0.875,-0.0249786,-0.469727,0.448486,-1.00391,-0.486572,0.574219,0.674805,0.881348
79,0,0.980957,-1.13672,-0.501953,0.933594,0.710449,-0.972656,-1.69824,1.31055,-0.599121,0.692383,-0.999512,0.202637,-0.278076,-0.848633,0.22522,-0.875,-0.0249786,-0.469727,0.448486,-1.00391,-0.486572,0.574219,0.674805,0.881348
80,0,0.980957,-1.13672,-0.501953,0.933594,0.710449,-0.972656,-1.69824,1.31055,-0.599121,0.692383,-0.999512,0.202637,-0.278076,-0.848633,0.22522,-0.875,-0.0249786,-0.469727,0.448486,-1.00391,-0.486572,0.574219,0.674805,0.881348
81,0,-0.325928,0.516602,-0.432861,-1.17969,1.38086,-0.904785,-0.18103,0.420898,-1.00781,-0.876953,0.25708,-0.273682,0.436035,-0.459717,1.71973,-0.0762939,-0.312988,-0.59375,-1.58496,0.691895,-1.34082,-1.05176,0.0584412,0.83252
82,0,-0.325928,0.516602,-0.432861,-1.17969,1.38086,-0.904785,-0.18103,0.420898,-1.00781,-0.876953,0.25708,-0.273682,0.436035,-0.459717,1.71973,-0.0762939,-0.312988,-0.59375,-1.58496,0.691895,-1.34082,-1.05176,0.0584412,0.83252
83,0,-0.325928,0.516602,-0.432861,-1.17969,1.38086,-0.904785,-0.18103,0.420898,-1.00781,-0.876953,0.25708,-0.273682,0.436035,-0.459717,1.71973,-0.0762939,-0.312988,-0.59375,-1.58496,0.691895,-1.34082,-1.05176,0.0584412,0.83252
84,0,0.0479431,0.108215,1.38281,0.197998,-0.44873,-1.0127,0.920898,-0.236694,0.214478,-2.45508,-0.280762,0.62207,-2.01953,1.18555,2.80664,1.33105,1.43652,0.544434,-0.178711,0.701172,1.64941,1.26855,1.38867,-1.11426
85,0,0.0479431,0.108215,1.38281,0.197998,-0.44873,-1.0127,0.920898,-0.236694,0.214478,-2.45508,-0.280762,0.62207,-2.01953,1.18555,2.80664,1.33105,1.43652,0.544434,-0.178711,0.701172,1.64941,1.26855,1.38867,-1.11426
86,0,0.0479431,0.108215,1.38281,0.197998,-0.44873,-1.0127,0.920898,-0.236694,0.214478,-2.45508,-0.280762,0.62207,-2.01953,1.18555,2.80664,1.33105,1.43652,0.544434,-0.178711,0.701172,1.64941,1.26855,1.38867,-1.11426
87,0,-0.823242,-2.0332,-0.130493,0.970215,-1.3623,-0.623047,0.521973,-1.60352,-1.91992,0.618652,-0.671387,-1.52539,-1.08984,-0.516113,-0.141724,0.235962,-0.0880127,0.0714722,-0.112,0.494629,0.15625,-1.47754,-0.978027,-1.71191
88,0,-0.823242,-2.0332,-0.130493,0.970215,-1.3623,-0.623047,0.521973,-1.60352,-1.91992,0.618652,-0.671387,-1.52539,-1.08984,-0.516113,-0.141724,0.235962,-0.0880127,0.0714722,-0.112,0.494629,0.15625,-1.47754,-0.978027,-1.71191
89,0,-0.823242,-2.0332,-0.130493,0.970215,-1.3623,-0.623047,0.521973,-1.60352,-1.91992,0.618652,-0.671387,-1.52539,-1.08984,-0.516113,-0.141724,0.235962,-0.0880127,0.0714722,-0.112,0.494629,0.15625,-1.47754,-0.978027,-1.71191
90,0,-1.41113,1.21582,-0.194458,-0.0540466,-1.60352,0.971191,0.208862,-1.91895,1.37402,0.19751,-0.493408,0.184326,-0.850586,1.79297,1.5127,-0.833984,2.20703,-1.0957,-0.0482178,1.08594,0.10675,-0.30542,-1.69922,0.990234
91,0,-1.41113,1.21582,-0.194458,-0.0540466,-1.60352,0.971191,0.208862,-1.91895,1.37402,0.19751,-0.493408,0.184326,-0.850586,1.79297,1.5127,-0.833984,2.20703,-1.0957,-0.0482178,1.08594,0.10675,-0.30542,-1.69922,0.990234
92,0,-1.41113,1.21582,-0.194458,-0.0540466,-1.60352,0.971191,0.208862,-1.91895,1.37402,0.19751,-0.493408,0.184326,-0.850586,1.79297,1.5127,-0.833984,2.20703,-1.0957,-0.0482178,1.08594,0.10675,-0.30542,-1.69922,0.990234
93,0,0.81543,2.2793,0.676758,0.449707,0.459961,0.143677,0.401123,1.2627,1.70703,-2.38086,0.214722,-1.46875,0.67041,-1.08691,1.33008,-0.119019,-0.407227,-1.61426,1.58203,1.7793,-0.172607,0.065979,-0.268311,0.395508
94,0,0.81543,2.2793,0.676758,0.449707,0.459961,0.143677,0.401123,1.2627,1.70703,-2.38086,0.214722,-1.46875,0.67041,-1.08691,1.33008,-0.119019,-0.407227,-1.61426,1.58203,1.7793,-0.172607,0.065979,-0.268311,0.395508
95,0,0.81543,2.2793,0.676758,0.449707,0.459961,0.143677,0.401123,1.2627,1.70703,-2.38086,0.214722,-1.46875,0.67041,-1.08691,1.33008,-0.119019,-0.407227,-1.61426,1.58203,1.7793,-0.172607,0.065979,-0.268311,0.395508
96,0,-0.481689,1.08496,1.61719,-0.11084,-0.211792,0.175049,-0.843262,-0.0722656,2.44922,0.489258,-0.346924,0.711426,2.63477,-0.183228,1.65918,-0.587402,-0.490723,0.57373,0.540039,1.22949,1.32129,0.635254,0.510742,0.199829
97,0,-0.481689,1.08496,1.61719,-0.11084,-0.211792,0.175049,-0.843262,-0.0722656,2.44922,0.489258,-0.346924,0.711426,2.63477,-0.183228,1.65918,-0.587402,-0.490723,0.57373,0.540039,1.22949,1.32129,0.635254,0.510742,0.199829
98,0,-0.481689,1.08496,1.61719,-0.11084,-0.211792,0.175049,-0.843262,-0.0722656,2.44922,0.489258,-0.346924,0.711426,2.63477,-0.183228,1.65918,-0.587402,-0.490723,0.57373,0.540039,1.22949,1.32129,0.635254,0.510742,0.199829
99,0,-1.37109,0.455811,-1.41309,-1.04492,-0.181519,0.0220642,1.2041,0.275146,0.0852661,-0.229248,1.29395,0.69043,1.88574,-1.70117,-1.97656,-2.28516,0.464844,-1.08203,-0.461182,-1.04395,1.93945,-1.13281,0.777344,-1.38379
100,0,-1.37109,0.455811,-1.41309,-1.04492,-0.181519,0.0220642,1.2041,0.275146,0.0852661,-0.229248,1.29395,0.69043,1.88574,-1.70117,-1.97656,-2.28516,0.464844,-1.08203,-0.461182,-1.04395,1.93945,-1.13281,0.777344,-1.38379
101,0,-1.37109,0.455811,-1.41309,-1.04492,-0.181519,0.0220642,1.2041,0.275146,0.0852661,-0.229248,1.29395,0.69043,1.88574,-1.70117,-1.97656,-2.28516,0.464844,-1.08203,-0.461182,-1.04395,1.93945,-1.13281,0.777344,-1.38379
102,0,1.72852,3.17188,-0.803711,-0.195801,-1.4248,1.31055,-0.133545,2.22266,0.204834,0.722656,-1.15625,0.202271,-0.630859,0.311768,0.104797,2.15625,-0.230713,-0.441162,0.683594,0.179077,-0.253906,0.663574,1.51074,0.974609
103,0,1.72852,3.17188,-0.803711,-0.195801,-1.4248,1.31055,-0.133545,2.22266,0.204834,0.722656,-1.15625,0.202271,-0.630859,0.311768,0.104797,2.15625,-0.230713,-0.441162,0.683594,0.179077,-0.253906,0.663574,1.51074,0.974609
104,0,1.72852,3.17188,-0.803711,-0.195801,-1.4248,1.31055,-0.133545,2.22266,0.204834,0.722656,-1.15625,0.202271,-0.630859,0.311768,0.104797,2.15625,-0.230713,-0.441162,0.683594,0.179077,-0.253906,0.663574,1.51074,0.974609
105,0,-1.71289,1.72363,1.50391,2.20312,0.247925,-1.15039,1.03223,1.54395,1.42871,2.50391,0.550781,-1.03516,-1.20605,-1.02148,1.81738,-0.254395,-0.162598,-0.141602,-0.0484924,-0.364502,-0.709473,0.285889,1.03125,-0.0674438
106,0,-1.71289,1.72363,1.50391,2.20312,0.247925,-1.15039,1.03223,1.54395,1.42871,2.50391,0.550781,-1.03516,-1.20605,-1.02148,1.81738,-0.254395,-0.162598,-0.141602,-0.0484924,-0.364502,-0.709473,0.285889,1.03125,-0.0674438
107,0,-1.71289,1.72363,1.50391,2.20312,0.247925,-1.15039,1.03223,1.54395,1.42871,2.50391,0.550781,-1.03516,-1.20605,-1.02148,1.81738,-0.254395,-0.162598,-0.141602,-0.0484924,-0.364502,-0.709473,0.285889,1.03125,-0.0674438
108,0,1.15723,-0.502441,1.61523,-1.02051,-0.442871,0.825195,-1.05469,1.94238,-0.437012,0.475586,-0.60498,-1.87012,0.32666,-2.58594,0.962891,0.692871,-1,-1.26367,0.703613,-1.1709,0.675293,0.541504,-0.230225,-2.41211
109,0,1.15723,-0.502441,1.61523,-1.02051,-0.442871,0.825195,-1.05469,1.94238,-0.437012,0.475586,-0.60498,-1.87012,0.32666,-2.58594,0.962891,0.692871,-1,-1.26367,0.703613,-1.1709,0.675293,0.541504,-0.230225,-2.41211
110,0,1.15723,-0.502441,1.61523,-1.02051,-0.442871,0.825195,-1.05469,1.94238,-0.437012,0.475586,-0.60498,-1.87012,0.32666,-2.58594,0.962891,0.692871,-1,-1.26367,0.703613,-1.1709,0.675293,0.541504,-0.230225,-2.41211
111,0,0.389404,-0.663086,-0.755859,-0.0136261,0.997559,0.413818,-0.514648,-0.384033,0.0567322,-0.821289,1.76953,0.257324,0.118591,0.705078,-1.02148,-0.510742,0.716797,-0.14978,0.306396,-0.793457,-1.05371,0.955078,1.54004,0.102051
112,0,0.389404,-0.663086,-0.755859,-0.0136261,0.997559,0.413818,-0.514648,-0.384033,0.0567322,-0.821289,1.76953,0.257324,0.118591,0.705078,-1.02148,-0.510742,0.716797,-0.14978,0.306396,-0.793457,-1.05371,0.955078,1.54004,0.102051
113,0,0.389404,-0.663086,-0.755859,-0.0136261,0.997559,0.413818,-0.514648,-0.384033,0.0567322,-0.821289,1.76953,0.257324,0.118591,0.705078,-1.02148,-0.510742,0.716797,-0.14978,0.306396,-0.793457,-1.05371,0.955078,1.54004,0.102051
114,0,-0.333984,-1.49902,1.03516,-1.81348,0.0367737,1.01855,-0.952637,0.118713,-0.390625,-1.35742,0.882324,0.928223,1.37988,0.240234,-1.21387,0.00317764,-0.585938,-0.170654,0.220947,0.308838,0.0150986,-0.0662231,-1.44922,0.615723
