write_count,context,addr,shift_cnt,lane0,lane1,lane2,lane3,lane4,lane5,lane6,lane7,lane8,lane9,lane10,lane11,lane12,lane13,lane14,lane15,lane16,lane17,lane18,lane19,lane20,lane21,lane22,lane23,lane24,lane25,lane26,lane27,lane28,lane29,lane30,lane31
10,0,5,5,-2119907595,-1402302903,405616025,-1717612566,5557786,1491724641,244084737,-390666237,-1665433885,614364305,804855342,-1322929906,1621844731,1589420897,-1142673979,384986171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1761499253,311788135,-464608777,-762550463,73071795,512257239,653250550,70136093,-1817281031,1490551124,-96886004,762403280,-1634091781,-1405596391,-1361565903,-212927462
12,0,6,6,2111080381,902414597,394269776,149273471,1313411183,-1531055631,1906511799,-1432464443,-247375575,-1907804477,871753558,857944584,-630617248,-953412690,-73104431,209179362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-68175700,1437950767,-1236980083,351332937,1735426881,-1038831839,-329931614,-868963803,-608269447,710825896,-1779144729,-1743451722,1824787969,1920780114,-182017367,-612494211
14,0,7,7,-893848497,2000502313,-1728578759,-1016394200,544612444,1072994711,979747748,376864498,-730422466,1987687211,2099039437,1026144440,-1177479044,1415850921,152782567,-597179229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1829105154,788995831,2091122740,-1185909669,-46046045,-548079432,1598274901,1458105389,-2114294411,-1357594064,-1212214091,1308768680,354143388,-633893569,-1326006881,1322373367
16,0,8,8,1026611382,1423543145,-649825698,344634725,-1312478918,-184017185,-1100419020,-1152697501,-2147201357,-132943534,642043264,1980607396,78594405,984144324,-837969100,1421643647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-998168674,-819265710,-1966095369,-2006963638,-994181933,-56204226,-753017134,-411506380,-852666855,246420958,907740034,1071511325,-1054214185,161409512,-439377014,-1019687357
18,0,9,9,2108532391,1693361219,882625296,1160183186,1959997302,545774731,-1616218540,-728665302,-173994151,1438443030,-20827680,503757015,184605785,-1035885964,-1726688843,1687878080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-345874068,1715817355,-90105388,-1384671054,321863223,1228335461,-1882678913,-847137297,-1311080895,1587464816,-1512518424,2027663951,1522860108,1387361390,-1632088966,-2045581678
20,0,10,10,1277202734,489119000,-2077034560,646262483,1757428317,-924125013,-386229564,88712647,-373821701,341332168,130134016,765228657,-527600553,-1383385102,2085385523,-700246819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2034812703,-631014149,1355183267,-1014280633,511946568,1933699591,206259108,172295364,1639600710,-1939735344,-1752998606,252175065,-1642098922,1358756233,1441626794,1892498038
22,0,11,11,1565837192,-1872695127,-927590129,-1246691784,1148675924,769882576,932692940,-1051195496,1818754529,1890098165,-969527632,-1726241396,-433448315,-1448808038,-123662577,-2018283723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411837316,498023396,-908709646,1645356026,-625326214,1241271744,339466249,1310529960,-1417075653,1299003354,624574572,155143467,1846344253,-531274956,495092530,-915977788
24,0,12,12,-586946832,585861204,-1182895661,1370227961,-1086360586,-513037978,-889137933,-1580338005,1988828037,947388530,1707178776,-420713422,-790217395,-171823169,113788421,-687842491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1660810483,-1148614523,-1506933126,-81262063,-1173756203,-338794926,-884250162,-1997200799,-486974534,-1043942653,-1546560482,1788327980,-2022067616,-1958588009,1372549837,-1548031502
26,0,13,13,384143779,-1510814051,-1294885049,1654839555,-1159941303,-319111096,92682044,1437989761,-1871062779,-79610885,-2115380433,249784794,-64335677,-251962126,-1965583884,-196349851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-541634182,-1604097183,2028215328,-762097966,69248337,1633854156,-1636912653,1113500116,832202038,-1820251175,-1552901795,-611557805,-1183632516,1005833787,-2093004775,2046190335
28,0,14,14,1147444693,-235141260,-619747444,299302357,537541456,-1927965957,-530253056,689379543,1952062430,1180002099,-628881176,965687149,2067655080,-1786107571,2068045277,-488879943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1952944031,-786415541,-854814915,-2036312644,-42491507,-1729141612,1880209662,-743949092,2121763628,-2067208939,-1693195944,1338763653,114082795,277915559,-1691989011,1758347565
30,0,15,15,-959615040,-1749285123,-631939089,1202136839,267318531,-1607007221,-889360074,1102136386,-1924002559,590797025,-2039433822,2075601307,-1698733643,437139554,1650864835,1165507095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1799240084,-2107886000,-1130897803,230474335,-1741392632,-156155888,-844809130,-767901114,857258395,-467340870,312220620,-306520983,-949164486,-1991771389,129920587,-1696003547
32,0,16,16,2065545727,-960132170,2096162922,-1380995754,-1802710750,211859644,-1959089596,1825230102,1193929096,508622640,21574023,-319254709,1129283162,-1764820722,1873785325,-1114182414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,896211929,1939790328,-508636709,-1428464881,2092582528,-1045541355,-1513501716,-1172001421,1225692783,32725885,541364688,-601583459,-811178046,1953856523,168103577,1312833926
34,0,17,17,-5817335,-2085605207,-802923676,-1807129352,-312930702,-306881252,-128506904,1316786977,-1497773638,-1688742849,-1143723256,-1125030177,69067933,1468615439,-909278946,185795803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274979052,1014139825,-1348294863,-1753862141,107018221,-983535774,-44194021,-1652054790,1773495023,-637439204,188668117,1665522821,35990617,-320334622,-514986000,543320820
36,0,18,18,-892411761,-2055142998,1016823782,-1393301284,-702976764,-2106435398,2109434497,1133254428,-115703179,-44600134,598224450,-1372624438,2009930077,284482559,-1163202595,-241551042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1102497330,-565187690,2515374,1711963849,1934569051,688044425,-747324785,-199656355,630555852,113893636,-961048589,381472792,-2022023442,654952174,-1795289383,-1866920971
38,0,19,19,264724501,-1984575753,-1063981757,-1406415112,-20651832,-1077379274,-2042160745,-930911329,186217163,-1739937453,257431219,-277719956,557582304,868957131,-1644485277,-28276529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1943027900,-1688320766,1855584827,1557955387,1743949698,-2128841787,899543788,571510210,139868485,106663315,-257300447,-782873928,-158211158,-1683219527,-597318894,259917335
40,0,20,20,601449925,-1583505773,151769183,1452364998,100646427,562120297,-1423032663,-590662371,64022369,1420713156,973246438,500816166,1141042481,1061789923,-251418783,747154961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-346519470,1360148768,228066000,2039949628,795451030,1791760892,504297111,-1115195716,-1398809634,-1540479552,1242528623,-17924677,-497985921,1822491445,-191520420,-1261260724
42,0,21,21,-572018373,-188128905,539020529,805364463,-1535279984,-853504524,-1799745255,-843159411,-389626046,-730879610,-1497693366,1992897074,-834830928,1494718439,-2116763365,298444660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547001689,-1433482192,1961494109,-891126966,1221677175,1657068615,-349626771,796749604,-838775164,722715328,-1456902816,677424689,1197742791,239920026,-391444178,1599677500
44,0,22,22,1754792280,23227225,-189710810,1341600132,166017460,84172503,-1202404823,1235062509,-1084343971,-1511608544,-1984451065,-503404542,-1683564135,397239332,227912043,2068531813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1348726030,-981840877,691751536,723591204,-804537003,1864718375,-1858385624,544941493,1956331865,-1533289308,935343332,-1545504142,-1356866757,-532930844,103232949,-1352121356
46,0,23,23,-1231027753,27586809,-727215473,-956628192,346224652,1095774717,1970530281,-724820155,1724429588,-1330135266,801216065,1037269645,-1879905436,-529186850,422522442,608459673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303517792,-1775223162,826463851,-992201520,-357088095,1684771470,783165725,-1295578533,2025011779,-816682197,-2071009329,-1686229591,753460416,-1732088200,1333519602,1904690161
48,0,24,24,741567274,-1260986892,1295520233,191383579,-656622823,1649452646,1253749866,508911068,-499005033,-627427396,-334450814,-854740476,-1516967287,-493732956,596504692,-914340737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-728592802,-550852379,-1695545662,-517633005,1600292450,2124187136,-1880138212,-92475944,1460080416,914247090,581144333,-879780336,1615547153,2095816350,1420312431,866559018
50,0,25,25,1618824984,-1849004308,1891711985,-1586178282,-97550003,-1226789947,1897647829,-2109397098,600283766,1629246501,-1336294833,-640109380,-993489265,2104402465,-1196053919,-170986737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1314044253,1772767738,-1258899077,396909539,1304163350,1219972846,-52042255,-720192045,187024508,-393074318,-300741218,255671898,-2020169737,1448836808,696957823,-1725661820
52,0,26,26,1443345047,-833224022,2031519402,-1827265608,753963462,-1302785583,-375082830,799173728,1504604538,385114694,-1485876928,861836597,-1576499158,1543439468,-614689038,-1194319452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20443317,1490326594,-772338455,-168297598,1481622864,-1958741391,-1358514169,469400025,1173184040,788316504,-1102499821,-858927505,-225424594,-2043465876,-1872919639,-260129404
54,0,27,27,2028109061,-1365419179,-144229105,551130382,227089417,484662462,-1825101202,-363585763,-259618279,1145845855,1504562281,559965023,-1470153844,1531975369,1720765128,-1391047156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1756463832,1955071346,1570616297,-1874702215,1537931646,2143566940,-698193969,2029619903,34520006,-1890150487,-916226221,2011577727,-1284736159,1098028472,-1652397470,1270757865
56,0,28,28,-2026106327,683050893,-1240190936,1442174452,-1030061240,1603830475,1293305556,-998343703,1978693414,282245411,-1241835088,-166067197,1557105631,76216128,1887704958,-1558581853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352511904,817099551,-656780158,69423834,-888520575,-604010619,-229778041,801864304,-957790645,1303621024,-1662027499,845030229,-848467284,1161265876,-1829993407,-1990537558
58,0,29,29,-294345258,746584725,-1005489193,125760184,2072859235,1133565738,1024225362,37347980,-1365263919,-1826362768,-1518514013,1839073126,1532809868,1863366649,1106392640,-1620071882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47134312,-1771505813,1850120595,1553134315,-993994732,623557033,-1133750900,961384992,-1188731189,-1782147952,892227149,-1845380457,208088082,-1280311394,648205905,-1212792438
60,0,30,30,308626631,873565674,-908575824,202040267,-1582112857,-1926310749,-822180404,-1130473254,-1128264899,-1357257006,1636300931,556573095,638062428,-2017353534,1480290060,-658373871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1429420960,-38452505,615305563,-1566134492,444732629,1955059622,-453486339,-1388659529,-1713481427,-1008160534,56025917,-1057963439,-551247804,1404540869,1464292380,1022481543
62,0,31,31,-1961072414,444793578,1422237193,751577181,-4640449,949281880,-336779402,-754708938,-1753098735,-1487212858,1951947319,-364468272,2122543064,-1854576662,-290653012,-111756540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488406403,1269643611,206798265,1929007341,731944889,1572615996,-1187606422,446304702,-1856078982,-1917063589,1049728788,-572232980,-834638070,1444400910,-340901789,-1379336095
64,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,0,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,0,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,0,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,0,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,0,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,0,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,0,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,0,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,0,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,0,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,0,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,0,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,0,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,0,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,0,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,0,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,0,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,0,61,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,0,61,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,0,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,0,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
