context,k,act0,act1,act2,act3,act4,act5,act6,act7,act8,act9,act10,act11,act12,act13,act14,act15,act16,act17,act18,act19,act20,act21,act22,act23,act24,act25,act26,act27,act28,act29,act30,act31
0,10,14085,13793,3783,-21519,5216,5230,-144,17073,21697,622,5989,-1404,-4158,-14172,-11523,-4801,25315,-30758,20304,3993,-31724,-28679,-31706,10761,19836,22162,-15963,-31880,-10442,18224,25446,-23392
0,11,-16722,32127,31969,29882,13494,15024,8912,18006,-4516,-1726,-17416,4526,-16916,15113,9439,-23222,9668,18220,-25396,-11792,6801,-18970,15659,-4977,-10155,16090,-10402,30213,10356,-26567,2408,-22477
0,12,-27165,6750,-4926,10717,12447,11857,-25774,4205,-31072,7444,12566,-30523,-15729,-4977,-3152,-15356,-11480,-11617,-8601,9898,9090,32507,21365,-25370,-17952,25253,24867,26846,4537,-30363,13858,-9237
0,13,1883,25407,14593,7580,18059,29178,9457,25203,26481,-7484,-12996,-11448,-13308,18286,402,2,-29312,15522,-9259,-28259,9298,3044,-10142,-793,-26621,19632,7617,26349,6777,-30609,13385,25893
0,14,25374,-30821,27520,606,-16754,18627,576,-19245,3801,-20911,7955,8432,-18235,-31124,-3983,-28232,9801,6636,-26900,-21671,-32600,25516,30763,-23339,-3760,5721,-14483,27183,-2008,-27864,-31778,-19361
0,15,-25268,-18305,-20569,4499,-18134,-25637,14343,20244,-13405,-31748,7601,-25420,3774,26347,-9929,1202,23364,-17167,-11543,4629,-17981,-13526,-12283,12309,21642,5148,-13187,-12972,9275,4187,9176,-2168
0,16,18307,17094,-6216,-19240,24849,-18769,22385,736,-27287,-26547,25885,6294,-21107,-29094,-7792,3137,-2253,28833,12152,26704,2192,-15998,-12255,-11399,-5824,10063,-29313,-18110,26179,17411,-8455,14452
0,17,-19598,-2531,11966,-20138,15540,-26038,-9890,19303,-2024,-6527,-30131,-31933,-13861,-2715,-25895,-295,-16930,13051,32724,-923,3196,22903,32486,12823,10806,21612,1116,-32710,24729,8106,-8834,30511
0,18,-809,18272,16126,10712,26160,11940,4761,-25800,20471,16605,-29582,-8562,8909,11507,18009,-13688,1298,30035,23108,-11398,-16080,23318,-4480,-14238,-682,20581,-12097,11067,17321,-7727,-1739,-24787
0,19,-28081,6861,-22212,-6651,29832,-23731,-3816,-13396,-15366,-29303,-4180,-653,2964,-9704,-16432,28421,-9267,-20948,-16699,-26618,-17101,3013,-28813,-22316,29908,28532,21963,9773,-2155,23328,-13180,30411
0,20,4107,5031,4735,20330,-21531,18882,11025,28318,3382,21513,5567,11689,-3904,11654,12739,28510,-4204,-14669,17923,18782,31118,-7474,-9275,10347,30920,30813,-30735,3302,13911,-25513,11546,-4100
0,21,11824,-8165,20909,-28304,17190,-24903,21018,24459,-4774,31186,-6878,31443,-15461,3487,-12862,29333,13958,-31461,-15485,-27829,-2304,-18212,3500,-25661,13209,5214,-23381,2083,14865,-16486,28364,-30091
0,22,23585,-27552,10970,-22683,5056,-19855,-31357,-20168,-25895,-19810,3879,14080,-11296,26973,-5840,-23015,-7200,6586,2899,-23895,25595,-31052,147,-1981,-573,2232,12031,16816,-9860,6069,22574,27710
0,23,10835,19805,-25885,-19224,5666,22907,-26021,7233,-13761,10436,-12891,30519,4346,5362,10680,-10166,-6705,-3659,31227,2017,14361,-32047,-9973,6308,5057,14375,22175,-11418,-12576,-23460,11168,11805
0,24,28374,13277,25707,23409,4151,-6375,-3310,-31367,-18344,-12440,-9728,-9878,-10604,292,20388,-22205,-29824,-14044,27532,-19055,16959,8553,6275,-2214,-4489,-16813,6078,4270,11544,-11624,-462,19749
0,25,-461,21237,-1998,22236,-32183,18209,-10663,-7171,2472,-21245,12981,-23234,4649,-16189,-26999,3749,-23629,-8637,-28632,-1424,6406,-6096,25380,31286,12921,-2997,8566,-19003,-18894,27877,15632,-23711
0,26,25017,-32172,-11956,-31082,-14964,-23353,-18840,30479,534,25724,23488,5363,-24565,-7075,-29378,-20926,11069,1568,-13627,1003,27540,32362,13340,-12483,8276,16742,-12881,-23854,-28322,28984,-18713,27096
0,27,7814,16012,-29080,13977,-20143,-3452,11209,31254,18048,15956,-9630,5781,-11632,19474,32643,11723,724,-11211,-24387,14252,32258,-7304,-1374,-23336,-30936,1178,-16470,-30060,-4517,-11855,-20103,-5173
0,28,-25,-18759,545,5554,-1101,15837,31272,-9470,-15606,4231,-3209,69,-13951,-6945,27139,14259,20680,-19828,6333,-3312,18838,1457,-12263,-32261,-30750,-26439,-10654,1401,-12264,-17293,18317,-11213
0,29,21433,-29458,-7240,4284,-20553,27382,-16900,-22535,4115,8124,10256,30705,-6180,-7582,-32167,12159,-3745,7759,29673,12321,-26904,-10987,26683,26926,20075,-13364,17992,-3700,16679,29611,-11870,-21214
0,30,-28890,13239,644,29825,11957,3368,-31651,2866,-10461,-22749,14167,14840,23854,24999,-7451,3291,-16383,-8104,-7132,-13338,-32158,26067,20558,-6283,19869,1446,-22003,-18818,-7386,22741,18446,9497
0,31,-30430,-1372,-23474,-20769,31441,23204,9270,-2381,22031,-14071,20524,-28882,-16467,-19984,-20403,-29881,13231,-2911,-25611,-26893,-28569,17783,15374,-31019,-24180,6160,15661,-3892,14203,9099,-19735,22964
0,32,-1813,4131,24317,-5725,25952,23705,3494,-25183,-23685,26473,-23059,20000,18332,-28870,-31271,-12579,26480,-22848,18325,-3918,-16190,-26688,-16610,30899,-3954,25248,14029,-12886,8673,23142,-24433,12165
0,33,4518,28397,17921,9643,-30134,-4843,-12215,-7613,1514,15391,19526,22757,14381,16941,32021,14260,-32075,6241,503,-15630,21487,25747,-30192,-29961,27961,-2283,-30591,21674,1377,-18590,17684,-7571
0,34,18820,-11025,-24036,-15078,13644,28567,-27796,21829,-9890,317,21717,3686,19219,1884,19987,-29614,-31206,-1736,19755,20287,-14857,-4674,10265,-29297,31023,-7849,-2038,-16576,-18964,23532,31547,-2806
0,35,18305,-18508,18387,25261,-15136,-24565,-11952,22972,24832,-3911,27041,-2223,17569,-32467,31688,24172,3021,10301,4673,-24633,-9817,-30832,4650,24403,-19495,12783,-11555,32488,29415,23625,22099,30500
0,36,-25756,-8307,23408,8142,-12010,27692,-4796,-14853,-15594,15165,-11831,16610,2067,-7229,-21484,22873,-27789,31541,-17687,12289,-11050,16378,14864,10401,18559,-5574,30649,-27462,7,10768,-3937,10600
0,37,-19980,-11878,-12812,1431,7682,6186,254,7303,19273,2763,4020,-30955,32766,-3458,-24227,-12149,-20840,-30038,-14298,-562,-9679,17602,-5884,-2175,-9534,16080,13563,-3531,4760,-27233,2570,-5930
0,38,4145,-11087,24694,5171,-24331,-23489,-30251,-6671,2058,-12135,24081,-25835,-2194,30644,-13844,-1430,31101,-25843,-3123,1750,-29012,-9368,-31904,-3350,9520,1413,28062,-12864,12360,-23856,30983,-16820
0,39,-4065,-3939,12490,-25487,-11666,-17448,-28629,28168,-21300,-21400,18808,-6747,15282,-18812,-5640,-2014,-31990,-31021,8963,28091,1504,-7320,27740,-24879,27054,-8584,1205,6345,-14944,-9046,-9836,31306
0,40,18504,7354,-25884,-21789,19952,-14589,-23018,10748,5086,-13806,-3231,20880,25706,-13094,-27643,10213,23273,17792,-15660,25501,-3881,-27016,13236,25648,15987,25900,20979,-3031,27400,-12883,-26005,-28643
0,41,-7191,2571,-19256,28565,10722,3140,20669,32643,3728,29694,-32688,25242,2396,10115,20756,-23476,5632,-17403,5984,32648,28067,-447,-4218,17018,-8657,-19293,10294,14799,3513,4523,28760,26617
0,42,6256,-24314,-26481,-11081,12162,-27947,20206,-5418,9346,-19630,12929,-4419,11529,22944,30537,4913,-32734,-28700,21668,17072,-25447,16686,635,11879,12663,-3860,-1048,7393,-26275,11088,-12535,-2159
0,43,27190,-5446,-6714,20577,-10731,-27199,-23887,4669,-18308,-28354,-1338,8134,25112,-21466,23169,28526,-10668,-32649,24567,6275,2125,3764,17768,-28598,-26049,28031,-12143,-29386,30116,-31721,22801,-6291
0,44,8426,-22505,-14775,13723,6713,-9317,15289,22179,-25964,-2693,17810,-3446,-17020,27430,-25337,-24384,11107,28243,-31551,-9230,26721,-11760,-27123,23900,2177,-18023,7339,-15151,8095,27628,-9147,-5063
0,45,25041,6945,13245,3599,12358,11193,22445,1032,-9385,23562,22316,-24906,-15766,-18196,-9664,-26110,31049,27054,-27404,7473,-17475,4754,1003,27042,11858,-30456,23093,-29994,25648,-2429,-12012,11472
0,46,-23669,18194,-4881,7284,14737,31430,-30635,-25780,-16060,-25544,13477,-26586,10153,3851,30300,-1392,20231,5414,10584,14503,-29606,-27752,-4035,-20923,-26326,-8644,-13355,-11630,22804,23315,11647,-789
0,47,25843,-16475,-4175,-7737,-31808,-16870,15126,-19198,1381,1931,17224,30740,-18274,-9564,10847,29885,-5755,18578,-1198,-3508,-18880,-12585,-1109,-1552,14234,-7313,-20957,31285,7756,2547,13877,-5809
0,48,-26474,11631,29127,-18583,-27492,-29763,-5168,-18560,30198,919,-8567,15667,-8062,-3858,10790,9518,5346,3611,24621,3701,-8062,-399,29547,28239,-4381,1963,21634,-13539,-10538,21891,-263,-23311
0,49,-20996,1703,-12215,28138,-32435,14304,9634,25589,-16800,-20690,-8246,10808,-10210,-15231,20391,-7907,13192,-3797,-4020,-23846,2797,-15262,-4408,-1741,9202,27001,-18904,-18728,18432,-20282,22485,5383
0,50,-15427,30375,27776,10024,-15588,31934,-9657,9911,5264,-10967,11859,-19776,9878,25044,23743,26360,15637,25793,15224,24223,32073,-7918,-9639,-5500,10394,2932,-7485,23719,-13683,5996,-1186,1789
0,51,13507,20287,5579,20684,-30479,-23081,-32288,18207,-21537,-6816,8667,-16542,8197,-21452,17646,-4087,-12728,-32552,-12648,1580,-5665,-18518,8842,-31386,-20994,-18946,15321,2007,-229,4543,7848,8924
0,52,-4746,3984,14291,824,-14570,13738,-5551,-21407,-28138,-2047,-13732,-1754,-31305,20661,-1434,11861,18032,3372,2778,-18015,-2457,-30580,-24395,-16118,17064,8126,8509,10048,21140,19876,18925,-29298
0,53,-24186,-21044,23500,-12190,8154,11944,26025,-24524,-30217,4655,5503,-13513,-21,9096,17411,-25252,-17179,15573,-32478,15442,-14132,8649,18721,-22935,-23851,26038,-28450,-5466,24060,12178,32619,-30409
0,54,-8894,22154,25205,12571,27423,-32288,-26961,-1955,20980,-1203,-26132,7393,-29356,-5949,1909,-2023,26842,-9862,26537,25270,191,-30699,8448,-5793,20014,-10516,-5632,-32001,8652,15831,-10961,-2217
0,55,-6349,-31215,-31625,27551,32164,-12557,1026,18737,-3144,-3792,-21542,-2165,5528,14469,-21116,-5057,14782,-30128,12050,8739,-8464,14015,24221,5263,-30976,27702,-12193,3303,-20630,-14976,26908,7051
0,56,-31055,26164,-320,-585,-15107,31553,-21922,26715,-27459,-9909,-1715,32515,-2677,-5441,-16734,11493,15925,-18142,-16297,22873,28634,-17700,-19200,25747,-31868,-2543,-1194,19487,-1687,9146,20102,-21222
0,57,21260,-27563,-18504,-26256,13071,-18244,-22137,-27396,-15299,-5741,-7092,30570,22276,-11926,-21228,5976,25362,24767,30301,18601,6725,21762,-8162,-31076,-28550,27358,29465,-59,-31109,17135,-15423,20378
0,58,-19632,22894,30717,-28188,-20240,-8934,-827,19781,-31393,11762,24664,-26230,1645,9218,-21477,370,31210,-12371,-23099,25785,-16061,12555,29685,-29015,18755,5900,24367,9495,14429,23625,-30599,9927
0,59,17854,27027,-31443,-7187,33,-32311,20792,-17032,9059,900,17116,19533,14230,7060,-31004,-532,18828,-20535,-24192,1578,5272,-14828,-24186,28048,-8798,-21568,-21731,-2434,-24315,-21335,-23890,-22923
0,60,32545,-21086,-12719,443,-13041,-29614,-22596,28735,-21901,4289,-17376,27146,-16458,22826,-933,-22049,-26595,-24880,-25652,5510,-28466,32382,16203,-18989,27043,-10829,-2736,-13630,-24873,19237,11165,-7386
0,61,-4189,-7275,-2917,-26089,-8945,21166,25983,-21351,28878,1624,14957,30991,7501,16095,-5825,19966,-3034,4699,7100,-694,26864,28370,19036,15570,-14951,-9943,-6099,-15356,28442,-9568,-20206,28872
0,62,9132,-14118,-16003,4529,-17209,-27458,24979,-31135,-27973,29558,17512,-534,-18761,21964,-2061,29062,11293,25928,9318,30963,24606,-18108,-17033,6302,13178,-14033,-19762,24082,-31497,15392,-14967,-24227
0,63,15754,30443,30677,-8135,18595,25543,4160,-30359,32756,27645,25388,72,32199,20047,13103,31849,1467,-17338,-8295,-32277,12947,17576,-15540,19290,30818,-8667,-21634,23816,29004,11321,-12887,23799
