context,k,act0,act1,act2,act3,act4,act5,act6,act7,act8,act9,act10,act11,act12,act13,act14,act15,act16,act17,act18,act19,act20,act21,act22,act23,act24,act25,act26,act27,act28,act29,act30,act31
0,44,1,0,0,1,0,-1,0,0,0,0,-3,-1,0,0,0,0,-2,-1,0,-1,0,0,0,0,0,0,0,0,1,0,2,0
0,45,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,2,0,0,-1
0,46,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,-1,-1,0
0,47,-1,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,-1,1,-2,-1
0,48,0,0,1,0,0,0,1,0,1,0,2,-1,0,2,0,0,0,-1,-1,0,0,0,-1,0,0,-1,0,0,0,1,0,0
0,49,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,0,0,0
0,50,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-1,0,0,0,0,-1,0,-1,0,0,0,1,1,1,-1,0
0,51,0,-1,0,0,-3,1,2,-2,2,0,0,-1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
0,52,0,0,0,0,1,1,0,1,1,0,0,0,-1,0,0,-1,-1,0,0,0,1,-1,0,-1,1,0,0,0,1,1,0,0
0,53,0,-1,0,0,0,1,0,0,1,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
0,54,0,0,0,-2,-1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,-1,1,-1,0,0,0,-1,0,0,0
0,55,0,0,0,2,0,1,1,0,0,0,-1,-1,1,-1,0,-1,0,0,0,-1,0,1,1,-1,-1,1,0,0,0,0,-1,0
0,56,2,-1,1,-1,0,-1,0,-1,0,-1,0,0,-1,0,1,-1,0,0,0,0,0,0,1,0,-1,0,0,0,1,1,0,1
0,57,-1,-1,0,0,1,0,0,0,0,0,0,0,0,-2,0,-2,0,1,1,0,0,0,0,1,0,-1,0,0,1,-1,0,0
0,58,0,0,0,0,1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,0,0,-2,0,0
0,59,1,0,0,0,0,0,0,0,0,-1,0,1,0,0,-2,0,2,0,0,0,0,0,-2,0,0,0,0,0,0,-1,0,0
0,60,1,0,0,0,0,1,-2,0,-1,-1,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,0,1,0,0,0,-1,0,1
0,61,0,-3,1,0,0,0,0,-1,0,0,0,-1,1,0,-1,-2,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,-1,0
0,62,0,0,0,0,1,0,1,-1,0,0,0,0,0,-1,1,0,3,0,2,1,0,0,0,0,1,1,0,0,0,0,1,0
0,63,2,0,1,0,1,0,0,0,0,-1,0,0,0,-3,0,0,1,1,0,0,0,0,0,-1,1,-2,0,0,0,1,0,0
