write_count,context,addr,shift_cnt,lane0,lane1,lane2,lane3,lane4,lane5,lane6,lane7,lane8,lane9,lane10,lane11,lane12,lane13,lane14,lane15,lane16,lane17,lane18,lane19,lane20,lane21,lane22,lane23,lane24,lane25,lane26,lane27,lane28,lane29,lane30,lane31
13,0,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305
14,0,28,7,98179,-90126,19136,-172450,-32965,181154,158225,-222176,98179,98179,98179,98179,98179,98179,98179,98179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,28,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98179,98179,98179,98179,98179,98179,98179,98179,98179,98179,98179,98179,98179,98179,98179,98179
16,0,32,8,-52465,11268,-61569,-76983,-121628,333189,241589,11899,-52465,-52465,-52465,-52465,-52465,-52465,-52465,-52465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,32,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-52465,-52465,-52465,-52465,-52465,-52465,-52465,-52465,-52465,-52465,-52465,-52465,-52465,-52465,-52465,-52465
18,0,36,9,41410,-193099,73792,-49344,46521,-94357,55178,-97662,41410,41410,41410,41410,41410,41410,41410,41410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,36,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41410,41410,41410,41410,41410,41410,41410,41410,41410,41410,41410,41410,41410,41410,41410,41410
20,0,40,10,-79056,27792,-184818,121065,82798,-122446,31093,132892,-79056,-79056,-79056,-79056,-79056,-79056,-79056,-79056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,40,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-79056,-79056,-79056,-79056,-79056,-79056,-79056,-79056,-79056,-79056,-79056,-79056,-79056,-79056,-79056,-79056
22,0,44,11,8759,86625,-60039,-112740,-274267,-179085,-56805,-63252,8759,8759,8759,8759,8759,8759,8759,8759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,44,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8759,8759,8759,8759,8759,8759,8759,8759,8759,8759,8759,8759,8759,8759,8759,8759
24,0,48,12,-79241,-242176,81824,129982,-222539,-15692,15094,91936,-79241,-79241,-79241,-79241,-79241,-79241,-79241,-79241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,48,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-79241,-79241,-79241,-79241,-79241,-79241,-79241,-79241,-79241,-79241,-79241,-79241,-79241,-79241,-79241,-79241
26,0,52,13,-234441,129972,8208,94875,153280,-29192,87915,139864,-234441,-234441,-234441,-234441,-234441,-234441,-234441,-234441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,52,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-234441,-234441,-234441,-234441,-234441,-234441,-234441,-234441,-234441,-234441,-234441,-234441,-234441,-234441,-234441,-234441
28,0,56,14,-109255,40683,128922,-74456,123229,146183,-173786,-42685,-109255,-109255,-109255,-109255,-109255,-109255,-109255,-109255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,56,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-109255,-109255,-109255,-109255,-109255,-109255,-109255,-109255,-109255,-109255,-109255,-109255,-109255,-109255,-109255,-109255
30,0,60,15,98779,61226,-101222,-171101,89980,44652,32918,6699,98779,98779,98779,98779,98779,98779,98779,98779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,60,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98779,98779,98779,98779,98779,98779,98779,98779,98779,98779,98779,98779,98779,98779,98779,98779
32,0,64,16,109431,-7405,-130941,-156059,185633,-2686,-118871,-220850,109431,109431,109431,109431,109431,109431,109431,109431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0,64,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109431,109431,109431,109431,109431,109431,109431,109431,109431,109431,109431,109431,109431,109431,109431,109431
34,0,68,17,-107391,132594,-81940,-101403,-184939,151531,9673,375164,-107391,-107391,-107391,-107391,-107391,-107391,-107391,-107391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,68,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-107391,-107391,-107391,-107391,-107391,-107391,-107391,-107391,-107391,-107391,-107391,-107391,-107391,-107391,-107391,-107391
36,0,72,18,-10982,-11162,197118,4477,-37479,-33643,-91807,-57942,-10982,-10982,-10982,-10982,-10982,-10982,-10982,-10982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0,72,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10982,-10982,-10982,-10982,-10982,-10982,-10982,-10982,-10982,-10982,-10982,-10982,-10982,-10982,-10982,-10982
38,0,76,19,55551,-59254,94592,31813,-313045,-2250,34900,118950,55551,55551,55551,55551,55551,55551,55551,55551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,76,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55551,55551,55551,55551,55551,55551,55551,55551,55551,55551,55551,55551,55551,55551,55551,55551
40,0,80,20,160545,-12344,-96558,-33034,-40237,-103017,-93759,-81809,160545,160545,160545,160545,160545,160545,160545,160545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160545,160545,160545,160545,160545,160545,160545,160545,160545,160545,160545,160545,160545,160545,160545,160545
42,0,84,21,94458,33403,-205440,-199349,96922,28847,-89561,-102662,94458,94458,94458,94458,94458,94458,94458,94458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0,84,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94458,94458,94458,94458,94458,94458,94458,94458,94458,94458,94458,94458,94458,94458,94458,94458
44,0,88,22,20408,-25401,88272,-44132,63769,-90825,-42103,198260,20408,20408,20408,20408,20408,20408,20408,20408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,88,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20408,20408,20408,20408,20408,20408,20408,20408,20408,20408,20408,20408,20408,20408,20408,20408
46,0,92,23,82682,-179233,37345,52177,31751,278785,104962,-52941,82682,82682,82682,82682,82682,82682,82682,82682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0,92,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82682,82682,82682,82682,82682,82682,82682,82682,82682,82682,82682,82682,82682,82682,82682,82682
48,0,96,24,-59936,27885,28315,-53774,165521,-41906,123646,15095,-59936,-59936,-59936,-59936,-59936,-59936,-59936,-59936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0,96,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-59936,-59936,-59936,-59936,-59936,-59936,-59936,-59936,-59936,-59936,-59936,-59936,-59936,-59936,-59936,-59936
50,0,100,25,-194237,119404,44307,-128803,-86537,25452,68983,16639,-194237,-194237,-194237,-194237,-194237,-194237,-194237,-194237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0,100,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-194237,-194237,-194237,-194237,-194237,-194237,-194237,-194237,-194237,-194237,-194237,-194237,-194237,-194237,-194237,-194237
52,0,104,26,53764,-158674,-86170,-138948,-16595,300650,-31190,-50440,53764,53764,53764,53764,53764,53764,53764,53764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0,104,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53764,53764,53764,53764,53764,53764,53764,53764,53764,53764,53764,53764,53764,53764,53764,53764
54,0,108,27,48999,-148246,-130536,-69875,-126324,88464,119547,95704,48999,48999,48999,48999,48999,48999,48999,48999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0,108,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48999,48999,48999,48999,48999,48999,48999,48999,48999,48999,48999,48999,48999,48999,48999,48999
56,0,112,28,118603,160082,-1614,20971,108091,61273,-59114,10892,118603,118603,118603,118603,118603,118603,118603,118603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0,112,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118603,118603,118603,118603,118603,118603,118603,118603,118603,118603,118603,118603,118603,118603,118603,118603
58,0,116,29,-146336,38337,-64660,121623,86102,-107881,-74799,-5894,-146336,-146336,-146336,-146336,-146336,-146336,-146336,-146336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,0,116,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-146336,-146336,-146336,-146336,-146336,-146336,-146336,-146336,-146336,-146336,-146336,-146336,-146336,-146336,-146336,-146336
60,0,120,30,29940,15372,52322,-41960,-87868,-181427,66492,13246,29940,29940,29940,29940,29940,29940,29940,29940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,0,120,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29940,29940,29940,29940,29940,29940,29940,29940,29940,29940,29940,29940,29940,29940,29940,29940
62,0,124,31,152497,-91281,26083,-44166,94866,223202,19491,59936,152497,152497,152497,152497,152497,152497,152497,152497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,0,124,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152497,152497,152497,152497,152497,152497,152497,152497,152497,152497,152497,152497,152497,152497,152497,152497
64,0,128,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0,128,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,0,132,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,0,132,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,0,136,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,0,136,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,0,140,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,0,140,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,0,144,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0,144,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,0,148,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,148,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,0,152,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,0,152,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,0,156,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,0,156,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,1,1,0,105671,125554,-42764,92749,-41228,-89708,-64460,30387,105671,105671,105671,105671,105671,105671,105671,105671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105671,105671,105671,105671,105671,105671,105671,105671,105671,105671,105671,105671,105671,105671,105671,105671
82,1,5,1,174183,217157,-177088,26726,72093,-187860,64180,-89470,174183,174183,174183,174183,174183,174183,174183,174183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174183,174183,174183,174183,174183,174183,174183,174183,174183,174183,174183,174183,174183,174183,174183,174183
84,1,9,2,102383,-114147,11008,183408,-137001,-46593,-24346,-82200,102383,102383,102383,102383,102383,102383,102383,102383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,1,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102383,102383,102383,102383,102383,102383,102383,102383,102383,102383,102383,102383,102383,102383,102383,102383
86,1,13,3,32142,81706,-108067,-154714,140687,-210100,-180318,133923,32142,32142,32142,32142,32142,32142,32142,32142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,1,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32142,32142,32142,32142,32142,32142,32142,32142,32142,32142,32142,32142,32142,32142,32142,32142
88,1,17,4,181226,17804,-19962,-125089,-38765,54464,135097,15990,181226,181226,181226,181226,181226,181226,181226,181226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,1,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181226,181226,181226,181226,181226,181226,181226,181226,181226,181226,181226,181226,181226,181226,181226,181226
90,1,21,5,253939,-1646,149500,12285,55811,39125,-52018,-30274,253939,253939,253939,253939,253939,253939,253939,253939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,1,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253939,253939,253939,253939,253939,253939,253939,253939,253939,253939,253939,253939,253939,253939,253939,253939
92,1,25,6,-4243,-61208,254797,44075,180293,-10780,5452,-36769,-4243,-4243,-4243,-4243,-4243,-4243,-4243,-4243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,1,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4243,-4243,-4243,-4243,-4243,-4243,-4243,-4243,-4243,-4243,-4243,-4243,-4243,-4243,-4243,-4243
94,1,29,7,-25332,69601,-104242,-977,67690,130426,-16237,-98706,-25332,-25332,-25332,-25332,-25332,-25332,-25332,-25332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,1,29,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25332,-25332,-25332,-25332,-25332,-25332,-25332,-25332,-25332,-25332,-25332,-25332,-25332,-25332,-25332,-25332
96,1,33,8,103462,-145996,-93784,55564,113393,-43264,-94436,-7633,103462,103462,103462,103462,103462,103462,103462,103462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,1,33,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103462,103462,103462,103462,103462,103462,103462,103462,103462,103462,103462,103462,103462,103462,103462,103462
98,1,37,9,89855,245082,11581,112150,-144048,-236648,143628,42586,89855,89855,89855,89855,89855,89855,89855,89855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,1,37,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89855,89855,89855,89855,89855,89855,89855,89855,89855,89855,89855,89855,89855,89855,89855,89855
100,1,41,10,-8070,41267,75867,-68440,-72574,-163665,-7982,-106060,-8070,-8070,-8070,-8070,-8070,-8070,-8070,-8070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,1,41,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8070,-8070,-8070,-8070,-8070,-8070,-8070,-8070,-8070,-8070,-8070,-8070,-8070,-8070,-8070,-8070
102,1,45,11,-171684,98113,-64808,-227169,143533,148949,-61764,-22616,-171684,-171684,-171684,-171684,-171684,-171684,-171684,-171684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1,45,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-171684,-171684,-171684,-171684,-171684,-171684,-171684,-171684,-171684,-171684,-171684,-171684,-171684,-171684,-171684,-171684
104,1,49,12,-165632,-62472,-51110,56381,35865,-241877,109356,119888,-165632,-165632,-165632,-165632,-165632,-165632,-165632,-165632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,1,49,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-165632,-165632,-165632,-165632,-165632,-165632,-165632,-165632,-165632,-165632,-165632,-165632,-165632,-165632,-165632,-165632
106,1,53,13,-205162,59733,108482,250486,61212,11436,47557,-50781,-205162,-205162,-205162,-205162,-205162,-205162,-205162,-205162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,1,53,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-205162,-205162,-205162,-205162,-205162,-205162,-205162,-205162,-205162,-205162,-205162,-205162,-205162,-205162,-205162,-205162
108,1,57,14,27328,107343,27695,-119497,23475,-15275,176470,51847,27328,27328,27328,27328,27328,27328,27328,27328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,1,57,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27328,27328,27328,27328,27328,27328,27328,27328,27328,27328,27328,27328,27328,27328,27328,27328
110,1,61,15,37710,30134,-25281,-30278,-48715,-215588,65918,85757,37710,37710,37710,37710,37710,37710,37710,37710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,1,61,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37710,37710,37710,37710,37710,37710,37710,37710,37710,37710,37710,37710,37710,37710,37710,37710
112,1,65,16,12978,-85355,94198,-32340,-156636,-100484,-27684,69593,12978,12978,12978,12978,12978,12978,12978,12978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,1,65,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12978,12978,12978,12978,12978,12978,12978,12978,12978,12978,12978,12978,12978,12978,12978,12978
114,1,69,17,59102,-127983,-179009,-188789,-28318,-17055,-235172,190606,59102,59102,59102,59102,59102,59102,59102,59102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,1,69,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59102,59102,59102,59102,59102,59102,59102,59102,59102,59102,59102,59102,59102,59102,59102,59102
116,1,73,18,149414,191289,34192,-98312,-82834,-27298,-142580,38950,149414,149414,149414,149414,149414,149414,149414,149414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,1,73,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149414,149414,149414,149414,149414,149414,149414,149414,149414,149414,149414,149414,149414,149414,149414,149414
118,1,77,19,2489,-129808,4355,-120904,57869,-214119,152111,-117492,2489,2489,2489,2489,2489,2489,2489,2489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,1,77,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2489,2489,2489,2489,2489,2489,2489,2489,2489,2489,2489,2489,2489,2489,2489,2489
120,1,81,20,77836,-83517,-66910,-91867,-64405,93855,31017,40336,77836,77836,77836,77836,77836,77836,77836,77836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,1,81,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77836,77836,77836,77836,77836,77836,77836,77836,77836,77836,77836,77836,77836,77836,77836,77836
122,1,85,21,220131,27732,-40025,-40969,2900,50782,12762,-28406,220131,220131,220131,220131,220131,220131,220131,220131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,1,85,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220131,220131,220131,220131,220131,220131,220131,220131,220131,220131,220131,220131,220131,220131,220131,220131
124,1,89,22,155778,90671,218051,65299,26551,-84158,-30642,-53846,155778,155778,155778,155778,155778,155778,155778,155778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,1,89,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155778,155778,155778,155778,155778,155778,155778,155778,155778,155778,155778,155778,155778,155778,155778,155778
126,1,93,23,-54232,-26984,-53379,-27026,-130518,-51925,-227731,144649,-54232,-54232,-54232,-54232,-54232,-54232,-54232,-54232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,1,93,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-54232,-54232,-54232,-54232,-54232,-54232,-54232,-54232,-54232,-54232,-54232,-54232,-54232,-54232,-54232,-54232
128,1,97,24,44569,346364,241882,-16240,-119866,-94972,-261494,-74893,44569,44569,44569,44569,44569,44569,44569,44569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,1,97,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44569,44569,44569,44569,44569,44569,44569,44569,44569,44569,44569,44569,44569,44569,44569,44569
130,1,101,25,-175786,75027,-137962,123882,-108978,-234129,-97992,281395,-175786,-175786,-175786,-175786,-175786,-175786,-175786,-175786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,1,101,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-175786,-175786,-175786,-175786,-175786,-175786,-175786,-175786,-175786,-175786,-175786,-175786,-175786,-175786,-175786,-175786
132,1,105,26,-257038,-7435,-82454,-47862,111794,-178916,189480,-139980,-257038,-257038,-257038,-257038,-257038,-257038,-257038,-257038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,1,105,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-257038,-257038,-257038,-257038,-257038,-257038,-257038,-257038,-257038,-257038,-257038,-257038,-257038,-257038,-257038,-257038
134,1,109,27,23528,-200711,72646,68053,136724,-114251,-25876,71962,23528,23528,23528,23528,23528,23528,23528,23528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,1,109,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23528,23528,23528,23528,23528,23528,23528,23528,23528,23528,23528,23528,23528,23528,23528,23528
136,1,113,28,-139444,42711,77977,93634,65116,18183,-51491,199106,-139444,-139444,-139444,-139444,-139444,-139444,-139444,-139444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,1,113,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-139444,-139444,-139444,-139444,-139444,-139444,-139444,-139444,-139444,-139444,-139444,-139444,-139444,-139444,-139444,-139444
138,1,117,29,60356,130003,160314,13139,-42911,-93548,-147328,-2020,60356,60356,60356,60356,60356,60356,60356,60356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,1,117,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60356,60356,60356,60356,60356,60356,60356,60356,60356,60356,60356,60356,60356,60356,60356,60356
140,1,121,30,111975,116524,-114321,-169412,-98142,37307,138006,131014,111975,111975,111975,111975,111975,111975,111975,111975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,1,121,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111975,111975,111975,111975,111975,111975,111975,111975,111975,111975,111975,111975,111975,111975,111975,111975
142,1,125,31,119714,148119,118195,-29122,224297,-106229,-144848,30969,119714,119714,119714,119714,119714,119714,119714,119714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,1,125,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119714,119714,119714,119714,119714,119714,119714,119714,119714,119714,119714,119714,119714,119714,119714,119714
144,1,129,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,129,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,1,133,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,1,133,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,1,137,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,1,137,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,1,141,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
