write_count,context,addr,shift_cnt,lane0,lane1,lane2,lane3,lane4,lane5,lane6,lane7,lane8,lane9,lane10,lane11,lane12,lane13,lane14,lane15,lane16,lane17,lane18,lane19,lane20,lane21,lane22,lane23,lane24,lane25,lane26,lane27,lane28,lane29,lane30,lane31
32,0,64,16,49742,-51351,-103388,-37174,-68850,130090,-48,19830,49742,49742,49742,49742,49742,49742,49742,49742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0,64,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49742,49742,49742,49742,49742,49742,49742,49742,49742,49742,49742,49742,49742,49742,49742,49742
34,0,68,17,-18781,-130508,6089,6753,6870,35335,-23474,-61361,-18781,-18781,-18781,-18781,-18781,-18781,-18781,-18781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,68,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18781,-18781,-18781,-18781,-18781,-18781,-18781,-18781,-18781,-18781,-18781,-18781,-18781,-18781,-18781,-18781
36,0,72,18,70518,43496,-16812,4826,-23511,2421,58170,84254,70518,70518,70518,70518,70518,70518,70518,70518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0,72,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70518,70518,70518,70518,70518,70518,70518,70518,70518,70518,70518,70518,70518,70518,70518,70518
38,0,76,19,39352,25205,62437,-58773,84983,-38677,-91239,22270,39352,39352,39352,39352,39352,39352,39352,39352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,76,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39352,39352,39352,39352,39352,39352,39352,39352,39352,39352,39352,39352,39352,39352,39352,39352
40,0,80,20,-93767,14914,-2917,146197,-33609,49736,-15459,50797,-93767,-93767,-93767,-93767,-93767,-93767,-93767,-93767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-93767,-93767,-93767,-93767,-93767,-93767,-93767,-93767,-93767,-93767,-93767,-93767,-93767,-93767,-93767,-93767
42,0,84,21,40139,-17423,-35681,-54409,83154,3782,54224,-20856,40139,40139,40139,40139,40139,40139,40139,40139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0,84,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40139,40139,40139,40139,40139,40139,40139,40139,40139,40139,40139,40139,40139,40139,40139,40139
44,0,88,22,-36447,-103318,36373,-92915,167585,92341,35681,15013,-36447,-36447,-36447,-36447,-36447,-36447,-36447,-36447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,88,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-36447,-36447,-36447,-36447,-36447,-36447,-36447,-36447,-36447,-36447,-36447,-36447,-36447,-36447,-36447,-36447
46,0,92,23,-38008,-72624,72853,20482,-94629,-94,-99888,96480,-38008,-38008,-38008,-38008,-38008,-38008,-38008,-38008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0,92,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-38008,-38008,-38008,-38008,-38008,-38008,-38008,-38008,-38008,-38008,-38008,-38008,-38008,-38008,-38008,-38008
48,0,96,24,-47685,8248,-1765,59049,-222579,-46485,14474,67546,-47685,-47685,-47685,-47685,-47685,-47685,-47685,-47685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0,96,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-47685,-47685,-47685,-47685,-47685,-47685,-47685,-47685,-47685,-47685,-47685,-47685,-47685,-47685,-47685,-47685
50,0,100,25,122773,-27638,49097,-18289,31681,59667,101998,-74819,122773,122773,122773,122773,122773,122773,122773,122773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0,100,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122773,122773,122773,122773,122773,122773,122773,122773,122773,122773,122773,122773,122773,122773,122773,122773
52,0,104,26,-91883,-6533,51473,-11715,-18316,-31923,75836,92052,-91883,-91883,-91883,-91883,-91883,-91883,-91883,-91883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0,104,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91883,-91883,-91883,-91883,-91883,-91883,-91883,-91883,-91883,-91883,-91883,-91883,-91883,-91883,-91883,-91883
54,0,108,27,-78786,66115,-78635,-187373,9693,91946,156696,30819,-78786,-78786,-78786,-78786,-78786,-78786,-78786,-78786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0,108,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-78786,-78786,-78786,-78786,-78786,-78786,-78786,-78786,-78786,-78786,-78786,-78786,-78786,-78786,-78786,-78786
56,0,112,28,31309,27721,-93677,-31178,9912,-67487,-27094,31698,31309,31309,31309,31309,31309,31309,31309,31309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0,112,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31309,31309,31309,31309,31309,31309,31309,31309,31309,31309,31309,31309,31309,31309,31309,31309
58,0,116,29,-54115,-12445,-25725,33059,14613,61381,48802,19213,-54115,-54115,-54115,-54115,-54115,-54115,-54115,-54115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,0,116,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-54115,-54115,-54115,-54115,-54115,-54115,-54115,-54115,-54115,-54115,-54115,-54115,-54115,-54115,-54115,-54115
60,0,120,30,8621,-11157,32562,56020,-83810,-59279,-65971,19518,8621,8621,8621,8621,8621,8621,8621,8621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,0,120,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8621,8621,8621,8621,8621,8621,8621,8621,8621,8621,8621,8621,8621,8621,8621,8621
62,0,124,31,618,-11649,79117,-22845,-82526,2392,-38610,120583,618,618,618,618,618,618,618,618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,0,124,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618
64,0,128,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0,128,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,0,132,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,0,132,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,0,136,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,0,136,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,0,140,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,0,140,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,0,144,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0,144,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,0,148,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,148,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,0,152,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,0,152,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,0,156,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,0,156,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,1,1,0,-196034,25031,-122998,4284,46249,-93996,29973,-1531,-196034,-196034,-196034,-196034,-196034,-196034,-196034,-196034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-196034,-196034,-196034,-196034,-196034,-196034,-196034,-196034,-196034,-196034,-196034,-196034,-196034,-196034,-196034,-196034
82,1,5,1,89328,-31359,55218,27997,-15096,160145,5752,-72724,89328,89328,89328,89328,89328,89328,89328,89328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89328,89328,89328,89328,89328,89328,89328,89328,89328,89328,89328,89328,89328,89328,89328,89328
84,1,9,2,11304,9853,9414,-65149,-81974,7482,83181,99906,11304,11304,11304,11304,11304,11304,11304,11304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,1,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11304,11304,11304,11304,11304,11304,11304,11304,11304,11304,11304,11304,11304,11304,11304,11304
86,1,13,3,-14777,-66072,83770,48562,47878,20202,-25623,2819,-14777,-14777,-14777,-14777,-14777,-14777,-14777,-14777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,1,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14777,-14777,-14777,-14777,-14777,-14777,-14777,-14777,-14777,-14777,-14777,-14777,-14777,-14777,-14777,-14777
88,1,17,4,113004,129001,43239,-37628,13126,-56189,30310,79404,113004,113004,113004,113004,113004,113004,113004,113004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,1,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113004,113004,113004,113004,113004,113004,113004,113004,113004,113004,113004,113004,113004,113004,113004,113004
90,1,21,5,-80502,-58525,7460,16630,-48057,62489,-14622,-7128,-80502,-80502,-80502,-80502,-80502,-80502,-80502,-80502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,1,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80502,-80502,-80502,-80502,-80502,-80502,-80502,-80502,-80502,-80502,-80502,-80502,-80502,-80502,-80502,-80502
92,1,25,6,119,10492,4315,-74335,-6145,3953,-42242,44419,119,119,119,119,119,119,119,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,1,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119
94,1,29,7,-32064,34077,-141721,16274,-1518,-34516,33147,-4259,-32064,-32064,-32064,-32064,-32064,-32064,-32064,-32064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,1,29,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32064,-32064,-32064,-32064,-32064,-32064,-32064,-32064,-32064,-32064,-32064,-32064,-32064,-32064,-32064,-32064
96,1,33,8,-54078,34581,10227,44013,56718,27580,-51041,-122976,-54078,-54078,-54078,-54078,-54078,-54078,-54078,-54078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,1,33,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-54078,-54078,-54078,-54078,-54078,-54078,-54078,-54078,-54078,-54078,-54078,-54078,-54078,-54078,-54078,-54078
98,1,37,9,-1073,-28552,79023,18691,121839,22784,-46146,-49070,-1073,-1073,-1073,-1073,-1073,-1073,-1073,-1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,1,37,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1073,-1073,-1073,-1073,-1073,-1073,-1073,-1073,-1073,-1073,-1073,-1073,-1073,-1073,-1073,-1073
100,1,41,10,-10476,72523,72913,44370,-119621,7375,33381,-17808,-10476,-10476,-10476,-10476,-10476,-10476,-10476,-10476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,1,41,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10476,-10476,-10476,-10476,-10476,-10476,-10476,-10476,-10476,-10476,-10476,-10476,-10476,-10476,-10476,-10476
102,1,45,11,-119215,-25771,-65452,13933,-85004,-16574,-56716,-14489,-119215,-119215,-119215,-119215,-119215,-119215,-119215,-119215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1,45,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-119215,-119215,-119215,-119215,-119215,-119215,-119215,-119215,-119215,-119215,-119215,-119215,-119215,-119215,-119215,-119215
104,1,49,12,37769,-74995,60367,129420,18184,48780,-82136,3877,37769,37769,37769,37769,37769,37769,37769,37769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,1,49,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37769,37769,37769,37769,37769,37769,37769,37769,37769,37769,37769,37769,37769,37769,37769,37769
106,1,53,13,94612,24054,82985,-17438,-18411,27593,11238,60753,94612,94612,94612,94612,94612,94612,94612,94612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,1,53,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94612,94612,94612,94612,94612,94612,94612,94612,94612,94612,94612,94612,94612,94612,94612,94612
108,1,57,14,47009,56484,66603,89048,-77634,-99536,-128243,58473,47009,47009,47009,47009,47009,47009,47009,47009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,1,57,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47009,47009,47009,47009,47009,47009,47009,47009,47009,47009,47009,47009,47009,47009,47009,47009
110,1,61,15,103027,-95838,-24916,-105661,-29720,-6276,-69925,2224,103027,103027,103027,103027,103027,103027,103027,103027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,1,61,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103027,103027,103027,103027,103027,103027,103027,103027,103027,103027,103027,103027,103027,103027,103027,103027
112,1,65,16,-75001,1607,-122227,60861,7719,13696,33727,-164201,-75001,-75001,-75001,-75001,-75001,-75001,-75001,-75001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,1,65,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-75001,-75001,-75001,-75001,-75001,-75001,-75001,-75001,-75001,-75001,-75001,-75001,-75001,-75001,-75001,-75001
114,1,69,17,119984,119121,93775,-51525,-84260,-33455,19935,73056,119984,119984,119984,119984,119984,119984,119984,119984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,1,69,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119984,119984,119984,119984,119984,119984,119984,119984,119984,119984,119984,119984,119984,119984,119984,119984
116,1,73,18,-22010,-2603,-9329,49787,-101179,-67032,-25163,-51146,-22010,-22010,-22010,-22010,-22010,-22010,-22010,-22010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,1,73,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22010,-22010,-22010,-22010,-22010,-22010,-22010,-22010,-22010,-22010,-22010,-22010,-22010,-22010,-22010,-22010
118,1,77,19,69724,39426,-68353,55272,-108361,-59887,-95419,-74988,69724,69724,69724,69724,69724,69724,69724,69724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,1,77,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69724,69724,69724,69724,69724,69724,69724,69724,69724,69724,69724,69724,69724,69724,69724,69724
120,1,81,20,-973,-44013,47467,-39820,-18773,-63293,-22901,-60724,-973,-973,-973,-973,-973,-973,-973,-973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,1,81,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-973,-973,-973,-973,-973,-973,-973,-973,-973,-973,-973,-973,-973,-973,-973,-973
122,1,85,21,-8106,-107865,-43719,4765,34022,-24510,-32302,86062,-8106,-8106,-8106,-8106,-8106,-8106,-8106,-8106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,1,85,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8106,-8106,-8106,-8106,-8106,-8106,-8106,-8106,-8106,-8106,-8106,-8106,-8106,-8106,-8106,-8106
124,1,89,22,-29357,-21647,101896,-44421,9856,-97375,-20129,-5642,-29357,-29357,-29357,-29357,-29357,-29357,-29357,-29357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,1,89,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29357,-29357,-29357,-29357,-29357,-29357,-29357,-29357,-29357,-29357,-29357,-29357,-29357,-29357,-29357,-29357
126,1,93,23,49517,43576,83137,-23642,32414,-109627,-4061,-68750,49517,49517,49517,49517,49517,49517,49517,49517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,1,93,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49517,49517,49517,49517,49517,49517,49517,49517,49517,49517,49517,49517,49517,49517,49517,49517
128,1,97,24,109319,80349,-18442,-54434,-88120,-123732,-91719,48167,109319,109319,109319,109319,109319,109319,109319,109319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,1,97,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109319,109319,109319,109319,109319,109319,109319,109319,109319,109319,109319,109319,109319,109319,109319,109319
130,1,101,25,-63139,-73093,-18186,61461,60624,61377,28949,49424,-63139,-63139,-63139,-63139,-63139,-63139,-63139,-63139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,1,101,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-63139,-63139,-63139,-63139,-63139,-63139,-63139,-63139,-63139,-63139,-63139,-63139,-63139,-63139,-63139,-63139
132,1,105,26,154473,41734,-18376,-58704,-40634,25296,-93416,-56366,154473,154473,154473,154473,154473,154473,154473,154473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,1,105,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154473,154473,154473,154473,154473,154473,154473,154473,154473,154473,154473,154473,154473,154473,154473,154473
134,1,109,27,27281,69379,138054,46593,76731,168455,-125756,55127,27281,27281,27281,27281,27281,27281,27281,27281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,1,109,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27281,27281,27281,27281,27281,27281,27281,27281,27281,27281,27281,27281,27281,27281,27281,27281
136,1,113,28,-128753,110924,60693,-64674,51784,86774,2178,-91439,-128753,-128753,-128753,-128753,-128753,-128753,-128753,-128753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,1,113,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-128753,-128753,-128753,-128753,-128753,-128753,-128753,-128753,-128753,-128753,-128753,-128753,-128753,-128753,-128753,-128753
138,1,117,29,86729,-60818,63754,-104675,-58784,19751,38741,31933,86729,86729,86729,86729,86729,86729,86729,86729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,1,117,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86729,86729,86729,86729,86729,86729,86729,86729,86729,86729,86729,86729,86729,86729,86729,86729
140,1,121,30,-69108,-17126,4198,-52248,-3304,43800,-82727,-27681,-69108,-69108,-69108,-69108,-69108,-69108,-69108,-69108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,1,121,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-69108,-69108,-69108,-69108,-69108,-69108,-69108,-69108,-69108,-69108,-69108,-69108,-69108,-69108,-69108,-69108
142,1,125,31,-5668,81174,-34365,-36691,-23048,47577,26832,68283,-5668,-5668,-5668,-5668,-5668,-5668,-5668,-5668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,1,125,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5668,-5668,-5668,-5668,-5668,-5668,-5668,-5668,-5668,-5668,-5668,-5668,-5668,-5668,-5668,-5668
144,1,129,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,129,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,1,133,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,1,133,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,1,137,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
