context,out_tile,word_addr,seq_word,raw0,raw1,raw2,raw3,raw4,raw5,raw6,raw7,raw8,raw9,raw10,raw11,raw12,raw13,raw14,raw15,raw16,raw17,raw18,raw19,raw20,raw21,raw22,raw23,raw24,raw25,raw26,raw27,raw28,raw29,raw30,raw31
0,0,70,70,-123,78,-58,3,63,113,91,-60,-39,25,84,-104,-11,-2,23,-94,34,-41,-59,-30,-67,42,-111,102,-2,-74,-53,67,125,125,-116,-13
0,0,71,71,68,11,-13,95,127,122,-4,118,106,-28,96,7,14,-96,-73,39,61,-23,-7,-101,-62,-56,-61,-15,-58,0,61,113,122,56,16,57
0,0,72,72,87,-15,49,-79,7,117,25,-125,-71,59,55,0,-114,-66,-6,-51,-92,51,-69,106,114,113,12,49,35,-18,-46,-127,125,93,91,-46
0,0,73,73,-40,117,-83,-52,6,68,-17,-37,-82,15,-16,108,125,81,69,2,10,-29,-101,100,-23,70,-123,-59,116,-124,-97,-86,15,8,-16,-112
0,0,74,74,96,-47,-108,73,18,12,-8,36,123,-117,-60,57,-65,-102,-48,-92,-77,26,110,42,62,-86,-104,-69,-121,107,-88,-42,-112,13,-35,-85
0,0,75,75,-102,-123,-68,17,-33,-90,-37,21,-95,-80,-121,-87,-19,41,21,-14,-127,-39,-77,-108,-92,109,-117,1,-109,-107,-113,123,-79,-35,7,-56
0,0,76,76,37,-8,122,-64,-123,20,-30,-109,24,-9,-106,113,-77,67,-79,-100,-30,20,-30,103,-88,-50,-13,59,-122,106,-126,70,12,-47,-109,-101
0,0,77,77,-15,105,-84,-95,42,-26,74,110,5,-22,58,-10,-45,16,-75,97,118,1,28,-80,-45,-21,-52,106,21,38,-88,31,-52,56,-91,122
0,0,78,78,-23,1,-38,34,59,65,80,-122,-63,83,84,-45,29,96,-33,117,47,110,-27,-7,-49,-98,110,12,-27,-30,-6,-1,-23,-17,119,78
0,0,79,79,-5,68,127,-36,-99,69,62,-1,-37,110,-18,-23,109,-103,-2,89,46,32,12,-99,8,-29,72,-44,77,20,39,-41,36,-61,17,-54
0,0,80,80,-2,90,11,-113,-10,29,-43,117,-34,34,20,67,25,122,-62,-108,90,95,42,-46,122,-82,-99,-33,-90,12,115,-54,45,73,83,-89
0,0,81,81,-24,-25,-74,-81,-31,-98,64,94,12,-63,7,-110,-41,-117,-51,103,-60,-99,117,29,21,74,-107,126,-67,-45,86,-91,4,-52,100,-13
0,0,82,82,39,-81,-49,70,-19,-68,-115,123,43,-5,90,-20,24,-67,-28,-83,80,-106,-33,-124,-70,48,-22,-23,14,-59,11,-117,-23,-126,8,-3
0,0,83,83,-21,-39,13,34,40,-28,-68,-108,7,-29,-71,32,45,-36,125,-84,44,28,11,-24,-26,-107,-36,-57,-115,-44,-19,44,22,117,-67,105
0,0,84,84,-9,59,83,72,4,-65,-126,-103,122,83,7,-95,-78,104,-66,104,-112,68,97,-120,71,-49,41,-34,-94,46,-84,-29,-113,122,72,-126
0,0,85,85,57,-27,28,0,107,77,-42,11,-58,103,-39,-66,-71,34,86,88,-65,-102,43,30,94,26,-103,109,-105,-23,3,21,-80,57,-122,29
0,0,86,86,99,125,71,-63,111,-90,9,118,102,56,-102,-94,89,-15,21,-109,89,-107,32,99,65,-62,-108,-88,20,-93,93,-42,77,-28,5,55
0,0,87,87,9,0,112,-71,106,71,-89,36,37,97,101,64,4,-63,-56,-2,-105,88,-65,-46,76,-31,-94,51,80,-114,-103,-65,-113,-83,-23,-6
0,0,88,88,-11,117,19,-48,-30,-25,-42,71,-92,-52,127,-116,-71,87,29,-67,44,0,5,-66,-37,79,88,-82,-23,-104,87,36,98,-28,107,84
0,0,89,89,-73,62,119,5,126,-107,-65,-29,-18,-123,119,40,117,-5,122,-44,-39,117,-21,113,77,97,-69,-117,116,-44,93,125,-61,50,-57,22
0,0,90,90,-23,19,44,13,-19,-8,-52,-45,-84,35,-91,-108,-76,-111,-13,-79,39,98,-75,-43,-64,60,123,-119,75,-117,110,24,-111,-9,101,27
0,0,91,91,-99,-127,28,-86,4,48,108,37,21,-111,78,-91,95,-55,-6,81,-19,-51,-90,-101,-123,-71,-23,119,10,-105,91,-6,-33,127,42,62
0,0,92,92,107,102,-115,51,85,-53,28,-73,-52,-113,-88,-110,-54,-50,94,56,-92,-124,86,79,-85,-28,50,-121,44,-72,-49,-104,-124,-15,-11,110
0,0,93,93,-54,61,-113,-101,18,113,-54,-2,-34,25,73,76,55,72,103,-42,-29,4,87,27,-12,-72,-21,-90,79,-52,110,-15,-20,-105,76,-77
0,0,94,94,-57,-53,-65,97,-118,-4,66,68,-90,121,74,79,-96,-43,-10,19,-67,95,52,-49,0,-74,-45,23,-49,-85,36,-127,-76,-3,-53,39
0,0,95,95,-54,-52,115,10,-68,29,99,69,46,50,116,21,-45,-118,-23,65,-44,85,27,39,121,16,0,32,39,61,41,-20,7,-90,67,96
0,0,96,96,-9,-110,-32,119,-51,42,61,17,117,-107,-90,56,-75,35,14,-17,-40,36,56,28,-120,-82,54,83,9,-6,67,-67,58,22,27,22
0,0,97,97,-101,-50,69,125,-112,-60,-104,-70,80,20,-48,-91,68,61,-69,126,-119,53,127,-116,95,86,-17,-34,36,-58,107,80,-68,-22,-120,104
0,0,98,98,-81,65,-105,3,47,-78,67,-50,42,-85,-90,10,-31,-62,-20,116,44,9,115,83,20,13,-78,96,68,61,99,32,65,-123,-8,-41
0,0,99,99,82,-122,91,92,-26,-58,9,10,-86,-80,10,-13,-39,0,-63,77,86,-68,50,-81,-28,112,108,16,15,101,-41,39,4,34,26,26
0,0,100,100,-37,-62,31,64,74,10,-102,89,-80,101,-2,96,-70,-119,115,79,75,25,33,59,-51,69,-119,47,86,-109,-59,-81,126,-39,-120,-52
0,0,101,101,-106,121,-56,107,7,110,117,-84,52,30,84,34,106,111,124,122,-25,82,-121,-68,-69,35,24,49,-79,-43,37,123,-105,101,-53,14
0,0,102,102,-2,104,-56,-48,124,25,49,107,22,-114,78,-7,104,-90,85,-43,-43,35,116,76,42,50,55,100,127,-81,79,106,44,105,23,-119
0,0,103,103,-117,39,-119,86,38,-38,41,-75,-60,-31,56,19,47,56,-88,62,115,-5,-16,-2,-75,82,48,-106,40,-105,-98,70,88,-16,-84,85
0,0,104,104,-121,73,-54,43,-111,-1,4,100,-69,111,-115,-13,-20,56,-36,-42,-93,92,76,5,117,-7,117,-57,-30,-88,99,14,-17,-29,34,-119
0,0,105,105,-87,-59,-36,20,15,120,-122,-95,71,124,-23,-88,97,9,-59,-9,-95,-19,-108,-111,63,48,-124,13,28,75,-13,47,-10,45,-84,104
0,0,106,106,-45,-25,-102,-17,111,-20,49,0,-54,-47,-2,95,-85,-73,-101,106,-91,-93,-126,-126,2,114,24,97,-8,114,58,28,117,58,18,92
0,0,107,107,94,-32,2,53,55,-35,84,15,-69,-31,40,24,39,-123,75,-10,83,121,36,-62,-28,-99,-78,-100,-110,72,14,-40,75,-57,111,46
0,0,108,108,28,49,-5,-1,36,102,-69,-71,30,-13,7,-50,40,-106,-70,-38,35,107,-4,-55,-101,-57,96,-85,-67,36,43,58,6,-82,-108,39
0,0,109,109,-52,100,-7,46,-23,16,18,74,-103,125,-72,47,-25,-109,-96,50,-60,-72,-49,-124,31,-106,-100,9,-72,85,-32,-20,-69,4,-105,77
0,0,110,110,-52,-78,66,7,-64,90,8,126,124,-52,-97,9,-44,93,44,-7,12,22,-116,-68,85,-53,-52,-111,-46,56,109,85,14,73,108,43
0,0,111,111,-123,36,44,86,-98,99,-59,-88,124,-48,-50,18,-47,-94,-83,83,28,13,82,-127,-14,-61,26,34,-37,-72,83,-33,-63,89,125,-115
0,0,112,112,108,-51,-83,-30,-18,-54,-91,-17,101,114,71,123,-123,75,67,-89,-42,2,-26,-104,-42,-96,-59,-7,25,-52,-3,-14,69,-114,63,73
0,0,113,113,75,5,-121,-77,-100,93,-64,-80,101,-19,-70,49,-84,-110,-48,-4,-122,-5,-4,-62,76,60,-117,55,71,2,78,-13,8,-34,14,1
0,0,114,114,-45,-55,5,-6,-29,-15,1,-9,124,-48,125,79,21,-118,-42,-100,-26,-73,53,3,-122,-59,-81,-53,-103,7,-40,-110,-7,34,35,111
0,0,115,115,85,-61,67,77,72,-119,-14,26,-10,-87,-95,-45,97,-26,-101,119,13,-68,-6,-30,48,-124,52,-1,96,83,99,-19,99,126,-125,1
0,0,116,116,-34,25,-91,86,-23,93,-112,9,74,-12,26,116,98,-25,124,-68,15,-74,73,-31,-30,7,-117,-61,-115,29,-47,10,-97,19,113,-81
0,0,117,117,96,-34,-5,-93,31,91,83,-11,8,-45,-56,24,52,44,-51,-103,-50,68,80,-87,-125,-94,-49,52,107,120,73,-100,57,15,-25,70
0,0,118,118,-24,-89,24,22,58,-2,32,-14,-67,19,-79,-33,122,74,125,50,-109,-33,-96,10,120,-127,90,42,95,-102,-34,-122,-37,8,-88,-11
0,0,119,119,-126,106,120,20,79,-66,96,-107,-5,-88,-31,-26,124,-39,-8,-72,-74,58,53,77,71,21,-115,83,-66,-42,14,78,66,6,127,122
0,0,120,120,106,116,25,-2,-36,-111,100,24,71,76,33,6,-120,-83,-86,53,-26,9,-40,-71,-6,67,124,10,43,83,-46,42,79,75,-127,-13
0,0,121,121,12,-55,-105,10,-11,55,-110,81,-82,47,87,-44,69,-64,-41,-26,84,-20,-67,-104,-105,-67,-118,-105,-122,-73,78,71,-71,-65,-89,-37
0,0,122,122,57,-67,88,23,80,107,-54,126,66,-46,117,66,96,-112,0,-41,54,-50,98,-7,-58,45,-36,14,109,81,49,-79,50,81,25,-100
0,0,123,123,-17,-55,-119,-125,-31,102,35,30,67,108,-74,-105,36,-26,-72,-120,-62,74,92,92,26,13,-7,-110,101,56,124,-25,-101,117,-12,32
0,0,124,124,-113,-74,125,46,21,-110,-7,-21,-7,-22,-125,126,110,101,-33,-115,-85,103,-78,102,11,124,-105,118,120,101,88,-110,-89,111,112,-115
0,0,125,125,113,-78,-119,-118,119,-51,117,-95,-24,-52,71,95,-73,66,-51,21,66,-2,-22,11,28,37,116,-99,91,77,52,-18,2,-30,-68,-88
0,0,126,126,-34,-121,72,-12,-52,113,-43,-85,-122,54,126,87,-71,46,84,-20,61,-16,114,-31,-102,10,52,-73,63,-57,81,55,-61,120,-1,-93
0,0,127,127,6,-126,113,28,52,-20,-110,63,-99,-69,-99,103,-127,-122,-79,-56,85,14,-67,69,-66,-25,27,36,-37,89,-83,-93,-61,-90,-18,13
0,0,128,128,58,-55,-12,-52,-32,-119,95,79,116,-99,-4,45,-82,121,21,0,92,45,68,90,103,22,-75,-13,42,59,-96,-69,6,-68,37,-41
0,0,129,129,46,108,101,89,-126,11,15,-97,70,-79,-32,21,90,-42,79,96,121,64,67,48,-28,-19,-110,53,-13,-45,107,-96,-11,99,-19,64
0,0,130,130,82,-95,-126,-62,96,49,37,25,-109,15,109,97,-122,40,-96,-63,-6,40,93,20,-41,65,-74,31,117,12,39,36,-79,113,101,79
0,0,131,131,83,-113,-10,26,0,90,-111,-126,20,-75,39,68,-12,84,-102,99,76,0,-88,98,44,28,51,50,110,72,-127,74,73,-52,-58,-75
0,0,132,132,-86,4,-52,-79,12,-57,-89,-91,83,-120,51,-75,-123,-94,-46,-111,37,-14,98,-15,9,-114,71,5,-48,-119,116,-1,-22,-106,23,-45
0,0,133,133,-39,78,-38,-9,112,54,25,5,-101,113,-119,4,3,28,3,-57,-1,-72,119,-121,108,101,-6,-7,125,43,-105,75,-29,56,76,118
0,0,134,134,-113,25,98,0,-54,57,-23,-24,-84,-30,78,-125,-14,81,-85,-84,64,86,-101,63,-92,-66,99,-31,62,-40,125,-74,-95,80,-6,-51
0,0,135,135,59,-67,60,-44,23,31,104,122,78,-113,-79,121,-93,122,7,87,-44,-64,98,-6,124,82,97,24,102,-77,-22,111,107,-88,33,79
0,0,136,136,-42,89,88,-25,14,49,-1,15,40,-24,-63,-102,44,9,-82,-5,13,-65,-25,-79,-53,105,65,97,-84,-34,-122,82,-111,87,-82,40
0,0,137,137,12,30,28,65,-81,93,116,-101,-7,-106,119,-48,-49,1,-45,-53,104,78,32,-70,40,38,-115,-95,-3,-51,44,82,-63,0,63,-88
0,0,138,138,-66,-6,-120,-9,-126,-90,-43,-31,48,-82,39,-64,-84,-59,-6,18,-127,20,78,49,-102,-15,56,-6,-40,41,-100,97,55,28,-63,-76
0,0,139,139,55,35,-13,-71,-67,1,-36,47,-95,-43,19,114,-15,-40,112,99,-113,-7,2,46,58,-112,-34,-74,-49,63,33,28,-6,43,80,-12
0,0,140,140,0,30,-91,1,-88,-80,69,-86,107,25,-113,-14,-43,-94,-51,41,80,94,98,19,-47,85,73,-90,-77,-30,5,14,72,-103,117,-64
0,0,141,141,-73,58,20,-15,30,112,118,-38,-75,-78,41,119,29,79,-117,-83,-5,-92,71,48,-24,47,-48,38,25,17,-12,7,-121,83,-3,-2
0,0,142,142,-76,123,112,120,-19,75,66,-75,-76,66,-89,-36,-48,-82,-85,114,51,-81,-67,-88,111,54,121,18,86,60,74,10,-117,88,69,73
0,0,143,143,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17
1,0,0,144,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17
1,0,1,145,-24,2,-96,-41,-52,84,-26,-74,93,-17,90,-35,11,24,49,125,-49,-118,-117,43,-44,-44,126,89,-126,66,-56,-88,110,-16,-110,-111
1,0,2,146,80,105,98,123,-112,29,-17,-110,81,47,30,21,127,-49,120,-12,6,-100,125,-64,55,-55,-114,-104,94,66,-74,-49,-71,92,71,-39
1,0,3,147,-18,-24,79,85,-87,-97,-18,-108,-106,-57,84,-43,-101,-106,-26,50,-25,-123,126,-42,-91,59,90,-62,-32,95,57,-123,36,66,-116,-110
1,0,4,148,-62,-3,-13,91,-42,-62,96,-62,86,-67,19,124,101,-19,-44,10,-119,70,-94,-117,84,-64,81,126,17,125,-10,-61,-70,1,114,86
1,0,5,149,8,-17,123,-20,33,50,10,49,47,74,-65,25,25,-60,-33,32,99,107,-11,-114,56,2,53,-50,73,-125,-85,-103,105,120,32,70
1,0,6,150,110,-3,-49,-80,-66,21,-16,27,36,49,-36,8,-57,-62,50,-24,-15,105,-4,-104,113,84,113,-124,-95,14,-108,-71,92,-20,64,-20
1,0,7,151,-18,89,36,-23,-91,-45,4,-26,43,-7,112,58,-98,-10,116,32,54,-1,-120,95,-32,12,-11,81,86,-25,-90,-67,20,11,-111,80
1,0,8,152,-76,10,49,-77,41,-75,10,98,-109,-31,124,48,41,-119,28,-33,-47,115,-93,-123,62,107,-33,1,10,71,-85,-74,7,49,-54,-9
1,0,9,153,-76,65,-50,-115,46,66,-13,-20,55,84,117,79,-34,-29,21,90,8,79,79,-8,-94,54,-34,42,-88,-48,-92,36,34,78,-29,78
1,0,10,154,-57,-56,-23,-60,71,-73,-104,39,7,-80,4,-56,-103,-118,-85,-39,63,-44,-22,-118,66,-33,38,-77,-5,-77,7,102,90,124,69,126
