count,context,act0,act1,act2,act3,act4,act5,act6,act7,wei0,wei1,wei2,wei3,wei4,wei5,wei6,wei7,wei8,wei9,wei10,wei11,wei12,wei13,wei14,wei15
117,0,-91,59,29,63,-92,-28,58,-106,70,-63,73,39,-121,95,115,-45,45,-75,6,-3,-25,-2,122,-86
118,0,-91,59,29,63,-92,-28,58,-106,70,-63,73,39,-121,95,115,-45,45,-75,6,-3,-25,-2,122,-86
119,0,-91,59,29,63,-92,-28,58,-106,70,-63,73,39,-121,95,115,-45,45,-75,6,-3,-25,-2,122,-86
120,0,1,1,-71,-2,-96,41,-103,37,-117,-27,-76,62,87,-38,-84,-41,5,51,122,69,-50,77,-101,-73
121,0,1,1,-71,-2,-96,41,-103,37,-117,-27,-76,62,87,-38,-84,-41,5,51,122,69,-50,77,-101,-73
122,0,1,1,-71,-2,-96,41,-103,37,-117,-27,-76,62,87,-38,-84,-41,5,51,122,69,-50,77,-101,-73
123,0,101,-6,81,94,-11,48,48,8,2,117,83,-21,102,-97,-23,88,-111,87,-30,36,43,-46,-7,10
124,0,101,-6,81,94,-11,48,48,8,2,117,83,-21,102,-97,-23,88,-111,87,-30,36,43,-46,-7,10
125,0,101,-6,81,94,-11,48,48,8,2,117,83,-21,102,-97,-23,88,-111,87,-30,36,43,-46,-7,10
126,0,106,57,-61,69,-89,-81,52,-107,-125,-109,-71,27,7,-96,-112,-33,-59,-8,20,123,-42,59,84,-6
127,0,106,57,-61,69,-89,-81,52,-107,-125,-109,-71,27,7,-96,-112,-33,-59,-8,20,123,-42,59,84,-6
128,0,106,57,-61,69,-89,-81,52,-107,-125,-109,-71,27,7,-96,-112,-33,-59,-8,20,123,-42,59,84,-6
129,0,-94,29,-100,30,-85,-112,-122,-121,-99,-109,-107,-12,98,92,-113,-44,38,84,-113,41,94,-101,-49,118
130,0,-94,29,-100,30,-85,-112,-122,-121,-99,-109,-107,-12,98,92,-113,-44,38,84,-113,41,94,-101,-49,118
131,0,-94,29,-100,30,-85,-112,-122,-121,-99,-109,-107,-12,98,92,-113,-44,38,84,-113,41,94,-101,-49,118
132,0,-63,97,-46,-78,-60,79,18,-53,13,86,33,-5,-75,-123,-52,-101,27,33,-6,-59,-56,-46,31,117
133,0,-63,97,-46,-78,-60,79,18,-53,13,86,33,-5,-75,-123,-52,-101,27,33,-6,-59,-56,-46,31,117
134,0,-63,97,-46,-78,-60,79,18,-53,13,86,33,-5,-75,-123,-52,-101,27,33,-6,-59,-56,-46,31,117
135,0,-19,-49,-3,-13,5,-40,53,-54,-67,-63,108,-2,-106,-110,-101,-12,-106,5,-39,31,-125,-65,-16,76
136,0,-19,-49,-3,-13,5,-40,53,-54,-67,-63,108,-2,-106,-110,-101,-12,-106,5,-39,31,-125,-65,-16,76
137,0,-19,-49,-3,-13,5,-40,53,-54,-67,-63,108,-2,-106,-110,-101,-12,-106,5,-39,31,-125,-65,-16,76
138,0,11,-99,-118,10,-67,49,-93,8,31,-31,125,-29,-64,113,-127,-11,-61,19,60,-45,121,69,3,-121
139,0,11,-99,-118,10,-67,49,-93,8,31,-31,125,-29,-64,113,-127,-11,-61,19,60,-45,121,69,3,-121
140,0,11,-99,-118,10,-67,49,-93,8,31,-31,125,-29,-64,113,-127,-11,-61,19,60,-45,121,69,3,-121
141,0,-75,5,107,-6,91,-118,-44,-90,36,-113,35,29,15,-90,103,18,-17,-103,-37,86,16,-97,35,100
142,0,-75,5,107,-6,91,-118,-44,-90,36,-113,35,29,15,-90,103,18,-17,-103,-37,86,16,-97,35,100
143,0,-75,5,107,-6,91,-118,-44,-90,36,-113,35,29,15,-90,103,18,-17,-103,-37,86,16,-97,35,100
144,0,-39,-51,68,19,-77,-37,64,-4,-39,11,26,-53,-119,-67,114,1,-57,-89,122,-7,40,-17,-56,123
145,0,-39,-51,68,19,-77,-37,64,-4,-39,11,26,-53,-119,-67,114,1,-57,-89,122,-7,40,-17,-56,123
146,0,-39,-51,68,19,-77,-37,64,-4,-39,11,26,-53,-119,-67,114,1,-57,-89,122,-7,40,-17,-56,123
147,0,116,116,-68,82,-30,-16,35,29,-100,-111,-1,13,-95,-47,-99,68,-74,103,-87,-113,121,11,100,-71
148,0,116,116,-68,82,-30,-16,35,29,-100,-111,-1,13,-95,-47,-99,68,-74,103,-87,-113,121,11,100,-71
149,0,116,116,-68,82,-30,-16,35,29,-100,-111,-1,13,-95,-47,-99,68,-74,103,-87,-113,121,11,100,-71
150,0,111,-101,-77,35,51,-37,-109,-71,-108,-33,17,-96,-107,83,-103,66,-79,-42,-61,64,83,-97,21,3
151,0,111,-101,-77,35,51,-37,-109,-71,-108,-33,17,-96,-107,83,-103,66,-79,-42,-61,64,83,-97,21,3
152,0,111,-101,-77,35,51,-37,-109,-71,-108,-33,17,-96,-107,83,-103,66,-79,-42,-61,64,83,-97,21,3
153,0,77,-17,120,70,-95,-97,-87,18,-118,-13,-115,-105,99,-107,120,75,115,117,-22,-49,-4,-20,-7,96
154,0,77,-17,120,70,-95,-97,-87,18,-118,-13,-115,-105,99,-107,120,75,115,117,-22,-49,-4,-20,-7,96
155,0,77,-17,120,70,-95,-97,-87,18,-118,-13,-115,-105,99,-107,120,75,115,117,-22,-49,-4,-20,-7,96
156,0,64,-115,-66,-11,-19,24,-81,24,34,9,9,32,-109,-45,-92,-39,-65,-25,-87,46,71,-26,-68,-16
157,0,64,-115,-66,-11,-19,24,-81,24,34,9,9,32,-109,-45,-92,-39,-65,-25,-87,46,71,-26,-68,-16
158,0,64,-115,-66,-11,-19,24,-81,24,34,9,9,32,-109,-45,-92,-39,-65,-25,-87,46,71,-26,-68,-16
159,0,62,75,23,105,98,-122,-86,-6,-47,88,115,-17,-106,72,-34,-63,-13,125,97,-1,101,17,-36,-121
160,0,62,75,23,105,98,-122,-86,-6,-47,88,115,-17,-106,72,-34,-63,-13,125,97,-1,101,17,-36,-121
161,0,62,75,23,105,98,-122,-86,-6,-47,88,115,-17,-106,72,-34,-63,-13,125,97,-1,101,17,-36,-121
162,0,46,121,50,-45,-18,4,83,-121,79,18,9,-45,32,22,73,-65,-44,-123,-94,59,25,-9,-59,-14
163,0,46,121,50,-45,-18,4,83,-121,79,18,9,-45,32,22,73,-65,-44,-123,-94,59,25,-9,-59,-14
164,0,46,121,50,-45,-18,4,83,-121,79,18,9,-45,32,22,73,-65,-44,-123,-94,59,25,-9,-59,-14
165,0,106,35,108,81,-122,-52,93,-16,126,86,-13,97,-111,-29,110,52,-125,-84,-112,-116,59,29,-10,-16
166,0,106,35,108,81,-122,-52,93,-16,126,86,-13,97,-111,-29,110,52,-125,-84,-112,-116,59,29,-10,-16
167,0,106,35,108,81,-122,-52,93,-16,126,86,-13,97,-111,-29,110,52,-125,-84,-112,-116,59,29,-10,-16
168,0,19,59,60,-92,-53,-96,-11,89,48,11,63,93,22,80,43,87,40,-90,31,121,33,-96,-100,-126
169,0,19,59,60,-92,-53,-96,-11,89,48,11,63,93,22,80,43,87,40,-90,31,121,33,-96,-100,-126
170,0,19,59,60,-92,-53,-96,-11,89,48,11,63,93,22,80,43,87,40,-90,31,121,33,-96,-100,-126
171,0,-63,-112,-17,100,35,-79,74,80,-127,-40,125,115,-79,70,-35,89,-84,-68,-111,57,-25,-39,94,-108
172,0,-63,-112,-17,100,35,-79,74,80,-127,-40,125,115,-79,70,-35,89,-84,-68,-111,57,-25,-39,94,-108
173,0,-63,-112,-17,100,35,-79,74,80,-127,-40,125,115,-79,70,-35,89,-84,-68,-111,57,-25,-39,94,-108
174,0,22,-1,-64,19,0,-21,-76,-41,121,65,-73,-8,12,-11,-19,-55,113,-90,121,80,7,-73,-65,120
175,0,22,-1,-64,19,0,-21,-76,-41,121,65,-73,-8,12,-11,-19,-55,113,-90,121,80,7,-73,-65,120
176,0,22,-1,-64,19,0,-21,-76,-41,121,65,-73,-8,12,-11,-19,-55,113,-90,121,80,7,-73,-65,120
177,0,-24,-15,8,-122,-120,-44,-52,-104,-56,39,116,-25,123,-71,53,18,33,101,-77,94,126,-13,119,103
178,0,-24,-15,8,-122,-120,-44,-52,-104,-56,39,116,-25,123,-71,53,18,33,101,-77,94,126,-13,119,103
179,0,-24,-15,8,-122,-120,-44,-52,-104,-56,39,116,-25,123,-71,53,18,33,101,-77,94,126,-13,119,103
180,0,-93,44,73,35,-57,46,-91,-14,114,-46,84,41,3,103,-62,-54,35,-72,-44,-82,-104,45,91,-123
181,0,-93,44,73,35,-57,46,-91,-14,114,-46,84,41,3,103,-62,-54,35,-72,-44,-82,-104,45,91,-123
182,0,-93,44,73,35,-57,46,-91,-14,114,-46,84,41,3,103,-62,-54,35,-72,-44,-82,-104,45,91,-123
183,0,-53,-113,4,-104,-77,2,44,-61,-123,15,-115,12,-39,110,-59,48,115,-65,47,119,2,-27,-3,-24
184,0,-53,-113,4,-104,-77,2,44,-61,-123,15,-115,12,-39,110,-59,48,115,-65,47,119,2,-27,-3,-24
185,0,-53,-113,4,-104,-77,2,44,-61,-123,15,-115,12,-39,110,-59,48,115,-65,47,119,2,-27,-3,-24
186,0,-55,28,52,109,-2,29,77,-80,-81,125,14,-102,80,-64,33,108,15,-76,67,-78,33,-79,-105,-19
187,0,-55,28,52,109,-2,29,77,-80,-81,125,14,-102,80,-64,33,108,15,-76,67,-78,33,-79,-105,-19
188,0,-55,28,52,109,-2,29,77,-80,-81,125,14,-102,80,-64,33,108,15,-76,67,-78,33,-79,-105,-19
189,0,-22,-106,-20,-102,-89,8,-29,69,106,-23,104,25,88,5,-109,-71,45,-6,61,-48,103,57,-49,22
190,0,-22,-106,-20,-102,-89,8,-29,69,106,-23,104,25,88,5,-109,-71,45,-6,61,-48,103,57,-49,22
191,0,-22,-106,-20,-102,-89,8,-29,69,106,-23,104,25,88,5,-109,-71,45,-6,61,-48,103,57,-49,22
192,0,-69,-49,67,78,40,-84,-64,50,-12,-60,-28,110,31,38,63,62,-95,122,-53,-105,-69,80,89,25
193,0,-69,-49,67,78,40,-84,-64,50,-12,-60,-28,110,31,38,63,62,-95,122,-53,-105,-69,80,89,25
194,0,-69,-49,67,78,40,-84,-64,50,-12,-60,-28,110,31,38,63,62,-95,122,-53,-105,-69,80,89,25
195,0,39,45,88,-20,32,73,-107,-79,-17,-89,-96,87,75,64,-83,-16,92,-110,52,-89,96,56,-114,111
196,0,39,45,88,-20,32,73,-107,-79,-17,-89,-96,87,75,64,-83,-16,92,-110,52,-89,96,56,-114,111
197,0,39,45,88,-20,32,73,-107,-79,-17,-89,-96,87,75,64,-83,-16,92,-110,52,-89,96,56,-114,111
198,0,0,-80,29,85,-39,-6,-81,-67,0,-17,115,116,-56,-8,16,80,-81,104,86,-105,-50,93,-124,121
199,0,0,-80,29,85,-39,-6,-81,-67,0,-17,115,116,-56,-8,16,80,-81,104,86,-105,-50,93,-124,121
200,0,0,-80,29,85,-39,-6,-81,-67,0,-17,115,116,-56,-8,16,80,-81,104,86,-105,-50,93,-124,121
201,0,0,0,79,-91,19,-51,-18,-113,0,0,-17,-73,-103,-69,25,-105,49,76,-33,109,91,-114,58,-122
202,0,0,0,79,-91,19,-51,-18,-113,0,0,-17,-73,-103,-69,25,-105,49,76,-33,109,91,-114,58,-122
203,0,0,0,79,-91,19,-51,-18,-113,0,0,-17,-73,-103,-69,25,-105,49,76,-33,109,91,-114,58,-122
204,0,0,0,0,52,-68,120,-113,-110,0,0,0,-17,-125,13,-91,98,93,-72,-127,8,-23,106,58,28
205,0,0,0,0,52,-68,120,-113,-110,0,0,0,-17,-125,13,-91,98,93,-72,-127,8,-23,106,58,28
206,0,0,0,0,52,-68,120,-113,-110,0,0,0,-17,-125,13,-91,98,93,-72,-127,8,-23,106,58,28
207,0,0,0,0,0,-100,79,-60,-32,0,0,0,0,-17,68,-54,42,-34,31,-119,-18,19,-85,-82,-76
208,0,0,0,0,0,-100,79,-60,-32,0,0,0,0,-17,68,-54,42,-34,31,-119,-18,19,-85,-82,-76
209,0,0,0,0,0,-100,79,-60,-32,0,0,0,0,-17,68,-54,42,-34,31,-119,-18,19,-85,-82,-76
210,0,0,0,0,0,0,108,-55,39,0,0,0,0,0,-17,-94,-71,50,-117,61,-101,-29,86,94,-29
211,0,0,0,0,0,0,108,-55,39,0,0,0,0,0,-17,-94,-71,50,-117,61,-101,-29,86,94,-29
212,0,0,0,0,0,0,108,-55,39,0,0,0,0,0,-17,-94,-71,50,-117,61,-101,-29,86,94,-29
213,0,0,0,0,0,0,0,34,-87,0,0,0,0,0,0,-17,38,18,75,-92,-7,-25,-32,-2,-119
214,0,0,0,0,0,0,0,34,-87,0,0,0,0,0,0,-17,38,18,75,-92,-7,-25,-32,-2,-119
215,0,0,0,0,0,0,0,34,-87,0,0,0,0,0,0,-17,38,18,75,-92,-7,-25,-32,-2,-119
216,0,0,0,0,0,0,0,0,-42,0,0,0,0,0,0,0,-17,20,92,-114,-23,-58,-126,84,-60
217,0,0,0,0,0,0,0,0,-42,0,0,0,0,0,0,0,-17,20,92,-114,-23,-58,-126,84,-60
218,0,0,0,0,0,0,0,0,-42,0,0,0,0,0,0,0,-17,20,92,-114,-23,-58,-126,84,-60
219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17,-9,-74,-30,74,-51,94,46
