count,context,act0,act1,act2,act3,act4,act5,act6,act7,wei0,wei1,wei2,wei3,wei4,wei5,wei6,wei7,wei8,wei9,wei10,wei11,wei12,wei13,wei14,wei15
93,0,-31749,4238,2570,13623,-25457,-14797,-11320,-7340,23142,-18964,-27462,28062,25900,12663,23900,-4035,-399,32073,-18015,26537,-18142,31210,-22049,-2061
94,0,-31749,4238,2570,13623,-25457,-14797,-11320,-7340,23142,-18964,-27462,28062,25900,12663,23900,-4035,-399,32073,-18015,26537,-18142,31210,-22049,-2061
95,0,-31749,4238,2570,13623,-25457,-14797,-11320,-7340,23142,-18964,-27462,28062,25900,12663,23900,-4035,-399,32073,-18015,26537,-18142,31210,-22049,-2061
96,0,9450,-28127,-19991,6381,-18515,-19470,23019,-2570,-24433,23532,7,-12864,20979,-3860,2177,-20923,29547,-7918,-2457,25270,-16297,-12371,-26595,29062
97,0,9450,-28127,-19991,6381,-18515,-19470,23019,-2570,-24433,23532,7,-12864,20979,-3860,2177,-20923,29547,-7918,-2457,25270,-16297,-12371,-26595,29062
98,0,9450,-28127,-19991,6381,-18515,-19470,23019,-2570,-24433,23532,7,-12864,20979,-3860,2177,-20923,29547,-7918,-2457,25270,-16297,-12371,-26595,29062
99,0,9224,-13253,-31543,-8505,-9308,14534,-32523,-18336,12165,31547,10768,12360,-3031,-1048,-18023,-26326,28239,-9639,-30580,191,22873,-23099,-24880,11293
100,0,9224,-13253,-31543,-8505,-9308,14534,-32523,-18336,12165,31547,10768,12360,-3031,-1048,-18023,-26326,28239,-9639,-30580,191,22873,-23099,-24880,11293
101,0,9224,-13253,-31543,-8505,-9308,14534,-32523,-18336,12165,31547,10768,12360,-3031,-1048,-18023,-26326,28239,-9639,-30580,191,22873,-23099,-24880,11293
102,0,-12471,13147,-28283,-16487,-22948,12689,-12084,11246,4518,-2806,-3937,-23856,27400,7393,7339,-8644,-4381,-5500,-24395,-30699,28634,25785,-25652,25928
103,0,-12471,13147,-28283,-16487,-22948,12689,-12084,11246,4518,-2806,-3937,-23856,27400,7393,7339,-8644,-4381,-5500,-24395,-30699,28634,25785,-25652,25928
104,0,-12471,13147,-28283,-16487,-22948,12689,-12084,11246,4518,-2806,-3937,-23856,27400,7393,7339,-8644,-4381,-5500,-24395,-30699,28634,25785,-25652,25928
105,0,-26701,-30125,1530,-19772,-9408,-16521,-11764,6940,28397,18305,10600,30983,-12883,-26275,-15151,-13355,1963,10394,-16118,8448,-17700,-16061,5510,9318
106,0,-26701,-30125,1530,-19772,-9408,-16521,-11764,6940,28397,18305,10600,30983,-12883,-26275,-15151,-13355,1963,10394,-16118,8448,-17700,-16061,5510,9318
107,0,-26701,-30125,1530,-19772,-9408,-16521,-11764,6940,28397,18305,10600,30983,-12883,-26275,-15151,-13355,1963,10394,-16118,8448,-17700,-16061,5510,9318
108,0,17903,24033,10973,-17077,-5575,11390,21463,3199,17921,-18508,-19980,-16820,-26005,11088,8095,-11630,21634,2932,17064,-5793,-19200,12555,-28466,30963
109,0,17903,24033,10973,-17077,-5575,11390,21463,3199,17921,-18508,-19980,-16820,-26005,11088,8095,-11630,21634,2932,17064,-5793,-19200,12555,-28466,30963
110,0,17903,24033,10973,-17077,-5575,11390,21463,3199,17921,-18508,-19980,-16820,-26005,11088,8095,-11630,21634,2932,17064,-5793,-19200,12555,-28466,30963
111,0,-19836,-1548,-11658,28825,8349,30936,12881,3551,9643,18387,-11878,-4065,-28643,-12535,27628,22804,-13539,-7485,8126,20014,25747,29685,32382,24606
112,0,-19836,-1548,-11658,28825,8349,30936,12881,3551,9643,18387,-11878,-4065,-28643,-12535,27628,22804,-13539,-7485,8126,20014,25747,29685,32382,24606
113,0,-19836,-1548,-11658,28825,8349,30936,12881,3551,9643,18387,-11878,-4065,-28643,-12535,27628,22804,-13539,-7485,8126,20014,25747,29685,32382,24606
114,0,-8897,-29579,15826,275,5832,-25588,11229,-28157,-30134,25261,-12812,-3939,-7191,-2159,-9147,23315,-10538,23719,8509,-10516,-31868,-29015,16203,-18108
115,0,-8897,-29579,15826,275,5832,-25588,11229,-28157,-30134,25261,-12812,-3939,-7191,-2159,-9147,23315,-10538,23719,8509,-10516,-31868,-29015,16203,-18108
116,0,-8897,-29579,15826,275,5832,-25588,11229,-28157,-30134,25261,-12812,-3939,-7191,-2159,-9147,23315,-10538,23719,8509,-10516,-31868,-29015,16203,-18108
117,0,26064,-11024,8628,-10719,28324,3161,10020,21321,-4843,-15136,1431,12490,2571,27190,-5063,11647,21891,-13683,10048,-5632,-2543,18755,-18989,-17033
118,0,26064,-11024,8628,-10719,28324,3161,10020,21321,-4843,-15136,1431,12490,2571,27190,-5063,11647,21891,-13683,10048,-5632,-2543,18755,-18989,-17033
119,0,26064,-11024,8628,-10719,28324,3161,10020,21321,-4843,-15136,1431,12490,2571,27190,-5063,11647,21891,-13683,10048,-5632,-2543,18755,-18989,-17033
120,0,32526,7828,-8180,4586,-4709,-12251,30834,-30196,-12215,-24565,7682,-25487,-19256,-5446,25041,-789,-263,5996,21140,-32001,-1194,5900,27043,6302
121,0,32526,7828,-8180,4586,-4709,-12251,30834,-30196,-12215,-24565,7682,-25487,-19256,-5446,25041,-789,-263,5996,21140,-32001,-1194,5900,27043,6302
122,0,32526,7828,-8180,4586,-4709,-12251,30834,-30196,-12215,-24565,7682,-25487,-19256,-5446,25041,-789,-263,5996,21140,-32001,-1194,5900,27043,6302
123,0,-30225,-5652,-24086,-22467,4621,28749,3358,-17629,-7613,-11952,6186,-11666,28565,-6714,6945,25843,-23311,-1186,19876,8652,19487,24367,-10829,13178
124,0,-30225,-5652,-24086,-22467,4621,28749,3358,-17629,-7613,-11952,6186,-11666,28565,-6714,6945,25843,-23311,-1186,19876,8652,19487,24367,-10829,13178
125,0,-30225,-5652,-24086,-22467,4621,28749,3358,-17629,-7613,-11952,6186,-11666,28565,-6714,6945,25843,-23311,-1186,19876,8652,19487,24367,-10829,13178
126,0,14085,-25334,7785,-22662,16524,-2860,20951,-32224,1514,22972,254,-17448,10722,20577,13245,-16475,-20996,1789,18925,15831,-1687,9495,-2736,-14033
127,0,14085,-25334,7785,-22662,16524,-2860,20951,-32224,1514,22972,254,-17448,10722,20577,13245,-16475,-20996,1789,18925,15831,-1687,9495,-2736,-14033
128,0,14085,-25334,7785,-22662,16524,-2860,20951,-32224,1514,22972,254,-17448,10722,20577,13245,-16475,-20996,1789,18925,15831,-1687,9495,-2736,-14033
129,0,21697,13793,1518,-2839,6871,12417,-7035,-2901,15391,24832,7303,-28629,3140,-10731,3599,-4175,1703,13507,-29298,-10961,9146,14429,-13630,-19762
130,0,21697,13793,1518,-2839,6871,12417,-7035,-2901,15391,24832,7303,-28629,3140,-10731,3599,-4175,1703,13507,-29298,-10961,9146,14429,-13630,-19762
131,0,21697,13793,1518,-2839,6871,12417,-7035,-2901,15391,24832,7303,-28629,3140,-10731,3599,-4175,1703,13507,-29298,-10961,9146,14429,-13630,-19762
132,0,25315,622,3783,-656,20411,-29779,-2704,10896,19526,-3911,19273,28168,20669,-27199,12358,-7737,-12215,20287,-24186,-2217,20102,23625,-24873,24082
133,0,25315,622,3783,-656,20411,-29779,-2704,10896,19526,-3911,19273,28168,20669,-27199,12358,-7737,-12215,20287,-24186,-2217,20102,23625,-24873,24082
134,0,25315,622,3783,-656,20411,-29779,-2704,10896,19526,-3911,19273,28168,20669,-27199,12358,-7737,-12215,20287,-24186,-2217,20102,23625,-24873,24082
135,0,19836,-30758,5989,-21519,15803,-21839,20179,-19517,22757,27041,2763,-21300,32643,-23887,11193,-31808,28138,5579,-21044,-6349,-21222,-30599,19237,-31497
136,0,19836,-30758,5989,-21519,15803,-21839,20179,-19517,22757,27041,2763,-21300,32643,-23887,11193,-31808,28138,5579,-21044,-6349,-21222,-30599,19237,-31497
137,0,19836,-30758,5989,-21519,15803,-21839,20179,-19517,22757,27041,2763,-21300,32643,-23887,11193,-31808,28138,5579,-21044,-6349,-21222,-30599,19237,-31497
138,0,-16722,22162,20304,-1404,5216,-31274,-12800,-21320,14381,-2223,4020,-21400,3728,4669,22445,-16870,-32435,20684,23500,-31215,21260,9927,11165,15392
139,0,-16722,22162,20304,-1404,5216,-31274,-12800,-21320,14381,-2223,4020,-21400,3728,4669,22445,-16870,-32435,20684,23500,-31215,21260,9927,11165,15392
140,0,-16722,22162,20304,-1404,5216,-31274,-12800,-21320,14381,-2223,4020,-21400,3728,4669,22445,-16870,-32435,20684,23500,-31215,21260,9927,11165,15392
141,0,-4516,32127,-15963,3993,-4158,5230,-8053,-8324,16941,17569,-30955,18808,29694,-18308,1032,15126,14304,-30479,-12190,-31625,-27563,17854,-7386,-14967
142,0,-4516,32127,-15963,3993,-4158,5230,-8053,-8324,16941,17569,-30955,18808,29694,-18308,1032,15126,14304,-30479,-12190,-31625,-27563,17854,-7386,-14967
143,0,-4516,32127,-15963,3993,-4158,5230,-8053,-8324,16941,17569,-30955,18808,29694,-18308,1032,15126,14304,-30479,-12190,-31625,-27563,17854,-7386,-14967
144,0,9668,-1726,31969,-31880,-31724,-14172,-144,11872,32021,-32467,32766,-6747,-32688,-28354,-9385,-19198,9634,-23081,8154,27551,-18504,27027,-4189,-24227
145,0,9668,-1726,31969,-31880,-31724,-14172,-144,11872,32021,-32467,32766,-6747,-32688,-28354,-9385,-19198,9634,-23081,8154,27551,-18504,27027,-4189,-24227
146,0,9668,-1726,31969,-31880,-31724,-14172,-144,11872,32021,-32467,32766,-6747,-32688,-28354,-9385,-19198,9634,-23081,8154,27551,-18504,27027,-4189,-24227
147,0,-10155,18220,-17416,29882,-10442,-28679,-11523,17073,14260,31688,-3458,15282,25242,-1338,23562,1381,25589,-32288,11944,32164,-26256,-31443,-7275,15754
148,0,-10155,18220,-17416,29882,-10442,-28679,-11523,17073,14260,31688,-3458,15282,25242,-1338,23562,1381,25589,-32288,11944,32164,-26256,-31443,-7275,15754
149,0,-10155,18220,-17416,29882,-10442,-28679,-11523,17073,14260,31688,-3458,15282,25242,-1338,23562,1381,25589,-32288,11944,32164,-26256,-31443,-7275,15754
150,0,-27165,16090,-25396,4526,13494,18224,-31706,-4801,-32075,24172,-24227,-18812,2396,8134,22316,1931,-16800,18207,26025,-12557,13071,-7187,-2917,30443
151,0,-27165,16090,-25396,4526,13494,18224,-31706,-4801,-32075,24172,-24227,-18812,2396,8134,22316,1931,-16800,18207,26025,-12557,13071,-7187,-2917,30443
152,0,-27165,16090,-25396,4526,13494,18224,-31706,-4801,-32075,24172,-24227,-18812,2396,8134,22316,1931,-16800,18207,26025,-12557,13071,-7187,-2917,30443
153,0,-31072,6750,-10402,-11792,-16916,15024,25446,10761,6241,3021,-12149,-5640,10115,25112,-24906,17224,-20690,-21537,-24524,1026,-18244,33,-26089,30677
154,0,-31072,6750,-10402,-11792,-16916,15024,25446,10761,6241,3021,-12149,-5640,10115,25112,-24906,17224,-20690,-21537,-24524,1026,-18244,33,-26089,30677
155,0,-31072,6750,-10402,-11792,-16916,15024,25446,10761,6241,3021,-12149,-5640,10115,25112,-24906,17224,-20690,-21537,-24524,1026,-18244,33,-26089,30677
156,0,-11480,7444,-4926,30213,6801,15113,8912,-23392,503,10301,-20840,-2014,20756,-21466,-15766,30740,-8246,-6816,-30217,18737,-22137,-32311,-8945,-8135
157,0,-11480,7444,-4926,30213,6801,15113,8912,-23392,503,10301,-20840,-2014,20756,-21466,-15766,30740,-8246,-6816,-30217,18737,-22137,-32311,-8945,-8135
158,0,-11480,7444,-4926,30213,6801,15113,8912,-23392,503,10301,-20840,-2014,20756,-21466,-15766,30740,-8246,-6816,-30217,18737,-22137,-32311,-8945,-8135
159,0,-17952,-11617,12566,10717,10356,-18970,9439,18006,-15630,4673,-30038,-31990,-23476,23169,-18196,-18274,10808,8667,4655,-3144,-27396,20792,21166,18595
160,0,-17952,-11617,12566,10717,10356,-18970,9439,18006,-15630,4673,-30038,-31990,-23476,23169,-18196,-18274,10808,8667,4655,-3144,-27396,20792,21166,18595
161,0,-17952,-11617,12566,10717,10356,-18970,9439,18006,-15630,4673,-30038,-31990,-23476,23169,-18196,-18274,10808,8667,4655,-3144,-27396,20792,21166,18595
162,0,1883,25253,-8601,-30523,12447,-26567,15659,-23222,21487,-24633,-14298,-31021,5632,28526,-9664,-9564,-10210,-16542,5503,-3792,-15299,-17032,25983,25543
163,0,1883,25253,-8601,-30523,12447,-26567,15659,-23222,21487,-24633,-14298,-31021,5632,28526,-9664,-9564,-10210,-16542,5503,-3792,-15299,-17032,25983,25543
164,0,1883,25253,-8601,-30523,12447,-26567,15659,-23222,21487,-24633,-14298,-31021,5632,28526,-9664,-9564,-10210,-16542,5503,-3792,-15299,-17032,25983,25543
165,0,26481,25407,24867,9898,-15729,11857,2408,-4977,25747,-9817,-562,8963,-17403,-10668,-26110,10847,-15231,8197,-13513,-21542,-5741,9059,-21351,4160
166,0,26481,25407,24867,9898,-15729,11857,2408,-4977,25747,-9817,-562,8963,-17403,-10668,-26110,10847,-15231,8197,-13513,-21542,-5741,9059,-21351,4160
167,0,26481,25407,24867,9898,-15729,11857,2408,-4977,25747,-9817,-562,8963,-17403,-10668,-26110,10847,-15231,8197,-13513,-21542,-5741,9059,-21351,4160
