write_count,context,addr,shift_cnt,lane0,lane1,lane2,lane3,lane4,lane5,lane6,lane7,lane8,lane9,lane10,lane11,lane12,lane13,lane14,lane15,lane16,lane17,lane18,lane19,lane20,lane21,lane22,lane23,lane24,lane25,lane26,lane27,lane28,lane29,lane30,lane31
52,0,208,26,-52394,-58911,-25861,-12532,80842,62716,-89004,41799,-52394,-52394,-52394,-52394,-52394,-52394,-52394,-52394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0,208,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-52394,-52394,-52394,-52394,-52394,-52394,-52394,-52394,-52394,-52394,-52394,-52394,-52394,-52394,-52394,-52394
54,0,216,27,-62514,-177990,-97520,-103495,-47164,-67607,-35667,82659,-62514,-62514,-62514,-62514,-62514,-62514,-62514,-62514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0,216,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-62514,-62514,-62514,-62514,-62514,-62514,-62514,-62514,-62514,-62514,-62514,-62514,-62514,-62514,-62514,-62514
56,0,224,28,37175,49438,-19472,-108035,50858,40763,45342,20372,37175,37175,37175,37175,37175,37175,37175,37175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0,224,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37175,37175,37175,37175,37175,37175,37175,37175,37175,37175,37175,37175,37175,37175,37175,37175
58,0,232,29,54740,-61284,-20433,-4848,79934,-64751,-52947,42120,54740,54740,54740,54740,54740,54740,54740,54740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,0,232,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54740,54740,54740,54740,54740,54740,54740,54740,54740,54740,54740,54740,54740,54740,54740,54740
60,0,240,30,35985,-32988,-63505,92115,108053,-50317,-2884,-30801,35985,35985,35985,35985,35985,35985,35985,35985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,0,240,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35985,35985,35985,35985,35985,35985,35985,35985,35985,35985,35985,35985,35985,35985,35985,35985
62,0,248,31,-13318,2735,-48276,-34928,12489,63420,146989,-36220,-13318,-13318,-13318,-13318,-13318,-13318,-13318,-13318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,0,248,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13318,-13318,-13318,-13318,-13318,-13318,-13318,-13318,-13318,-13318,-13318,-13318,-13318,-13318,-13318,-13318
64,0,256,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0,256,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,0,264,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,0,264,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,0,272,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,0,272,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,0,280,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,0,280,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,0,288,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0,288,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,0,296,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,296,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,0,304,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,0,304,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,0,312,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,0,312,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,1,1,0,24882,19716,-16644,39559,84122,-1766,60021,110870,24882,24882,24882,24882,24882,24882,24882,24882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24882,24882,24882,24882,24882,24882,24882,24882,24882,24882,24882,24882,24882,24882,24882,24882
82,1,9,1,-33595,11798,-21636,-58722,28788,-2634,-52112,55106,-33595,-33595,-33595,-33595,-33595,-33595,-33595,-33595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33595,-33595,-33595,-33595,-33595,-33595,-33595,-33595,-33595,-33595,-33595,-33595,-33595,-33595,-33595,-33595
84,1,17,2,-102277,-17758,87585,-7224,-60641,-19089,7481,4303,-102277,-102277,-102277,-102277,-102277,-102277,-102277,-102277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,1,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-102277,-102277,-102277,-102277,-102277,-102277,-102277,-102277,-102277,-102277,-102277,-102277,-102277,-102277,-102277,-102277
86,1,25,3,-55898,24638,93434,-37618,-180396,27136,33015,-43456,-55898,-55898,-55898,-55898,-55898,-55898,-55898,-55898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,1,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-55898,-55898,-55898,-55898,-55898,-55898,-55898,-55898,-55898,-55898,-55898,-55898,-55898,-55898,-55898,-55898
88,1,33,4,21970,66585,26751,22034,-52209,147012,-12095,-118363,21970,21970,21970,21970,21970,21970,21970,21970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,1,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21970,21970,21970,21970,21970,21970,21970,21970,21970,21970,21970,21970,21970,21970,21970,21970
90,1,41,5,9865,-33976,61309,-30387,-61666,-62944,11588,-42150,9865,9865,9865,9865,9865,9865,9865,9865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,1,41,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9865,9865,9865,9865,9865,9865,9865,9865,9865,9865,9865,9865,9865,9865,9865,9865
92,1,49,6,-54008,29431,7846,-31521,-29726,-39121,71871,-25551,-54008,-54008,-54008,-54008,-54008,-54008,-54008,-54008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,1,49,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-54008,-54008,-54008,-54008,-54008,-54008,-54008,-54008,-54008,-54008,-54008,-54008,-54008,-54008,-54008,-54008
94,1,57,7,42115,-80769,-13166,43945,108944,-37490,-37885,-43690,42115,42115,42115,42115,42115,42115,42115,42115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,1,57,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42115,42115,42115,42115,42115,42115,42115,42115,42115,42115,42115,42115,42115,42115,42115,42115
96,1,65,8,-35848,-33520,41037,-105429,-44719,-16182,-24153,86609,-35848,-35848,-35848,-35848,-35848,-35848,-35848,-35848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,1,65,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35848,-35848,-35848,-35848,-35848,-35848,-35848,-35848,-35848,-35848,-35848,-35848,-35848,-35848,-35848,-35848
98,1,73,9,-6260,21610,49765,-13606,-50949,-27832,28343,-25417,-6260,-6260,-6260,-6260,-6260,-6260,-6260,-6260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,1,73,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6260,-6260,-6260,-6260,-6260,-6260,-6260,-6260,-6260,-6260,-6260,-6260,-6260,-6260,-6260,-6260
100,1,81,10,88843,-63756,-64677,31852,62405,102443,-996,-78474,88843,88843,88843,88843,88843,88843,88843,88843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,1,81,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88843,88843,88843,88843,88843,88843,88843,88843,88843,88843,88843,88843,88843,88843,88843,88843
102,1,89,11,20324,-53879,57051,-46940,7829,70724,54448,-22366,20324,20324,20324,20324,20324,20324,20324,20324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1,89,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20324,20324,20324,20324,20324,20324,20324,20324,20324,20324,20324,20324,20324,20324,20324,20324
104,1,97,12,47055,-80079,-8982,-34580,-80447,4966,-77957,-93891,47055,47055,47055,47055,47055,47055,47055,47055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,1,97,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47055,47055,47055,47055,47055,47055,47055,47055,47055,47055,47055,47055,47055,47055,47055,47055
106,1,105,13,48150,60351,-29402,-92871,49976,20540,-24901,-18034,48150,48150,48150,48150,48150,48150,48150,48150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,1,105,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48150,48150,48150,48150,48150,48150,48150,48150,48150,48150,48150,48150,48150,48150,48150,48150
108,1,113,14,68405,68718,99983,-114896,12213,-51046,10722,-34763,68405,68405,68405,68405,68405,68405,68405,68405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,1,113,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68405,68405,68405,68405,68405,68405,68405,68405,68405,68405,68405,68405,68405,68405,68405,68405
110,1,121,15,-47525,51244,129829,-19215,-43953,56264,29449,55439,-47525,-47525,-47525,-47525,-47525,-47525,-47525,-47525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,1,121,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-47525,-47525,-47525,-47525,-47525,-47525,-47525,-47525,-47525,-47525,-47525,-47525,-47525,-47525,-47525,-47525
112,1,129,16,121162,185339,-11563,10035,-19145,98993,100463,-50005,121162,121162,121162,121162,121162,121162,121162,121162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,1,129,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121162,121162,121162,121162,121162,121162,121162,121162,121162,121162,121162,121162,121162,121162,121162,121162
114,1,137,17,-22996,-78423,30310,8112,-50547,-57498,-9949,11799,-22996,-22996,-22996,-22996,-22996,-22996,-22996,-22996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,1,137,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22996,-22996,-22996,-22996,-22996,-22996,-22996,-22996,-22996,-22996,-22996,-22996,-22996,-22996,-22996,-22996
116,1,145,18,-81596,56082,36987,-23424,30058,32160,60239,68292,-81596,-81596,-81596,-81596,-81596,-81596,-81596,-81596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,1,145,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81596,-81596,-81596,-81596,-81596,-81596,-81596,-81596,-81596,-81596,-81596,-81596,-81596,-81596,-81596,-81596
118,1,153,19,-39468,-21269,81722,33627,106676,-1063,63095,27754,-39468,-39468,-39468,-39468,-39468,-39468,-39468,-39468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,1,153,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-39468,-39468,-39468,-39468,-39468,-39468,-39468,-39468,-39468,-39468,-39468,-39468,-39468,-39468,-39468,-39468
120,1,161,20,-19641,5952,-39647,71824,-16069,-53791,-31794,55127,-19641,-19641,-19641,-19641,-19641,-19641,-19641,-19641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,1,161,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19641,-19641,-19641,-19641,-19641,-19641,-19641,-19641,-19641,-19641,-19641,-19641,-19641,-19641,-19641,-19641
122,1,169,21,-48079,-33933,19602,-21749,15047,-67020,19724,-49429,-48079,-48079,-48079,-48079,-48079,-48079,-48079,-48079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,1,169,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48079,-48079,-48079,-48079,-48079,-48079,-48079,-48079,-48079,-48079,-48079,-48079,-48079,-48079,-48079,-48079
124,1,177,22,34304,7891,73683,-85061,-79574,-29886,120364,-81617,34304,34304,34304,34304,34304,34304,34304,34304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,1,177,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34304,34304,34304,34304,34304,34304,34304,34304,34304,34304,34304,34304,34304,34304,34304,34304
126,1,185,23,-9777,-9160,61981,73381,23588,83854,125729,78207,-9777,-9777,-9777,-9777,-9777,-9777,-9777,-9777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,1,185,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9777,-9777,-9777,-9777,-9777,-9777,-9777,-9777,-9777,-9777,-9777,-9777,-9777,-9777,-9777,-9777
128,1,193,24,-31689,39600,21974,-3310,106814,55853,-166618,-111114,-31689,-31689,-31689,-31689,-31689,-31689,-31689,-31689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,1,193,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-31689,-31689,-31689,-31689,-31689,-31689,-31689,-31689,-31689,-31689,-31689,-31689,-31689,-31689,-31689,-31689
130,1,201,25,152891,38325,2366,18134,-27499,37773,35836,47467,152891,152891,152891,152891,152891,152891,152891,152891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,1,201,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152891,152891,152891,152891,152891,152891,152891,152891,152891,152891,152891,152891,152891,152891,152891,152891
132,1,209,26,-1808,55716,84314,-30868,14576,-44075,-28871,74024,-1808,-1808,-1808,-1808,-1808,-1808,-1808,-1808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,1,209,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1808,-1808,-1808,-1808,-1808,-1808,-1808,-1808,-1808,-1808,-1808,-1808,-1808,-1808,-1808,-1808
134,1,217,27,40083,89244,-1781,-57436,28281,-106863,40288,-77065,40083,40083,40083,40083,40083,40083,40083,40083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,1,217,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40083,40083,40083,40083,40083,40083,40083,40083,40083,40083,40083,40083,40083,40083,40083,40083
136,1,225,28,-38708,93942,-18784,-133702,13136,-73768,-33979,10135,-38708,-38708,-38708,-38708,-38708,-38708,-38708,-38708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,1,225,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-38708,-38708,-38708,-38708,-38708,-38708,-38708,-38708,-38708,-38708,-38708,-38708,-38708,-38708,-38708,-38708
138,1,233,29,-24771,18995,55519,-50440,-24706,-90133,32432,-100001,-24771,-24771,-24771,-24771,-24771,-24771,-24771,-24771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,1,233,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24771,-24771,-24771,-24771,-24771,-24771,-24771,-24771,-24771,-24771,-24771,-24771,-24771,-24771,-24771,-24771
140,1,241,30,46638,-26523,-17761,74481,51695,4056,106192,-78223,46638,46638,46638,46638,46638,46638,46638,46638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,1,241,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46638,46638,46638,46638,46638,46638,46638,46638,46638,46638,46638,46638,46638,46638,46638,46638
142,1,249,31,-101083,82785,17481,52055,-142004,-18773,-4567,26307,-101083,-101083,-101083,-101083,-101083,-101083,-101083,-101083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,1,249,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-101083,-101083,-101083,-101083,-101083,-101083,-101083,-101083,-101083,-101083,-101083,-101083,-101083,-101083,-101083,-101083
144,1,257,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,257,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,1,265,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
