idx,word_addr,lane,value
346,20,26,24
347,20,27,127
348,20,28,88
349,20,29,-3
350,20,30,16
351,20,31,-61
352,22,0,113
353,22,1,77
354,22,2,103
355,22,3,-25
356,22,4,58
357,22,5,-39
358,22,6,-4
359,22,7,97
360,22,8,-46
361,22,9,-69
362,22,10,-55
363,22,11,61
364,22,12,43
365,22,13,-21
366,22,14,-12
367,22,15,-35
368,22,16,69
369,22,17,14
370,22,18,-53
371,22,19,13
372,22,20,71
373,22,21,118
374,22,22,-25
375,22,23,-49
376,22,24,76
377,22,25,76
378,22,26,78
379,22,27,25
380,22,28,-83
381,22,29,-37
382,22,30,88
383,22,31,38
384,24,0,-61
385,24,1,-52
386,24,2,-3
387,24,3,-93
388,24,4,-20
389,24,5,29
390,24,6,103
391,24,7,-87
392,24,8,119
393,24,9,-16
394,24,10,-31
395,24,11,127
396,24,12,-97
397,24,13,-65
398,24,14,54
399,24,15,-126
400,24,16,-72
401,24,17,-51
402,24,18,-61
403,24,19,56
404,24,20,116
405,24,21,62
406,24,22,95
407,24,23,-5
408,24,24,-68
409,24,25,108
410,24,26,52
411,24,27,-94
412,24,28,34
413,24,29,-57
414,24,30,-62
415,24,31,114
416,26,0,125
417,26,1,-104
418,26,2,80
419,26,3,-2
420,26,4,-108
421,26,5,-1
422,26,6,8
423,26,7,123
424,26,8,72
425,26,9,41
426,26,10,-78
427,26,11,83
428,26,12,-24
429,26,13,112
430,26,14,36
431,26,15,-66
432,26,16,70
433,26,17,-118
434,26,18,6
435,26,19,5
436,26,20,84
437,26,21,106
438,26,22,94
439,26,23,36
440,26,24,21
441,26,25,90
442,26,26,107
443,26,27,-39
444,26,28,-42
445,26,29,-7
446,26,30,22
447,26,31,126
448,28,0,-88
449,28,1,-48
450,28,2,104
451,28,3,-38
452,28,4,-47
453,28,5,96
454,28,6,116
455,28,7,-46
456,28,8,105
457,28,9,-71
458,28,10,107
459,28,11,8
460,28,12,-76
461,28,13,31
462,28,14,-23
463,28,15,45
464,28,16,60
465,28,17,114
466,28,18,43
467,28,19,-123
468,28,20,-54
469,28,21,-74
470,28,22,-91
471,28,23,-81
472,28,24,-80
473,28,25,45
474,28,26,18
475,28,27,7
476,28,28,-1
477,28,29,90
478,28,30,-5
479,28,31,59
480,30,0,-87
481,30,1,77
482,30,2,-18
483,30,3,-114
484,30,4,-54
485,30,5,36
486,30,6,-109
487,30,7,41
488,30,8,-87
489,30,9,-67
490,30,10,-41
491,30,11,-68
492,30,12,-31
493,30,13,-88
494,30,14,68
495,30,15,97
496,30,16,-103
497,30,17,94
498,30,18,6
499,30,19,22
500,30,20,42
501,30,21,-6
502,30,22,115
503,30,23,32
504,30,24,74
505,30,25,-104
506,30,26,21
507,30,27,49
508,30,28,-92
509,30,29,-6
510,30,30,-7
511,30,31,62
512,32,0,73
513,32,1,-87
514,32,2,37
515,32,3,78
516,32,4,-51
517,32,5,-99
518,32,6,-60
519,32,7,-98
520,32,8,111
521,32,9,95
522,32,10,-89
523,32,11,116
524,32,12,-45
525,32,13,-80
526,32,14,-43
527,32,15,87
528,32,16,-1
529,32,17,9
530,32,18,35
531,32,19,76
532,32,20,71
533,32,21,23
534,32,22,4
535,32,23,-35
536,32,24,-126
537,32,25,-27
538,32,26,-61
539,32,27,109
540,32,28,0
541,32,29,47
542,32,30,-41
543,32,31,45
544,34,0,98
545,34,1,36
546,34,2,-122
547,34,3,65
548,34,4,-37
549,34,5,-30
550,34,6,-125
551,34,7,90
552,34,8,-77
553,34,9,70
554,34,10,63
555,34,11,87
556,34,12,114
557,34,13,-11
558,34,14,86
559,34,15,-47
560,34,16,51
561,34,17,-79
562,34,18,-82
563,34,19,-68
564,34,20,64
565,34,21,50
566,34,22,109
567,34,23,-68
568,34,24,10
569,34,25,-79
570,34,26,77
571,34,27,54
572,34,28,10
573,34,29,-104
574,34,30,33
575,34,31,14
576,36,0,15
577,36,1,117
578,36,2,-93
579,36,3,32
580,36,4,29
581,36,5,-50
582,36,6,-67
583,36,7,-31
584,36,8,94
585,36,9,-118
586,36,10,-14
587,36,11,13
588,36,12,35
589,36,13,41
590,36,14,89
591,36,15,-125
592,36,16,109
593,36,17,-105
594,36,18,111
595,36,19,-7
596,36,20,-16
597,36,21,91
598,36,22,126
599,36,23,-29
600,36,24,-36
601,36,25,79
602,36,26,-108
603,36,27,-71
604,36,28,118
605,36,29,-56
606,36,30,-58
607,36,31,26
608,38,0,-25
609,38,1,-119
610,38,2,-27
611,38,3,26
612,38,4,-44
613,38,5,-33
614,38,6,102
615,38,7,118
616,38,8,-47
617,38,9,127
618,38,10,-33
619,38,11,-28
620,38,12,-14
621,38,13,10
622,38,14,86
623,38,15,-47
624,38,16,110
625,38,17,52
626,38,18,36
627,38,19,64
628,38,20,-63
629,38,21,52
630,38,22,-108
631,38,23,9
632,38,24,81
633,38,25,-16
634,38,26,30
635,38,27,-84
636,38,28,91
637,38,29,5
638,38,30,9
639,38,31,-124
640,40,0,55
641,40,1,-94
642,40,2,69
643,40,3,19
644,40,4,-19
645,40,5,-64
646,40,6,94
647,40,7,80
648,40,8,-67
649,40,9,-6
650,40,10,61
651,40,11,-113
652,40,12,36
653,40,13,-19
654,40,14,-96
655,40,15,10
656,40,16,105
657,40,17,31
658,40,18,55
659,40,19,-63
660,40,20,119
661,40,21,-109
662,40,22,-78
663,40,23,-113
664,40,24,103
665,40,25,64
666,40,26,124
667,40,27,65
668,40,28,46
669,40,29,75
670,40,30,99
671,40,31,-106
672,42,0,87
673,42,1,71
674,42,2,-77
675,42,3,90
676,42,4,-104
677,42,5,-63
678,42,6,-12
679,42,7,86
680,42,8,88
681,42,9,44
682,42,10,86
683,42,11,-26
684,42,12,-104
685,42,13,-111
686,42,14,-108
687,42,15,-24
688,42,16,-16
689,42,17,36
690,42,18,80
691,42,19,-94
692,42,20,-68
693,42,21,-72
694,42,22,92
695,42,23,-2
696,42,24,-1
697,42,25,126
698,42,26,-75
699,42,27,-51
700,42,28,-45
701,42,29,83
702,42,30,63
703,42,31,-120
704,44,0,-123
705,44,1,105
706,44,2,35
707,44,3,104
708,44,4,-70
709,44,5,-3
710,44,6,-113
711,44,7,26
712,44,8,-103
713,44,9,-28
714,44,10,-66
715,44,11,77
716,44,12,1
717,44,13,-121
718,44,14,17
719,44,15,-84
720,44,16,-124
721,44,17,54
722,44,18,-87
723,44,19,37
724,44,20,34
725,44,21,-16
726,44,22,76
727,44,23,78
728,44,24,-99
729,44,25,-75
730,44,26,-88
731,44,27,35
732,44,28,-71
733,44,29,34
734,44,30,62
735,44,31,-40
736,46,0,-101
737,46,1,-49
738,46,2,96
739,46,3,-14
740,46,4,92
741,46,5,56
742,46,6,61
743,46,7,24
744,46,8,-102
745,46,9,89
746,46,10,90
747,46,11,28
748,46,12,-20
749,46,13,-6
750,46,14,-63
751,46,15,119
752,46,16,29
753,46,17,-83
754,46,18,-88
755,46,19,11
756,46,20,-91
757,46,21,86
758,46,22,-10
759,46,23,22
760,46,24,104
761,46,25,63
762,46,26,1
763,46,27,-5
764,46,28,-5
765,46,29,39
766,46,30,115
767,46,31,-37
768,48,0,-19
769,48,1,-94
770,48,2,16
771,48,3,-72
772,48,4,-116
773,48,5,44
774,48,6,64
775,48,7,-82
776,48,8,81
777,48,9,53
778,48,10,-107
779,48,11,-53
780,48,12,-81
781,48,13,-59
782,48,14,71
783,48,15,119
784,48,16,112
785,48,17,81
786,48,18,58
787,48,19,-113
788,48,20,-108
789,48,21,119
790,48,22,-52
791,48,23,118
792,48,24,49
793,48,25,10
794,48,26,-82
795,48,27,112
796,48,28,53
797,48,29,71
798,48,30,41
799,48,31,122
800,50,0,-106
801,50,1,79
802,50,2,-60
803,50,3,81
804,50,4,-112
805,50,5,58
806,50,6,21
807,50,7,-16
808,50,8,104
809,50,9,46
810,50,10,-127
811,50,11,22
812,50,12,-47
813,50,13,-59
814,50,14,-8
815,50,15,-14
816,50,16,-46
817,50,17,47
818,50,18,109
819,50,19,-122
820,50,20,70
821,50,21,-63
822,50,22,102
823,50,23,98
824,50,24,-47
825,50,25,1
826,50,26,-88
827,50,27,-11
828,50,28,-123
829,50,29,-102
830,50,30,18
831,50,31,-82
832,52,0,13
833,52,1,-113
834,52,2,-90
835,52,3,-121
836,52,4,-10
837,52,5,34
838,52,6,42
839,52,7,-92
840,52,8,24
841,52,9,-109
842,52,10,35
843,52,11,-38
844,52,12,-109
845,52,13,108
846,52,14,15
847,52,15,-93
848,52,16,-27
849,52,17,6
850,52,18,-24
851,52,19,49
852,52,20,-49
853,52,21,119
854,52,22,-81
855,52,23,-40
856,52,24,-77
857,52,25,66
858,52,26,-37
859,52,27,-107
860,52,28,38
861,52,29,-8
862,52,30,-91
863,52,31,-59
864,54,0,-124
865,54,1,47
866,54,2,2
867,54,3,55
868,54,4,64
869,54,5,15
870,54,6,124
871,54,7,-108
872,54,8,49
873,54,9,90
874,54,10,-113
875,54,11,39
876,54,12,72
877,54,13,55
878,54,14,-29
879,54,15,31
880,54,16,35
881,54,17,127
882,54,18,36
883,54,19,-95
884,54,20,-21
885,54,21,-56
886,54,22,-6
887,54,23,-61
888,54,24,-57
889,54,25,-4
890,54,26,-16
891,54,27,126
892,54,28,-87
893,54,29,-81
894,54,30,42
895,54,31,102
896,56,0,-111
897,56,1,88
898,56,2,54
899,56,3,-105
900,56,4,86
901,56,5,-51
902,56,6,33
903,56,7,50
904,56,8,65
905,56,9,-64
906,56,10,-51
907,56,11,-48
908,56,12,115
909,56,13,-14
910,56,14,-107
911,56,15,-100
912,56,16,-60
913,56,17,106
914,56,18,-59
915,56,19,-127
916,56,20,-61
917,56,21,15
918,56,22,25
919,56,23,49
920,56,24,-83
921,56,25,18
922,56,26,8
923,56,27,45
924,56,28,-72
925,56,29,108
926,56,30,-41
927,56,31,-101
928,58,0,61
929,58,1,-78
930,58,2,100
931,58,3,115
932,58,4,51
933,58,5,-118
934,58,6,46
935,58,7,102
936,58,8,-93
937,58,9,-105
938,58,10,-108
939,58,11,46
940,58,12,-55
941,58,13,-116
942,58,14,48
943,58,15,-92
944,58,16,105
945,58,17,54
946,58,18,-119
947,58,19,-52
948,58,20,52
949,58,21,15
950,58,22,-70
951,58,23,54
952,58,24,-1
953,58,25,-70
954,58,26,-86
955,58,27,94
956,58,28,30
957,58,29,72
958,58,30,-41
959,58,31,-118
960,60,0,100
961,60,1,24
962,60,2,-37
963,60,3,58
964,60,4,-29
965,60,5,109
966,60,6,-70
967,60,7,-126
968,60,8,118
969,60,9,-84
970,60,10,-84
971,60,11,67
972,60,12,68
973,60,13,-122
974,60,14,32
975,60,15,-101
976,60,16,90
977,60,17,-70
978,60,18,8
979,60,19,-43
980,60,20,-108
981,60,21,-12
982,60,22,-11
983,60,23,-39
984,60,24,91
985,60,25,60
986,60,26,-113
987,60,27,9
988,60,28,-112
989,60,29,10
990,60,30,-98
991,60,31,-82
992,62,0,45
993,62,1,-112
994,62,2,-15
995,62,3,-56
996,62,4,-2
997,62,5,-64
998,62,6,18
999,62,7,98
1000,62,8,100
1001,62,9,52
1002,62,10,6
1003,62,11,100
1004,62,12,33
1005,62,13,105
1006,62,14,56
1007,62,15,105
1008,62,16,66
1009,62,17,5
1010,62,18,-116
1011,62,19,-12
1012,62,20,-27
1013,62,21,-6
1014,62,22,-47
1015,62,23,-54
1016,62,24,-87
1017,62,25,47
1018,62,26,-53
1019,62,27,-30
1020,62,28,51
1021,62,29,42
1022,62,30,58
1023,62,31,5
1024,64,0,-58
1025,64,1,38
1026,64,2,-45
1027,64,3,38
1028,64,4,-79
1029,64,5,6
1030,64,6,26
1031,64,7,78
1032,64,8,98
1033,64,9,-86
1034,64,10,-97
1035,64,11,60
1036,64,12,26
1037,64,13,25
1038,64,14,-55
1039,64,15,-7
1040,64,16,101
1041,64,17,-125
1042,64,18,27
1043,64,19,-105
1044,64,20,44
1045,64,21,84
1046,64,22,-110
1047,64,23,111
1048,64,24,-67
1049,64,25,96
1050,64,26,-77
1051,64,27,18
1052,64,28,87
1053,64,29,14
1054,64,30,95
1055,64,31,51
1056,66,0,114
1057,66,1,69
1058,66,2,-88
1059,66,3,60
1060,66,4,108
1061,66,5,-15
1062,66,6,-53
1063,66,7,101
1064,66,8,-59
1065,66,9,-104
1066,66,10,-33
1067,66,11,-113
1068,66,12,-96
1069,66,13,73
1070,66,14,69
1071,66,15,76
1072,66,16,62
1073,66,17,-91
1074,66,18,-125
1075,66,19,-118
1076,66,20,8
1077,66,21,-74
1078,66,22,-88
1079,66,23,109
1080,66,24,-89
1081,66,25,74
1082,66,26,121
1083,66,27,90
1084,66,28,102
1085,66,29,-53
1086,66,30,-36
1087,66,31,121
1088,68,0,-35
1089,68,1,-37
1090,68,2,111
1091,68,3,15
1092,68,4,97
1093,68,5,86
1094,68,6,35
1095,68,7,113
1096,68,8,-116
1097,68,9,-105
1098,68,10,25
1099,68,11,-79
1100,68,12,18
1101,68,13,-32
1102,68,14,-41
1103,68,15,47
1104,68,16,-39
1105,68,17,61
1106,68,18,2
1107,68,19,-7
1108,68,20,-41
1109,68,21,94
1110,68,22,4
1111,68,23,27
1112,68,24,-59
1113,68,25,-91
1114,68,26,50
1115,68,27,119
1116,68,28,-35
1117,68,29,127
1118,68,30,124
1119,68,31,-113
1120,70,0,-43
1121,70,1,-45
1122,70,2,55
1123,70,3,-109
1124,70,4,90
1125,70,5,7
1126,70,6,8
1127,70,7,127
1128,70,8,32
1129,70,9,46
1130,70,10,106
1131,70,11,36
1132,70,12,-7
1133,70,13,-109
1134,70,14,3
1135,70,15,51
1136,70,16,-31
1137,70,17,-98
1138,70,18,79
1139,70,19,-127
1140,70,20,101
1141,70,21,118
1142,70,22,-58
1143,70,23,-90
1144,70,24,-105
1145,70,25,85
1146,70,26,-81
1147,70,27,57
1148,70,28,-42
1149,70,29,-61
1150,70,30,-72
1151,70,31,-23
1152,72,0,37
1153,72,1,-2
1154,72,2,97
1155,72,3,-74
1156,72,4,-104
1157,72,5,48
1158,72,6,118
1159,72,7,88
1160,72,8,-123
1161,72,9,-120
1162,72,10,40
1163,72,11,86
1164,72,12,-80
1165,72,13,-68
1166,72,14,26
1167,72,15,41
1168,72,16,87
1169,72,17,98
1170,72,18,-44
1171,72,19,92
1172,72,20,-10
1173,72,21,-76
1174,72,22,-39
1175,72,23,-125
1176,72,24,-63
1177,72,25,80
1178,72,26,116
1179,72,27,-23
1180,72,28,106
1181,72,29,-13
1182,72,30,-79
1183,72,31,57
1184,74,0,-108
1185,74,1,-71
1186,74,2,-17
1187,74,3,-44
1188,74,4,-126
1189,74,5,-100
1190,74,6,-19
1191,74,7,-20
1192,74,8,30
1193,74,9,34
1194,74,10,-104
1195,74,11,-125
1196,74,12,103
1197,74,13,35
1198,74,14,122
1199,74,15,73
1200,74,16,86
1201,74,17,-15
1202,74,18,122
1203,74,19,88
1204,74,20,-25
1205,74,21,111
1206,74,22,-67
1207,74,23,109
1208,74,24,-58
1209,74,25,2
1210,74,26,-112
1211,74,27,-124
1212,74,28,-102
1213,74,29,110
1214,74,30,114
1215,74,31,-21
1216,76,0,91
1217,76,1,-127
1218,76,2,-12
1219,76,3,-126
1220,76,4,76
1221,76,5,90
1222,76,6,-121
1223,76,7,-96
1224,76,8,-91
1225,76,9,-11
1226,76,10,114
1227,76,11,31
1228,76,12,-115
1229,76,13,-33
1230,76,14,42
1231,76,15,26
1232,76,16,127
1233,76,17,-68
1234,76,18,89
1235,76,19,-97
1236,76,20,-81
1237,76,21,-74
1238,76,22,56
1239,76,23,34
1240,76,24,3
1241,76,25,64
1242,76,26,51
1243,76,27,36
1244,76,28,-93
1245,76,29,-79
1246,76,30,-5
1247,76,31,-8
1248,78,0,-89
1249,78,1,103
1250,78,2,-77
1251,78,3,-71
1252,78,4,74
1253,78,5,19
1254,78,6,-116
1255,78,7,89
1256,78,8,-62
1257,78,9,-80
1258,78,10,8
1259,78,11,-23
1260,78,12,-123
1261,78,13,-49
1262,78,14,38
1263,78,15,-94
1264,78,16,-120
1265,78,17,-69
1266,78,18,-23
1267,78,19,41
1268,78,20,-10
1269,78,21,-1
1270,78,22,-38
1271,78,23,100
1272,78,24,85
1273,78,25,83
1274,78,26,115
1275,78,27,-24
1276,78,28,0
1277,78,29,32
1278,78,30,87
1279,78,31,22
1280,80,0,58
1281,80,1,46
1282,80,2,-108
1283,80,3,-109
1284,80,4,25
1285,80,5,81
1286,80,6,-78
1287,80,7,78
1288,80,8,-105
1289,80,9,-52
1290,80,10,-82
1291,80,11,20
1292,80,12,116
1293,80,13,87
1294,80,14,-121
1295,80,15,49
1296,80,16,66
1297,80,17,29
1298,80,18,-9
1299,80,19,104
1300,80,20,-111
1301,80,21,-5
1302,80,22,27
1303,80,23,40
1304,80,24,-25
1305,80,25,34
1306,80,26,-120
1307,80,27,-43
1308,80,28,-3
1309,80,29,32
1310,80,30,-51
1311,80,31,57
1312,82,0,-22
1313,82,1,80
1314,82,2,25
1315,82,3,-87
1316,82,4,19
1317,82,5,38
1318,82,6,64
1319,82,7,110
1320,82,8,6
1321,82,9,-86
1322,82,10,119
1323,82,11,10
1324,82,12,-52
1325,82,13,114
1326,82,14,-49
1327,82,15,49
1328,82,16,43
1329,82,17,-74
1330,82,18,-88
1331,82,19,91
1332,82,20,66
1333,82,21,112
1334,82,22,10
1335,82,23,65
1336,82,24,-43
1337,82,25,88
1338,82,26,73
1339,82,27,-54
1340,82,28,9
1341,82,29,-14
1342,82,30,-39
1343,82,31,-33
1344,84,0,-18
1345,84,1,-43
1346,84,2,77
1347,84,3,69
1348,84,4,55
1349,84,5,-114
1350,84,6,12
1351,84,7,4
1352,84,8,99
1353,84,9,-20
1354,84,10,-113
1355,84,11,-35
1356,84,12,106
1357,84,13,7
1358,84,14,-84
1359,84,15,-92
1360,84,16,32
1361,84,17,89
1362,84,18,-8
1363,84,19,-23
1364,84,20,81
1365,84,21,-30
1366,84,22,-60
1367,84,23,51
1368,84,24,52
1369,84,25,66
1370,84,26,103
1371,84,27,23
1372,84,28,107
1373,84,29,103
1374,84,30,-39
1375,84,31,-41
1376,86,0,101
1377,86,1,48
1378,86,2,38
1379,86,3,-15
1380,86,4,-42
1381,86,5,88
1382,86,6,-92
1383,86,7,0
1384,86,8,39
1385,86,9,-54
1386,86,10,-108
1387,86,11,-5
1388,86,12,111
1389,86,13,-34
1390,86,14,113
1391,86,15,55
1392,86,16,46
1393,86,17,105
1394,86,18,-56
1395,86,19,13
1396,86,20,16
1397,86,21,-55
1398,86,22,8
1399,86,23,-63
1400,86,24,43
1401,86,25,-109
1402,86,26,-12
1403,86,27,-76
1404,86,28,24
1405,86,29,17
1406,86,30,-109
1407,86,31,45
1408,88,0,73
1409,88,1,26
1410,88,2,-51
1411,88,3,-10
1412,88,4,-43
1413,88,5,-49
1414,88,6,-107
1415,88,7,90
1416,88,8,110
1417,88,9,61
1418,88,10,-31
1419,88,11,100
1420,88,12,89
1421,88,13,-61
1422,88,14,-125
1423,88,15,-123
1424,88,16,3
1425,88,17,-35
1426,88,18,-110
1427,88,19,38
1428,88,20,42
1429,88,21,-56
1430,88,22,-98
1431,88,23,66
1432,88,24,-115
1433,88,25,-80
1434,88,26,-29
1435,88,27,-124
1436,88,28,-58
1437,88,29,77
1438,88,30,-56
1439,88,31,52
1440,90,0,109
1441,90,1,-39
1442,90,2,99
1443,90,3,117
1444,90,4,110
1445,90,5,99
1446,90,6,91
1447,90,7,-70
1448,90,8,71
1449,90,9,-94
1450,90,10,-118
1451,90,11,89
1452,90,12,13
1453,90,13,-46
1454,90,14,-102
1455,90,15,118
1456,90,16,72
1457,90,17,-68
1458,90,18,119
1459,90,19,66
1460,90,20,7
1461,90,21,75
1462,90,22,90
1463,90,23,109
1464,90,24,18
1465,90,25,41
1466,90,26,81
1467,90,27,82
1468,90,28,-94
1469,90,29,2
1470,90,30,10
1471,90,31,57
1472,92,0,-12
1473,92,1,87
1474,92,2,29
1475,92,3,-69
1476,92,4,-62
1477,92,5,-109
1478,92,6,-112
1479,92,7,80
1480,92,8,85
1481,92,9,-73
1482,92,10,56
1483,92,11,-34
1484,92,12,-84
1485,92,13,-19
1486,92,14,43
1487,92,15,51
1488,92,16,96
1489,92,17,-93
1490,92,18,62
1491,92,19,59
1492,92,20,-72
1493,92,21,-93
1494,92,22,46
1495,92,23,-74
1496,92,24,-50
1497,92,25,38
1498,92,26,105
1499,92,27,55
1500,92,28,23
1501,92,29,-42
1502,92,30,77
1503,92,31,-85
1504,94,0,-86
1505,94,1,-89
1506,94,2,-123
1507,94,3,-51
1508,94,4,-127
1509,94,5,53
1510,94,6,91
1511,94,7,46
1512,94,8,-12
1513,94,9,40
1514,94,10,-48
1515,94,11,54
1516,94,12,32
1517,94,13,-57
1518,94,14,-27
1519,94,15,105
1520,94,16,-30
1521,94,17,64
1522,94,18,58
1523,94,19,35
1524,94,20,87
1525,94,21,-9
1526,94,22,112
1527,94,23,69
1528,94,24,-72
1529,94,25,16
1530,94,26,-53
1531,94,27,63
1532,94,28,-34
1533,94,29,-3
1534,94,30,127
1535,94,31,-54
1536,96,0,-37
1537,96,1,38
1538,96,2,85
1539,96,3,-97
1540,96,4,-73
1541,96,5,-122
1542,96,6,-97
1543,96,7,-47
1544,96,8,97
1545,96,9,58
1546,96,10,111
1547,96,11,-60
1548,96,12,75
1549,96,13,-72
1550,96,14,59
1551,96,15,-105
1552,96,16,6
1553,96,17,55
1554,96,18,-78
1555,96,19,-120
1556,96,20,49
1557,96,21,68
1558,96,22,-121
1559,96,23,-20
1560,96,24,-42
1561,96,25,42
1562,96,26,-111
1563,96,27,-42
1564,96,28,-83
1565,96,29,-118
1566,96,30,4
1567,96,31,118
1568,98,0,3
1569,98,1,83
1570,98,2,46
1571,98,3,-97
1572,98,4,-88
1573,98,5,-36
1574,98,6,115
